source,risk_label,task_id,sha256,file_size,nodes,local_score
afr1ste_5689,untested-public,task001,e797ed891931604093a242891035430eac3d4815502c982c3a516c6f7db1b462,1137,14,17.041074
afr1ste_5689,untested-public,task002,4c3205c0141934e8750b205f87c8622ebfd80d2fce3c665797e3b1dd39c1d0b5,15506,95,13.510415
afr1ste_5689,untested-public,task003,af63acf28b90fea42960fbbf559775a83a53e0ee70ec23546b76626bd8718e4b,3334,44,15.883751
afr1ste_5689,untested-public,task004,fc9ef5d39847fe678249f3dd2ef4701d2d49b2afb4c27c424b79b6f9967ca118,2522,4,14.084548
afr1ste_5689,untested-public,task005,021d15497308032798c85f53d555a20782e19dd8962dcff4f068600918b4fbd5,7353,105,13.324403
afr1ste_5689,untested-public,task006,17e048671c7f056a80feba6875cdbb34da1521c36887cfdb399f371d8d5e163c,1124,12,17.603051
afr1ste_5689,untested-public,task007,f428fcccaa7c166df8066ea715126ddcc5f75122c86a8b1c5c59c3e14f1a973b,1320,14,15.981910
afr1ste_5689,untested-public,task008,662af396ddc9ba7a33d3a0179ae26ef1ac06a69bc0c08ef6be718fa379001d10,7667,78,14.933331
afr1ste_5689,untested-public,task009,2043f559e1ee947e2533c1ca00c25a699daed5b516d1bb4bf3515822ea52518d,30956,22,13.694825
afr1ste_5689,untested-public,task010,92d798f28d116dabbd7bef3a2e3f10f312184eb43390d09a00b3fe6c22a61b58,4038,60,16.479612
afr1ste_5689,untested-public,task011,3f64ad20a9feacc16ad2ce2296652dbc2fb5438e444a47af1f885a374cd43046,10170,52,13.898855
afr1ste_5689,untested-public,task012,cf80b1fc317b51dbd8efa9eca069b2dccd1d58066ce1eb61dabe815a96124043,1406,16,15.468881
afr1ste_5689,untested-public,task013,98f0942c7dbfaf541df9396cfbf3af4d1699a7f8bae9f96b9c4541f220eea98f,18384,91,13.331080
afr1ste_5689,untested-public,task014,ad49f42f30198141d4db98f05c2c6ed2684b5f87cf96ab29e7ab2c46172832d5,9602,42,14.344790
afr1ste_5689,untested-public,task015,1bdf0a59883c98795d2d54262adc099a55470837e426c2ad60d49f27b069db45,3798,1,18.197605
