task_id,sha256,local_score,cost,local_pass,local_total,nodes,file_size,current_best_score,score_delta_vs_current_best_6122_onnx,path,error
task129,bc11e9e80b9128561b6e14a4908c76853c1496104b6103d675d166b25e9f3a67,18.258299305348,847,3,3,7,726,18.293137663397,-0.034838358049,submissions/nadeem_6252_onnx/task129.onnx,
task130,129e8e94901df68286dc85134b4be5ba1daa1437df26f1eb430b9272e7f77471,15.322911291499,15948,3,3,10,1293,15.322911291499,0.000000000000,submissions/nadeem_6252_onnx/task130.onnx,
task131,aef2df6731cdd0168ed41a7637a2b939bb42ff5efe498e6732b1bc4fa4aa2d64,14.295632567101,44550,3,3,103,7860,14.295632567101,0.000000000000,submissions/nadeem_6252_onnx/task131.onnx,
task132,02558813adda79590927fa1e3d0be80af0e44475a6abbd69beb0d87da57bfdbb,14.709279200951,29458,3,3,38,2585,14.709279200951,0.000000000000,submissions/nadeem_6252_onnx/task132.onnx,
task133,98c9e52b494fb0f930f72b2508e749c34f95ede21d3da8d2ed929d596b33efb9,12.810071980418,196797,3,3,122,10596,8.949686311118,3.860385669300,submissions/nadeem_6252_onnx/task133.onnx,
task134,b8c97031d4dd9d04cdd7ec5e6e43525899b583f45e8266ddaa88aa4340ea596a,15.575516458907,12388,3,3,75,7061,15.259207863123,0.316308595784,submissions/nadeem_6252_onnx/task134.onnx,
task135,a6eca6896b1dbbcd1bf944fb6c9538e2c5fc2cf15786dac3b683be3574fcd543,19.113895968550,360,3,3,2,251,19.097366666599,0.016529301951,submissions/nadeem_6252_onnx/task135.onnx,
task136,54b79d7f792cfe272130aa8daf7784f6ff46db39d5419da2bf1152175cc472fe,16.515950027177,4837,3,3,25,2845,15.571890493047,0.944059534130,submissions/nadeem_6252_onnx/task136.onnx,
task137,1933adc61bb37aa8289a0a8b5aa4bf16be59d72316649981a3f196e76d12aebf,13.809044440651,72472,3,3,36,3864,14.031215675327,-0.222171234676,submissions/nadeem_6252_onnx/task137.onnx,
task138,32972f740b91df81d7495e7bc824df592594382f7f2edab0ef5b07c14f00a0c5,14.209444574267,48560,3,3,99,6654,12.804159525036,1.405285049231,submissions/nadeem_6252_onnx/task138.onnx,
task139,e3e6133e136fc342560390d22bb08861dc290ef6c9f64e8854070984d4a5946f,16.803012072741,3630,3,3,33,3865,16.803012072741,0.000000000000,submissions/nadeem_6252_onnx/task139.onnx,
task140,35298d837506c049f25a80c79e44804bf5b76de02a18f7c2e3bf35a0e4b535c9,19.091917061831,368,3,3,2,394,19.070410856610,0.021506205221,submissions/nadeem_6252_onnx/task140.onnx,
task141,419409ee1ef9989b22aaba718cfe107b9d915bb476e1f4edee982507a294cede,15.331032971801,15819,3,3,21,2345,15.331032971801,0.000000000000,submissions/nadeem_6252_onnx/task141.onnx,
task142,b525fbe662a950ccba343052e36da4678bbd57b9039d4f6c5a15f3c0a16fd54a,17.504458056116,1800,3,3,1,7454,17.504458056116,0.000000000000,submissions/nadeem_6252_onnx/task142.onnx,
task143,545186fc1e5605ade4d666e87702a09678e9c34c1449945e1a0fdef567cea868,15.124860482979,19441,3,3,24,2144,15.124860482979,0.000000000000,submissions/nadeem_6252_onnx/task143.onnx,
task144,9ccdbc162d23747b26bd043d8488ba2aebe080e2a693304f16ff65bd3b7d6a0e,18.333043207571,786,3,3,13,1358,18.333043207571,0.000000000000,submissions/nadeem_6252_onnx/task144.onnx,
task145,22681d1e38fd9b4a50619a4900134ac568081a0007d313598a2d4a001a12a65b,13.796906788126,73357,3,3,325,31434,13.796906788126,0.000000000000,submissions/nadeem_6252_onnx/task145.onnx,
task146,773d61ca46def6d1e9fdb7916c51a9f5e99a5d39640f394231b2b05a400c4a31,17.278651387382,2256,3,3,29,1894,17.278651387382,0.000000000000,submissions/nadeem_6252_onnx/task146.onnx,
task147,e65dc2d49c2dd32775575699e73cb1ad0aca1fcca0a87fcec26127b52f631670,18.186555400489,910,3,3,1,3825,18.186555400489,0.000000000000,submissions/nadeem_6252_onnx/task147.onnx,
task148,977766efe15f7fabde643b68e24ea47cc5d9069210a295f8ba0c7ab3a2f5b9de,14.999884953880,22029,3,3,110,6750,14.999884953880,0.000000000000,submissions/nadeem_6252_onnx/task148.onnx,
task149,3137da6fb944a3bb6e03884efc695345a045254de6a366510505b2221d175600,16.455386213008,5139,3,3,13,1404,16.455386213008,0.000000000000,submissions/nadeem_6252_onnx/task149.onnx,
task150,eef66466514ec7a5328062908ce1f14ca3b8e113c6b1cf7adfe182abcc341de8,18.078341815849,1014,3,3,11,1299,18.018994259278,0.059347556571,submissions/nadeem_6252_onnx/task150.onnx,
task151,265a8eb2b997ae3dae68af150413ae0c0301bc004251e92a8beb0dc79bd2e36b,18.186555400489,910,3,3,1,3880,18.186555400489,0.000000000000,submissions/nadeem_6252_onnx/task151.onnx,
task152,b525fbe662a950ccba343052e36da4678bbd57b9039d4f6c5a15f3c0a16fd54a,17.504458056116,1800,3,3,1,7454,17.504458056116,0.000000000000,submissions/nadeem_6252_onnx/task152.onnx,
task153,f0f110f71bffda74a8168f2ab942e2b3ff65762c0cb9aa24a0705a53ec03e3fa,15.012033440886,21763,3,3,108,8423,11.464788171901,3.547245268985,submissions/nadeem_6252_onnx/task153.onnx,
task154,5f1e298db41b5a1f178cc757f413e3eab14e95291dd559a42ff084b616a29b41,14.272907342548,45574,3,3,44,8020,14.071941466505,0.200965876043,submissions/nadeem_6252_onnx/task154.onnx,
task155,eb14dfb5dced388e02e786c70561a892c539daf1e48ed47cd695642c53b65585,18.078341815849,1014,3,3,11,1299,18.018994259278,0.059347556571,submissions/nadeem_6252_onnx/task155.onnx,
task156,e365c128127e7c2ba75fc7e0efd5e0d695bb256972b63cf49206bbf65e227349,14.813139646600,26552,3,3,375,49215,14.012979956231,0.800159690369,submissions/nadeem_6252_onnx/task156.onnx,
task157,54ccca78d90672c897765f456d3c87999218406775f9513916d10c9f994a4e95,13.651336158608,84852,3,3,3252,154538,9.811307423162,3.840028735446,submissions/nadeem_6252_onnx/task157.onnx,
task158,5f126c6c95b5e9197281b2b0130033f28d88f1c99e7b8717c68508560d5df8da,12.827210132108,193453,3,3,294,26673,9.971216914495,2.855993217613,submissions/nadeem_6252_onnx/task158.onnx,
task159,93239bd39db8bb07ffc4f354ca7b43656c78ca03e18c9ca72a30ccb093e2eb5a,13.597994922615,89501,3,3,57,12966,13.597994922615,0.000000000000,submissions/nadeem_6252_onnx/task159.onnx,
task160,9614391ed6a8c961cb2a50b82e22337eab556621bb99de4baaa2f78d0f8b06ad,16.569236536582,4586,3,3,19,2189,15.676777470967,0.892459065615,submissions/nadeem_6252_onnx/task160.onnx,
task161,aac790a1c2961c5e1042a8a2f49001fa2e554ab4a5bf8990b3490e3ed1658916,13.923303020589,64647,3,3,39,4456,13.174397456689,0.748905563900,submissions/nadeem_6252_onnx/task161.onnx,
task162,29467827e023a09da29f2c6bcf10d77d7bff035e613d5615f27d623e6f2f3224,13.944501582071,63291,3,3,19,2268,13.944501582071,0.000000000000,submissions/nadeem_6252_onnx/task162.onnx,
task163,261af5c25f75b8f68293fce15ca95d8473efdd1a3ee6edf45eb5b1981fe6d584,14.910655480936,24085,3,3,68,9085,14.916318151686,-0.005662670750,submissions/nadeem_6252_onnx/task163.onnx,
task164,250771b94d3db4658d4ac04e3bd9a0740f2af0f3aba0bb9b5df4d6181bb470d4,21.598802618338,30,3,3,1,479,21.598802618338,0.000000000000,submissions/nadeem_6252_onnx/task164.onnx,
task165,84191da6721ff334125fd7fa8616eb9122ba801b8e467d4f0bac42cdd367fab2,13.879761630779,67524,3,3,25,4910,13.879761630779,0.000000000000,submissions/nadeem_6252_onnx/task165.onnx,
task166,635ac35cdaf739d7549ee8cd70b4042ae832ff18d2798a37fb1e315bb0990a02,14.881844714631,24789,3,3,11,1318,14.881844714631,0.000000000000,submissions/nadeem_6252_onnx/task166.onnx,
task167,7205b15363f53274f9987b481f736b594008071406a8a8644556e6d42336b88b,18.294360905140,817,3,3,8,2375,18.470581161738,-0.176220256598,submissions/nadeem_6252_onnx/task167.onnx,
task168,24e27e72411c8561da75b446c8d7253b7581784b14d9d8063097e06ac83fac71,15.076562772156,20403,3,3,45,4620,15.071673504117,0.004889268039,submissions/nadeem_6252_onnx/task168.onnx,
task169,dfe553780f6769c9353bcda597ca9fe3629e0ef69cc742c9b3362616e9b716ae,14.929769949800,23629,3,3,168,20803,14.551604288401,0.378165661400,submissions/nadeem_6252_onnx/task169.onnx,
task170,40c7d62d579c2d8926059eb3c557934286ca2ed2507772f25b157bc0a91d75ba,13.728331141771,78564,3,3,681,50577,13.683941363266,0.044389778505,submissions/nadeem_6252_onnx/task170.onnx,
task171,c0dccfce69e87e53b68a617cc0ce6da5c9659180ce2acc2a46007c9915c524cb,18.186555400489,910,3,3,1,3825,18.186555400489,0.000000000000,submissions/nadeem_6252_onnx/task171.onnx,
task172,aa923630b6479cf1a1f5e7b7bfe2e4947e1c8ba8edba4f31d250b0b2f0c98dde,21.598802618338,30,3,3,1,479,21.598802618338,0.000000000000,submissions/nadeem_6252_onnx/task172.onnx,
task173,6422b0cd8c4551cb02c6733546b9d7f1b9130a0e4e58c7132e4791558a968ec7,12.926071138840,175243,3,3,68,10061,12.891033145419,0.035037993420,submissions/nadeem_6252_onnx/task173.onnx,
task174,4501407339b9e160ae271315971c5baa39151bb8f252ce075fee7e027ffb1686,14.140635684558,52019,3,3,790,61839,14.120086625339,0.020549059219,submissions/nadeem_6252_onnx/task174.onnx,
task175,0b83fcaee1890aa837935876092644cb56c2acf1f7249d8fb3ae79877ef09f4d,13.540264363544,94820,3,3,23,6889,13.619235438632,-0.078971075088,submissions/nadeem_6252_onnx/task175.onnx,
task176,e323248617622d6f3ec11b2d387952fea83ecc2fed3bdb998ca12143a2168c6b,16.022853515192,7920,3,3,7,1126,16.022853515192,0.000000000000,submissions/nadeem_6252_onnx/task176.onnx,
task177,cf49f3845c907c5c58bfc44858a09562b29c11f7bc05ec633f96e70552287949,13.978195575521,61194,3,3,33,3189,13.778697696715,0.199497878807,submissions/nadeem_6252_onnx/task177.onnx,
task178,4da8ed1ed0676bf74ff1db264eee36e5a51569d8bfd9726b145975fb852cb357,14.713599743826,29331,3,3,126,6748,14.713599743826,0.000000000000,submissions/nadeem_6252_onnx/task178.onnx,
task179,bde695a21a93b9e2084a9b7e8a8bee5f2cdc694baa71a12d1c34ae921a89cb87,25.000000000000,0,3,3,1,170,25.000000000000,0.000000000000,submissions/nadeem_6252_onnx/task179.onnx,
task180,2de5119963dd1a2c303ea79c0f562f2040d904a9a254cb3fe450ae080279da87,15.910923715517,8858,3,3,5,4414,16.084030688626,-0.173106973110,submissions/nadeem_6252_onnx/task180.onnx,
task181,d5e423513a6d975dcf970b7fa00306491312801ed8b9c3232bddaa05e5217ae9,17.914935706047,1194,3,3,21,3083,17.914935706047,0.000000000000,submissions/nadeem_6252_onnx/task181.onnx,
task182,a4c0113b16fd5a5b05d55505920cc5ce2a3f44b02eb252331c82630ae44592ef,14.228886887571,47625,3,3,168,12955,11.452178055728,2.776708831843,submissions/nadeem_6252_onnx/task182.onnx,
task183,304fd9d6c78ea14e6b21f5a8929aec65dc8582e0ed5300bcfe6c020cd031d4c2,14.878260842230,24878,3,3,55,4645,14.879226015634,-0.000965173404,submissions/nadeem_6252_onnx/task183.onnx,
task184,e2dcc9362cac03db34174d9cfe83b4528b95b776befd30fdd1cdc73bfb758161,14.432407952357,38855,3,3,71,43202,14.302434548325,0.129973404031,submissions/nadeem_6252_onnx/task184.onnx,
task185,dbc48d1e31979b5114d5df411783ca8989f9ae9c4bd063f24eb529ea5d5b1dae,14.004857639363,59584,3,3,242,18881,13.763645234727,0.241212404636,submissions/nadeem_6252_onnx/task185.onnx,
task186,5f12ebe1ba6f496ac5712d9d6c43d990aba0f2edfb4474275efbbbce95cef086,19.102846132363,364,3,3,11,924,18.560649628900,0.542196503463,submissions/nadeem_6252_onnx/task186.onnx,
task187,a12ff26344d3636a415f318272f96b57a7e6c98ebd9e5bd92bc9465f8ff342d7,13.435307852708,105313,3,3,87,5758,13.426798209155,0.008509643553,submissions/nadeem_6252_onnx/task187.onnx,
task188,b48429ec56843515f15fb784b0246488517e52cca244ecee0a432bfdacfcdec0,15.692532917293,11020,3,3,41,4356,15.725371138141,-0.032838220848,submissions/nadeem_6252_onnx/task188.onnx,
task189,8feb91f1cc27fca0b315416ca074d36c658d8f9683b58d95609bba625e80b4ad,14.887508389303,24649,3,3,110,6704,14.886089460559,0.001418928744,submissions/nadeem_6252_onnx/task189.onnx,
task190,0a31ba38881a6fc4af83224d1aa59f0a876aea5808f55f95707b8c5975ac4c06,15.675973863620,11204,3,3,63,8781,15.675973863620,0.000000000000,submissions/nadeem_6252_onnx/task190.onnx,
task191,bed11bcd1fa6de9d41351306ee799f453ed8ddb089b72f5a421af02ae8d88e8c,13.602799689577,89072,3,3,212,8424,11.527906941254,2.074892748323,submissions/nadeem_6252_onnx/task191.onnx,
task192,02da2ed1d0363997e45f8c5bfe6fef9b8de614300b6189a91ffc9a8d49a37a05,14.141616576479,51968,3,3,17,2089,14.093402023637,0.048214552841,submissions/nadeem_6252_onnx/task192.onnx,
task193,1184ed012012ee9bc87677fea86382acea9bc6b8979f087a5b3500492d6138dd,14.109558240339,53661,3,3,14,1925,14.109558240339,0.000000000000,submissions/nadeem_6252_onnx/task193.onnx,
task194,5a188032e9933c63bea9816c0846001d769eb356d00653af9e5e766ff62bb53b,17.504458056116,1800,3,3,1,7454,17.504458056116,0.000000000000,submissions/nadeem_6252_onnx/task194.onnx,
task195,ba4b722b42ea9bdbffbe4fcf38c90d387045eee91e245e77f502c246c158e0dd,15.436962585454,14229,3,3,33,5381,15.436962585454,0.000000000000,submissions/nadeem_6252_onnx/task195.onnx,
task196,89719c41cdbc1176e45d78565003ab2f9feb673cd43fcf7fef4c3ff8a4a302e1,14.618974770564,32242,3,3,31,2417,14.618974770564,0.000000000000,submissions/nadeem_6252_onnx/task196.onnx,
task197,d2fb46801935583882f6a460471b563ccee60a53661cb17003fc2b60f17ba1ea,14.166555524826,50688,3,3,18,1223,14.166555524826,0.000000000000,submissions/nadeem_6252_onnx/task197.onnx,
task198,a1cd099e3d965fb4506eded8d4bde77ea202357df70e9212b36911ca002c8cb1,13.449576458610,103821,3,3,51,6979,13.449576458610,0.000000000000,submissions/nadeem_6252_onnx/task198.onnx,
task199,7f8ae82add1995ce631f2596ebf18e50b694cb8ec8d56a776cb6b1f393d891fa,15.309891328723,16157,3,3,22,2948,15.309891328723,0.000000000000,submissions/nadeem_6252_onnx/task199.onnx,
task200,3db82e421fb1700c12efd717427c8530ccb8c8b610c32b22b6ae170655c00c8e,15.975266575809,8306,3,3,38,3848,15.739822393177,0.235444182633,submissions/nadeem_6252_onnx/task200.onnx,
task201,38bd02d717e5ab0a9e14bc97fdda66c68e8a52c2b2686fbb9411671b3abf5da8,13.562876248446,92700,3,3,135,9668,13.554497211347,0.008379037099,submissions/nadeem_6252_onnx/task201.onnx,
task202,548ea01a96ba723d596f57386963dc208eac1c74ee9c8ad978597704d8065f5d,13.258187509088,125720,3,3,31,3582,13.258187509088,0.000000000000,submissions/nadeem_6252_onnx/task202.onnx,
task203,5c86587356aef4914bda51c97f89e22464a8270b22c47a7b46fe9a7cfed22036,13.610350127196,88402,3,3,36,6437,13.631707320725,-0.021357193530,submissions/nadeem_6252_onnx/task203.onnx,
task204,ba4ffbc5c9eef0b8cdd6718a27b6cbdd935d550ffba5f90c34d687d2d4595565,13.307707338062,119646,3,3,73,7250,12.985124180203,0.322583157859,submissions/nadeem_6252_onnx/task204.onnx,
task205,dfd08e391e2f0ca84fc0efe2a0fb96c8914cd0c3f7eefebc8c36de45e2c92553,13.370955104620,112313,3,3,416,33601,12.284591840366,1.086363264254,submissions/nadeem_6252_onnx/task205.onnx,
task206,1ac8f234abad1624589f9b5ba6a54874c1fa67de670126f5adb9071b1ddb9e55,13.975046634666,61387,3,3,39,4032,13.895343570471,0.079703064196,submissions/nadeem_6252_onnx/task206.onnx,
task207,eb31b69d46ecc34c73b17ad80493c10002468aa9196475e6c9e12fcf46ff8235,17.463636061595,1875,3,3,25,1979,17.463636061595,0.000000000000,submissions/nadeem_6252_onnx/task207.onnx,
task208,5d341124008dfd310bc5a123793ff6f9beaeead1fd98692f86f798a8f1e3f4a1,13.566031166031,92408,3,3,196,15885,13.566031166031,0.000000000000,submissions/nadeem_6252_onnx/task208.onnx,
task209,526096cdb412105c0c63b13deae79e4fe0e8dd534f55f1f79315e19f2b58699c,13.285309892691,122356,3,3,200,12442,10.465043135142,2.820266757549,submissions/nadeem_6252_onnx/task209.onnx,
task210,aa923630b6479cf1a1f5e7b7bfe2e4947e1c8ba8edba4f31d250b0b2f0c98dde,21.598802618338,30,3,3,1,479,21.598802618338,0.000000000000,submissions/nadeem_6252_onnx/task210.onnx,
task211,3c58a51ab06ee25bf3c54539284f6def4bc6e10c364246d45f5533df0905fd17,17.504458056116,1800,3,3,1,7454,17.504458056116,0.000000000000,submissions/nadeem_6252_onnx/task211.onnx,
task212,e0d35281ab42a5512d94c197cd35136e014ae6e7ed1a41b07e9ee2016119e2fc,15.792664137044,9970,3,3,53,4512,15.782783324084,0.009880812960,submissions/nadeem_6252_onnx/task212.onnx,
task213,77849bbf09f61adb69146af9461c7912abc314e3cb87e9c103a63f33fd7091cb,14.175731810317,50225,3,3,392,26499,14.134082681610,0.041649128707,submissions/nadeem_6252_onnx/task213.onnx,
task214,476030b9c3c916862c896b22ae9f1ee46d6bedd703bd39deeb4fe1a9a7cf6c54,17.504458056116,1800,3,3,1,7454,17.504458056116,0.000000000000,submissions/nadeem_6252_onnx/task214.onnx,
task215,ad1e975b6e82508de2e208bb5877eb3d7a2c9d9a0cebf7b9dd4911a4078af377,14.452187931601,38094,3,3,21,1729,14.321347587694,0.130840343907,submissions/nadeem_6252_onnx/task215.onnx,
task216,8736d30a18de065d1250ea21affacb0eccba6097e3139d7e8ebfee451365a4d4,13.449663150032,103812,3,3,276,11049,13.443900109646,0.005763040386,submissions/nadeem_6252_onnx/task216.onnx,
task217,2f029d300d82fefb5d96fa4be293ae596ae1de0026dacc64e63b73ed6b788d33,15.206104124094,17924,3,3,18,1350,13.747647405003,1.458456719091,submissions/nadeem_6252_onnx/task217.onnx,
task218,14bb6c5e5fa3712e4f556142985fa03de40ba2accd475bb596ee538d3c10c60e,14.948006239165,23202,3,3,137,9594,14.948006239165,0.000000000000,submissions/nadeem_6252_onnx/task218.onnx,
task219,d57f742eeae01c44819c92cb474062dbcba00db96b32ed99363a677479b2e02f,13.647431098245,85184,3,3,420,21947,8.421776512802,5.225654585443,submissions/nadeem_6252_onnx/task219.onnx,
task220,924ca3ff6b3c2190ebdd92b73e0c33ac441a7e64b5924bb34b2faa596a40dd55,18.197605236676,900,3,3,1,3798,18.197605236676,0.000000000000,submissions/nadeem_6252_onnx/task220.onnx,
task221,fc40a9c864b222aaeab1d16ab69b17f524fd95dc657baa701b144f4288e5bcb5,14.069235056400,55869,3,3,28,13333,14.069306655019,-0.000071598618,submissions/nadeem_6252_onnx/task221.onnx,
task222,f82b35de1de8377a5dd17f94de623872a1021443ff972be6e0765c6d21c5595a,14.031198444197,58035,3,3,21,2578,14.031198444197,0.000000000000,submissions/nadeem_6252_onnx/task222.onnx,
task223,51cd95a032c661ce28fa653ad0e727fb33cf6a709a5747e02a8ab323190ae968,17.504458056116,1800,3,3,1,7454,17.504458056116,0.000000000000,submissions/nadeem_6252_onnx/task223.onnx,
task224,1e4af401b9b3fe63a2cb91cb665445ec3c54bc3c6b116d921d049b210a151c08,14.274048995434,45522,3,3,55,4199,14.274048995434,0.000000000000,submissions/nadeem_6252_onnx/task224.onnx,
task225,29a76e5536c419ef3e3747f899f51614ee6699ad35ad5fb9b073ba5d5f52d257,15.687283561407,11078,3,3,40,5688,15.672765876552,0.014517684855,submissions/nadeem_6252_onnx/task225.onnx,
task226,5d115fec7e34ea6013b743620d1addba979258bf37902350608a4c3438346438,16.376826485047,5559,3,3,39,3203,16.376826485047,0.000000000000,submissions/nadeem_6252_onnx/task226.onnx,
task227,1c70db9caee31b32d02ae1630c5ef3991ddbf82fedb750d43b515fab048d6dec,17.018266713308,2927,3,3,14,1135,17.018266713308,0.000000000000,submissions/nadeem_6252_onnx/task227.onnx,
task228,a8a923f21fecee5512861159a89a0ecf2a9f276985c45face926d3b953bdb4fe,14.869934799415,25086,3,3,61,2649,14.869934799415,0.000000000000,submissions/nadeem_6252_onnx/task228.onnx,
task229,acbf2dc745d4a717148c274f1e25cdd3fce8e718787f72530d661d60044ad805,17.749364488101,1409,3,3,14,1379,17.749364488101,0.000000000000,submissions/nadeem_6252_onnx/task229.onnx,
task230,1444325f9990947c4e2b6bd66f2ce611d8efc4be97b595c4bf2ad63e9e166ad0,18.197605236676,900,3,3,1,3798,18.197605236676,0.000000000000,submissions/nadeem_6252_onnx/task230.onnx,
task231,da36f042051a327916030f89e33ab2146301e9fa4890884f3df0232d009ca3ce,14.445542345803,38348,3,3,50,2605,14.448885782206,-0.003343436403,submissions/nadeem_6252_onnx/task231.onnx,
task232,b416c4b9864f9c0ee3021d3e0d536638459295310003e1612ea60837e5e1fc02,14.707956157759,29497,3,3,29,1616,14.707956157759,0.000000000000,submissions/nadeem_6252_onnx/task232.onnx,
task233,d4c2341f9ab79e4277042f6098169402b5c12b4d97c66e4ad11ee38e03404992,10.677923076044,1659583,3,3,2428,321271,9.880798460146,0.797124615898,submissions/nadeem_6252_onnx/task233.onnx,
task234,89328211cfc49e1d6b7788e2c884ed883a744cf19e27a7b8393aa0d1549217b6,13.689154000120,81703,3,3,58,4106,13.151052399689,0.538101600431,submissions/nadeem_6252_onnx/task234.onnx,
task235,046373c88008b543046f990f0cde3f5c161d21e0835fb8ca9ada066a6fc504d1,17.801068759312,1338,3,3,35,3090,17.810077829254,-0.009009069942,submissions/nadeem_6252_onnx/task235.onnx,
task236,2e59dc4336de1e1fb4014ca0b81f2777c0a9fd808fbee3c5d54770d6ade5bbfe,18.533855275762,643,3,3,11,643,18.417974861107,0.115880414655,submissions/nadeem_6252_onnx/task236.onnx,
task237,9d3baf9e04284ace2238abe88eae62477296ee34499efa7b0146d799717804fc,15.430308268882,14324,3,3,25,1637,15.430308268882,0.000000000000,submissions/nadeem_6252_onnx/task237.onnx,
task238,3208dbc8cec5a6a6874fb45bdf74920c0447b6b2745454a2ca76efdd5aa83d45,13.927565965062,64372,3,3,102,11927,13.927565965062,0.000000000000,submissions/nadeem_6252_onnx/task238.onnx,
task239,2abd421624d88b12e8a63904b214d06678543cf0231b040cc10fec704aac503f,13.525015267708,96277,3,3,33,4143,13.525015267708,0.000000000000,submissions/nadeem_6252_onnx/task239.onnx,
task240,bda05f96847ed565be978b76b47136a6bb20b09fc1dd04053bfd1b4222485694,14.765519480375,27847,3,3,11,66169,14.226600788777,0.538918691598,submissions/nadeem_6252_onnx/task240.onnx,
task241,bde695a21a93b9e2084a9b7e8a8bee5f2cdc694baa71a12d1c34ae921a89cb87,25.000000000000,0,3,3,1,170,25.000000000000,0.000000000000,submissions/nadeem_6252_onnx/task241.onnx,
task242,beed8e7a6b84fa7c89b7d5ec9cba5867a87a8ac3b612eee21d427fb75c0223b0,15.090580078811,20119,3,3,14,1736,14.896432835748,0.194147243063,submissions/nadeem_6252_onnx/task242.onnx,
task243,8c58cc318fa9f59c3692654d50085f7b92b0511a745028cf7bca8bfc694b9ca1,13.401199636921,108967,3,3,135,16583,12.704484352944,0.696715283977,submissions/nadeem_6252_onnx/task243.onnx,
task244,12974cd83da15658ad0e0fe3b624c0b705d56b763e2925eda0818540265e7af8,14.633344629227,31782,3,3,66,6538,14.607564402217,0.025780227010,submissions/nadeem_6252_onnx/task244.onnx,
task245,9a7e78ac605c6378be3f47d88a35aae0e1cf73ab864258254dd4987e43d54c37,14.724431783375,29015,3,3,37,2843,13.600680058653,1.123751724722,submissions/nadeem_6252_onnx/task245.onnx,
task246,379b5a73e3dee6f56eedab3ab0bd0ed8414179c6e7ae1edd0a948060d6401309,15.497661881504,13391,3,3,31,3824,15.497661881504,0.000000000000,submissions/nadeem_6252_onnx/task246.onnx,
task247,19562cb18f62167e2ce8c355377d9b1a3136c17fb7116b8c9110b15d4734e4dc,14.993279192822,22175,3,3,25,2056,14.993279192822,0.000000000000,submissions/nadeem_6252_onnx/task247.onnx,
task248,1cc5ba184903e8307ed5ba4d36263e3487d7beec6142f401fc6d0424e70f1e18,16.120945337958,7180,3,3,23,2328,16.120945337958,0.000000000000,submissions/nadeem_6252_onnx/task248.onnx,
task249,e6e58b07a2f88477f9f6bff875df198bf57830236bdd036ac5460ab1c6ccabaf,15.740964706485,10499,3,3,21,1990,15.740964706485,0.000000000000,submissions/nadeem_6252_onnx/task249.onnx,
task250,a597d41fb3635cef1fb65c5c4818682efa2468a8b8b38ce1e86c82df9be4df2a,15.595656566456,12141,3,3,129,7749,15.496915389980,0.098741176476,submissions/nadeem_6252_onnx/task250.onnx,
task251,82d350374d90693c70187cdf979ebb574c69cda11c9c56813abeb372eed8e78f,13.481291290274,100580,3,3,53,5106,13.472392840494,0.008898449780,submissions/nadeem_6252_onnx/task251.onnx,
task252,f94f1914ddc282177a848c90a7aac926b6095d8fffc5a863c722843121c979c3,14.453028311923,38062,3,3,38,3201,14.447160426904,0.005867885019,submissions/nadeem_6252_onnx/task252.onnx,
task253,2538ea53b1aad1e6365055ee14f48dccb49ef632cce416086075b33d42366bad,14.215455188361,48269,3,3,17,3510,14.215455188361,0.000000000000,submissions/nadeem_6252_onnx/task253.onnx,
task254,a723230701ba601d3d39bcceb6c41545ed7dcecec7d640d794a6d298303c6654,15.865029935049,9274,3,3,39,6052,16.018318360026,-0.153288424978,submissions/nadeem_6252_onnx/task254.onnx,
task255,e6ed6b4ff01e155169486c7b822db244629ebc48a8b802870d51af90aa2cb5c6,10.661365750459,1687290,3,3,185,301761,7.425218068892,3.236147681568,submissions/nadeem_6252_onnx/task255.onnx,
task256,c62955c5ac4951f368900ad06f3a5ed4fa9817b2e3f8f0a049b5ef354c21fc4f,15.041882226813,21123,3,3,40,4780,15.033960272807,0.007921954006,submissions/nadeem_6252_onnx/task256.onnx,
task257,316eaaf4e1a47569341378a8a58e40559f938a7fe5ae659867c0f2117bf8e021,18.018065322844,1077,3,3,20,1369,18.018065322844,0.000000000000,submissions/nadeem_6252_onnx/task257.onnx,
task258,9cf85f5ef87760197eaab665af872adc9c2a38a6b9c2133f506deb1e51402d09,19.924826184766,160,3,3,1,880,19.924826184766,0.000000000000,submissions/nadeem_6252_onnx/task258.onnx,
task259,cd8f2883b4e59672ccd19f5a5b45fc92a1c48a4e736beaa179e62ce6d6dd7a07,16.169018489048,6843,3,3,30,3882,16.162899588837,0.006118900210,submissions/nadeem_6252_onnx/task259.onnx,
task260,a0c625eeabd30f89f6f16ae6be445f721bbc7059d940e63069a03d74b0fc06a4,15.568598242914,12474,3,3,28,2263,15.568598242914,0.000000000000,submissions/nadeem_6252_onnx/task260.onnx,
task261,6104690685d52f02ca149095658b51c2d448d252f763922efdb0fd69749b630f,19.701682633452,200,3,3,1,995,19.701682633452,0.000000000000,submissions/nadeem_6252_onnx/task261.onnx,
task262,0e242b2a1418fb93332fc01ff90e906403df0499e49baf091447cb02afec05aa,16.765169719558,3770,3,3,8,903,16.086315175275,0.678854544283,submissions/nadeem_6252_onnx/task262.onnx,
task263,1b8a040360232f6944fa110231b6a00266523ac9e4cb025a05f8dc5fdbd23da1,15.981062293554,8258,3,3,140,10867,16.005827565602,-0.024765272048,submissions/nadeem_6252_onnx/task263.onnx,
