task_id,score,cost,memory,params,local_pass,local_total,nodes,file_size,path,error
1,17.04107350694989,2861,2837,24,3,3,14,1137,submissions/staging_konbu_t101_66_23/task001.onnx,
2,13.5104148124377,97693,97200,493,3,3,95,15506,submissions/staging_konbu_t101_66_23/task002.onnx,
3,15.883530843633888,9104,9094,10,3,3,44,3120,submissions/staging_konbu_t101_66_23/task003.onnx,
4,14.084547965521434,55020,54000,1020,3,3,4,2522,submissions/staging_konbu_t101_66_23/task004.onnx,
5,13.328149556042213,117225,116889,336,3,3,106,10910,submissions/staging_konbu_t101_66_23/task005.onnx,
6,17.603051397378987,1631,1584,47,3,3,12,1124,submissions/staging_konbu_t101_66_23/task006.onnx,
7,15.981910315895657,8251,8220,31,3,3,14,1320,submissions/staging_konbu_t101_66_23/task007.onnx,
8,14.94426357492621,23289,23228,61,3,3,78,7667,submissions/staging_konbu_t101_66_23/task008.onnx,
9,13.69482467517415,81241,77400,3841,3,3,22,30956,submissions/staging_konbu_t101_66_23/task009.onnx,
10,16.479611917687244,5016,4939,77,3,3,60,4038,submissions/staging_konbu_t101_66_23/task010.onnx,
11,13.898854540195707,66247,63916,2331,3,3,52,10170,submissions/staging_konbu_t101_66_23/task011.onnx,
12,15.468881328082846,13782,13680,102,3,3,16,1406,submissions/staging_konbu_t101_66_23/task012.onnx,
13,13.3310798421544,116882,114625,2257,3,3,91,18384,submissions/staging_konbu_t101_66_23/task013.onnx,
14,13.776812051793966,74846,70831,4015,3,3,44,10787,submissions/staging_konbu_t101_66_23/task014.onnx,
15,18.197605236675688,900,0,900,3,3,1,3798,submissions/staging_konbu_t101_66_23/task015.onnx,
16,22.697414907005953,10,0,10,3,3,1,158,submissions/staging_konbu_t101_66_23/task016.onnx,
17,14.414476771658645,39558,38935,623,3,3,67,8620,submissions/staging_konbu_t101_66_23/task017.onnx,
18,11.323874505438686,869893,868894,999,0,3,219,32157,submissions/staging_konbu_t101_66_23/task018.onnx,
19,13.165948015358635,137868,136040,1828,3,3,35,10686,submissions/staging_konbu_t101_66_23/task019.onnx,
20,13.590958363748854,90133,89863,270,3,3,245,31378,submissions/staging_konbu_t101_66_23/task020.onnx,
21,13.985181386387987,60768,58908,1860,3,3,215,30917,submissions/staging_konbu_t101_66_23/task021.onnx,
22,14.287072229632908,44933,44812,121,3,3,363,43895,submissions/staging_konbu_t101_66_23/task022.onnx,
23,15.009051171693878,21828,21339,489,3,3,15,2803,submissions/staging_konbu_t101_66_23/task023.onnx,
24,15.88617052840466,9080,8820,260,3,3,27,3233,submissions/staging_konbu_t101_66_23/task024.onnx,
25,12.261054565445162,340764,340680,84,3,3,69,4825,submissions/staging_konbu_t101_66_23/task025.onnx,
26,18.39605617539953,738,690,48,3,3,13,1345,submissions/staging_konbu_t101_66_23/task026.onnx,
27,14.486991470971319,36791,29573,7218,3,3,25,16205,submissions/staging_konbu_t101_66_23/task027.onnx,
28,15.896131872534333,8990,8676,314,3,3,13,1867,submissions/staging_konbu_t101_66_23/task028.onnx,
29,13.503437684118467,98377,98207,170,3,3,88,13589,submissions/staging_konbu_t101_66_23/task029.onnx,
30,14.250923188762702,46587,45612,975,3,3,57,5857,submissions/staging_konbu_t101_66_23/task030.onnx,
31,15.164363114372046,18688,18630,58,3,3,26,3417,submissions/staging_konbu_t101_66_23/task031.onnx,
32,16.86699978141639,3405,3336,69,3,3,19,2347,submissions/staging_konbu_t101_66_23/task032.onnx,
33,14.081988539178049,55161,55112,49,3,3,16,1510,submissions/staging_konbu_t101_66_23/task033.onnx,
34,13.421324248376678,106796,103949,2847,3,3,87,11293,submissions/staging_konbu_t101_66_23/task034.onnx,
35,14.846026139757955,25693,25468,225,3,3,107,8818,submissions/staging_konbu_t101_66_23/task035.onnx,
36,13.71033059267258,79991,79832,159,3,3,56,5866,submissions/staging_konbu_t101_66_23/task036.onnx,
37,13.937652078450405,63726,55400,8326,3,3,27,20424,submissions/staging_konbu_t101_66_23/task037.onnx,
38,17.306974251582112,2193,2116,77,3,3,16,2357,submissions/staging_konbu_t101_66_23/task038.onnx,
39,16.03402681578965,7832,7804,28,3,3,14,1913,submissions/staging_konbu_t101_66_23/task039.onnx,
40,15.777928705148119,10118,10056,62,3,3,37,2791,submissions/staging_konbu_t101_66_23/task040.onnx,
41,15.299424541873835,16327,16300,27,3,3,18,2228,submissions/staging_konbu_t101_66_23/task041.onnx,
42,15.255097946581243,17067,16907,160,3,3,55,6156,submissions/staging_konbu_t101_66_23/task042.onnx,
43,16.129477454896126,7119,6980,139,3,3,9,1966,submissions/staging_konbu_t101_66_23/task043.onnx,
44,10.317261651531322,2380303,2378888,1415,3,3,1054,148684,submissions/staging_konbu_t101_66_23/task044.onnx,
45,16.0404313464555,7782,7750,32,3,3,11,1438,submissions/staging_konbu_t101_66_23/task045.onnx,
46,14.58291068075113,33426,32560,866,3,3,73,5299,submissions/staging_konbu_t101_66_23/task046.onnx,
47,16.492857144437266,4950,4823,127,3,3,33,2151,submissions/staging_konbu_t101_66_23/task047.onnx,
48,16.36858566449374,5605,5539,66,3,3,52,5917,submissions/staging_konbu_t101_66_23/task048.onnx,
49,14.613685144124743,32413,32263,150,3,3,29,3516,submissions/staging_konbu_t101_66_23/task049.onnx,
50,15.843587970049374,9475,9225,250,3,3,21,2006,submissions/staging_konbu_t101_66_23/task050.onnx,
51,13.866331106969804,68437,68359,78,3,3,58,3372,submissions/staging_konbu_t101_66_23/task051.onnx,
52,17.886857891292912,1228,1185,43,3,3,11,986,submissions/staging_konbu_t101_66_23/task052.onnx,
53,21.598802618337846,30,0,30,3,3,1,175,submissions/staging_konbu_t101_66_23/task053.onnx,
54,12.887930388960946,182056,181895,161,3,3,118,9728,submissions/staging_konbu_t101_66_23/task054.onnx,
55,14.815477417733884,26490,25496,994,3,3,166,13497,submissions/staging_konbu_t101_66_23/task055.onnx,
56,18.672063216270807,560,460,100,3,3,7,1515,submissions/staging_konbu_t101_66_23/task056.onnx,
57,14.24604105662701,46815,46804,11,3,3,18,1880,submissions/staging_konbu_t101_66_23/task057.onnx,
58,15.313114938234701,16105,9660,6445,3,3,16,14221,submissions/staging_konbu_t101_66_23/task058.onnx,
59,15.076170749805957,20411,17858,2553,3,3,21,7062,submissions/staging_konbu_t101_66_23/task059.onnx,
60,16.372876749211567,5581,5400,181,3,3,20,2458,submissions/staging_konbu_t101_66_23/task060.onnx,
61,15.152342332424542,18914,16942,1972,3,3,9,17030,submissions/staging_konbu_t101_66_23/task061.onnx,
62,14.670950637656585,30609,29680,929,3,3,217,14479,submissions/staging_konbu_t101_66_23/task062.onnx,
63,14.666940264012474,30732,30700,32,3,3,34,3709,submissions/staging_konbu_t101_66_23/task063.onnx,
64,13.210837710262732,131816,131578,238,3,3,48,5809,submissions/staging_konbu_t101_66_23/task064.onnx,
65,14.543288472281265,34777,34700,77,3,3,37,2835,submissions/staging_konbu_t101_66_23/task065.onnx,
66,15.028480037072045,21408,16962,4446,3,3,70,22387,submissions/staging_konbu_t101_66_23/task066.onnx,
67,19.247427361174367,315,282,33,3,3,7,892,submissions/staging_konbu_t101_66_23/task067.onnx,
68,15.55942130423374,12589,12562,27,3,3,24,1602,submissions/staging_konbu_t101_66_23/task068.onnx,
69,13.657032832840327,84370,82058,2312,3,3,380,32543,submissions/staging_konbu_t101_66_23/task069.onnx,
70,13.90050125280863,66138,66060,78,3,3,71,11844,submissions/staging_konbu_t101_66_23/task070.onnx,
71,13.22640401182484,129780,128850,930,3,3,49,12082,submissions/staging_konbu_t101_66_23/task071.onnx,
72,17.801068759311825,1338,1260,78,3,3,11,1347,submissions/staging_konbu_t101_66_23/task072.onnx,
73,18.186555400489105,910,0,910,3,3,1,3825,submissions/staging_konbu_t101_66_23/task073.onnx,
74,15.009188619292196,21825,21780,45,3,3,18,1824,submissions/staging_konbu_t101_66_23/task074.onnx,
75,14.742796878157792,28487,28430,57,3,3,57,6812,submissions/staging_konbu_t101_66_23/task075.onnx,
76,10.834874662507726,1418521,1189023,229498,3,3,221,490164,submissions/staging_konbu_t101_66_23/task076.onnx,
77,12.83291249537243,192353,190140,2213,3,3,72,9860,submissions/staging_konbu_t101_66_23/task077.onnx,
78,15.65024557224114,11496,11460,36,3,3,25,1974,submissions/staging_konbu_t101_66_23/task078.onnx,
79,14.87525066556768,24953,24708,245,3,3,20,2695,submissions/staging_konbu_t101_66_23/task079.onnx,
80,13.047884557519986,155145,153652,1493,3,3,93,18484,submissions/staging_konbu_t101_66_23/task080.onnx,
81,17.256296741826247,2307,2198,109,3,3,35,3749,submissions/staging_konbu_t101_66_23/task081.onnx,
82,14.936138316402742,23479,23400,79,3,3,20,1645,submissions/staging_konbu_t101_66_23/task082.onnx,
83,17.504458056115745,1800,0,1800,3,3,1,7454,submissions/staging_konbu_t101_66_23/task083.onnx,
84,14.685462961061807,30168,26502,3666,3,3,21,16901,submissions/staging_konbu_t101_66_23/task084.onnx,
85,13.36328292042622,113178,113040,138,3,3,20,2547,submissions/staging_konbu_t101_66_23/task085.onnx,
86,14.88523906872015,24705,24480,225,3,3,42,4384,submissions/staging_konbu_t101_66_23/task086.onnx,
87,19.070410856610106,376,360,16,3,3,2,474,submissions/staging_konbu_t101_66_23/task087.onnx,
88,13.468547230415888,101870,100618,1252,3,3,58,10372,submissions/staging_konbu_t101_66_23/task088.onnx,
89,14.179382068192274,50042,49943,99,3,3,181,17792,submissions/staging_konbu_t101_66_23/task089.onnx,
90,13.94350667496543,63354,63250,104,3,3,246,19660,submissions/staging_konbu_t101_66_23/task090.onnx,
91,14.150760005440098,51495,51388,107,3,3,43,4627,submissions/staging_konbu_t101_66_23/task091.onnx,
92,13.071487493631263,151526,151500,26,3,3,42,4299,submissions/staging_konbu_t101_66_23/task092.onnx,
93,14.579416523184522,33543,33432,111,3,3,52,3727,submissions/staging_konbu_t101_66_23/task093.onnx,
94,14.351722033752088,42120,42030,90,3,3,41,2954,submissions/staging_konbu_t101_66_23/task094.onnx,
95,18.186555400489105,910,0,910,3,3,1,3950,submissions/staging_konbu_t101_66_23/task095.onnx,
96,11.918302379321686,480075,477949,2126,3,3,480,64252,submissions/staging_konbu_t101_66_23/task096.onnx,
97,13.85348240488441,69322,68400,922,3,3,11,2494,submissions/staging_konbu_t101_66_23/task097.onnx,
98,18.186555400489105,910,0,910,3,3,1,3836,submissions/staging_konbu_t101_66_23/task098.onnx,
99,16.500970779211436,4910,0,4910,3,3,1,19839,submissions/staging_konbu_t101_66_23/task099.onnx,
100,16.135535944720324,7076,7033,43,3,3,28,4954,submissions/staging_konbu_t101_66_23/task100.onnx,
101,13.904424994937168,65879,54322,11557,3,3,31,32893,submissions/staging_konbu_t101_66_23/task101.onnx,
102,14.292472581952298,44691,44352,339,3,3,149,22167,submissions/staging_konbu_t101_66_23/task102.onnx,
103,19.454822555520437,256,199,57,3,3,13,1447,submissions/staging_konbu_t101_66_23/task103.onnx,
104,16.767293990139024,3762,2692,1070,3,3,21,3667,submissions/staging_konbu_t101_66_23/task104.onnx,
105,14.495480555811731,36480,29212,7268,3,3,52,18785,submissions/staging_konbu_t101_66_23/task105.onnx,
106,17.940382371708615,1164,1039,125,3,3,13,2939,submissions/staging_konbu_t101_66_23/task106.onnx,
107,13.806577566471388,72651,58970,13681,3,3,52,31694,submissions/staging_konbu_t101_66_23/task107.onnx,
108,17.504458056115745,1800,0,1800,3,3,1,7454,submissions/staging_konbu_t101_66_23/task108.onnx,
