source_index,source_label,contract_name,passed,skipped,reason,input_shape,expected_shape,actual_shape,mismatch_count,rule_label
245,ex245,task133_mirror_lr,True,False,ok,"(19, 23)","(19, 23)","(19, 23)",0,v4_plus9_compiler
245,ex245,task133_mirror_ud,True,False,ok,"(19, 23)","(19, 23)","(19, 23)",0,v4_plus9_compiler
245,ex245,task133_zero_pad_top_left,True,False,ok,"(20, 24)","(20, 24)","(20, 24)",0,v4_plus9_compiler
245,ex245,task133_zero_pad_bottom_right,True,False,ok,"(20, 24)","(20, 24)","(20, 24)",0,v4_plus9_compiler
246,ex246,original,True,False,ok,"(14, 18)","(14, 18)","(14, 18)",0,v4_plus9_compiler
246,ex246,task133_color_bijection,True,False,ok,"(14, 18)","(14, 18)","(14, 18)",0,v4_plus9_compiler
246,ex246,task133_transpose,True,False,ok,"(18, 14)","(18, 14)","(18, 14)",0,v4_plus9_compiler
246,ex246,task133_mirror_lr,True,False,ok,"(14, 18)","(14, 18)","(14, 18)",0,v4_plus9_compiler
246,ex246,task133_mirror_ud,True,False,ok,"(14, 18)","(14, 18)","(14, 18)",0,v4_plus9_compiler
246,ex246,task133_zero_pad_top_left,True,False,ok,"(15, 19)","(15, 19)","(15, 19)",0,v4_plus9_compiler
246,ex246,task133_zero_pad_bottom_right,True,False,ok,"(15, 19)","(15, 19)","(15, 19)",0,v4_plus9_compiler
247,ex247,original,True,False,ok,"(12, 29)","(12, 29)","(12, 29)",0,v4_plus9_compiler
247,ex247,task133_color_bijection,True,False,ok,"(12, 29)","(12, 29)","(12, 29)",0,v4_plus9_compiler
247,ex247,task133_transpose,True,False,ok,"(29, 12)","(29, 12)","(29, 12)",0,v4_plus9_compiler
247,ex247,task133_mirror_lr,True,False,ok,"(12, 29)","(12, 29)","(12, 29)",0,v4_plus9_compiler
247,ex247,task133_mirror_ud,True,False,ok,"(12, 29)","(12, 29)","(12, 29)",0,v4_plus9_compiler
247,ex247,task133_zero_pad_top_left,True,False,ok,"(13, 30)","(13, 30)","(13, 30)",0,v4_plus9_compiler
247,ex247,task133_zero_pad_bottom_right,True,False,ok,"(13, 30)","(13, 30)","(13, 30)",0,v4_plus9_compiler
248,ex248,original,True,False,ok,"(25, 16)","(25, 16)","(25, 16)",0,v4_plus9_compiler
248,ex248,task133_color_bijection,True,False,ok,"(25, 16)","(25, 16)","(25, 16)",0,v4_plus9_compiler
248,ex248,task133_transpose,True,False,ok,"(16, 25)","(16, 25)","(16, 25)",0,v4_plus9_compiler
248,ex248,task133_mirror_lr,True,False,ok,"(25, 16)","(25, 16)","(25, 16)",0,v4_plus9_compiler
248,ex248,task133_mirror_ud,True,False,ok,"(25, 16)","(25, 16)","(25, 16)",0,v4_plus9_compiler
248,ex248,task133_zero_pad_top_left,True,False,ok,"(26, 17)","(26, 17)","(26, 17)",0,v4_plus9_compiler
248,ex248,task133_zero_pad_bottom_right,True,False,ok,"(26, 17)","(26, 17)","(26, 17)",0,v4_plus9_compiler
249,ex249,original,True,False,ok,"(29, 30)","(29, 30)","(29, 30)",0,v4_plus9_compiler
249,ex249,task133_color_bijection,True,False,ok,"(29, 30)","(29, 30)","(29, 30)",0,v4_plus9_compiler
249,ex249,task133_transpose,True,False,ok,"(30, 29)","(30, 29)","(30, 29)",0,v4_plus9_compiler
249,ex249,task133_mirror_lr,True,False,ok,"(29, 30)","(29, 30)","(29, 30)",0,v4_plus9_compiler
249,ex249,task133_mirror_ud,True,False,ok,"(29, 30)","(29, 30)","(29, 30)",0,v4_plus9_compiler
249,ex249,task133_zero_pad_top_left,False,True,"input_shape_exceeds_limit:(30, 31)>(30, 30)","(30, 31)","(30, 31)",,,
249,ex249,task133_zero_pad_bottom_right,False,True,"input_shape_exceeds_limit:(30, 31)>(30, 30)","(30, 31)","(30, 31)",,,
250,ex250,original,True,False,ok,"(28, 25)","(28, 25)","(28, 25)",0,v4_plus9_compiler
250,ex250,task133_color_bijection,True,False,ok,"(28, 25)","(28, 25)","(28, 25)",0,v4_plus9_compiler
250,ex250,task133_transpose,True,False,ok,"(25, 28)","(25, 28)","(25, 28)",0,v4_plus9_compiler
250,ex250,task133_mirror_lr,True,False,ok,"(28, 25)","(28, 25)","(28, 25)",0,v4_plus9_compiler
250,ex250,task133_mirror_ud,True,False,ok,"(28, 25)","(28, 25)","(28, 25)",0,v4_plus9_compiler
250,ex250,task133_zero_pad_top_left,True,False,ok,"(29, 26)","(29, 26)","(29, 26)",0,v4_plus9_compiler
250,ex250,task133_zero_pad_bottom_right,True,False,ok,"(29, 26)","(29, 26)","(29, 26)",0,v4_plus9_compiler
251,ex251,original,True,False,ok,"(21, 21)","(21, 21)","(21, 21)",0,v4_plus9_compiler
251,ex251,task133_color_bijection,True,False,ok,"(21, 21)","(21, 21)","(21, 21)",0,v4_plus9_compiler
251,ex251,task133_transpose,True,False,ok,"(21, 21)","(21, 21)","(21, 21)",0,v4_plus9_compiler
251,ex251,task133_mirror_lr,True,False,ok,"(21, 21)","(21, 21)","(21, 21)",0,v4_plus9_compiler
251,ex251,task133_mirror_ud,True,False,ok,"(21, 21)","(21, 21)","(21, 21)",0,v4_plus9_compiler
251,ex251,task133_zero_pad_top_left,True,False,ok,"(22, 22)","(22, 22)","(22, 22)",0,v4_plus9_compiler
251,ex251,task133_zero_pad_bottom_right,True,False,ok,"(22, 22)","(22, 22)","(22, 22)",0,v4_plus9_compiler
252,ex252,original,True,False,ok,"(16, 18)","(16, 18)","(16, 18)",0,v4_plus9_compiler
252,ex252,task133_color_bijection,True,False,ok,"(16, 18)","(16, 18)","(16, 18)",0,v4_plus9_compiler
252,ex252,task133_transpose,True,False,ok,"(18, 16)","(18, 16)","(18, 16)",0,v4_plus9_compiler
252,ex252,task133_mirror_lr,True,False,ok,"(16, 18)","(16, 18)","(16, 18)",0,v4_plus9_compiler
252,ex252,task133_mirror_ud,True,False,ok,"(16, 18)","(16, 18)","(16, 18)",0,v4_plus9_compiler
252,ex252,task133_zero_pad_top_left,True,False,ok,"(17, 19)","(17, 19)","(17, 19)",0,v4_plus9_compiler
252,ex252,task133_zero_pad_bottom_right,True,False,ok,"(17, 19)","(17, 19)","(17, 19)",0,v4_plus9_compiler
253,ex253,original,True,False,ok,"(20, 29)","(20, 29)","(20, 29)",0,v4_plus9_compiler
253,ex253,task133_color_bijection,True,False,ok,"(20, 29)","(20, 29)","(20, 29)",0,v4_plus9_compiler
253,ex253,task133_transpose,True,False,ok,"(29, 20)","(29, 20)","(29, 20)",0,v4_plus9_compiler
253,ex253,task133_mirror_lr,True,False,ok,"(20, 29)","(20, 29)","(20, 29)",0,v4_plus9_compiler
253,ex253,task133_mirror_ud,True,False,ok,"(20, 29)","(20, 29)","(20, 29)",0,v4_plus9_compiler
253,ex253,task133_zero_pad_top_left,True,False,ok,"(21, 30)","(21, 30)","(21, 30)",0,v4_plus9_compiler
253,ex253,task133_zero_pad_bottom_right,True,False,ok,"(21, 30)","(21, 30)","(21, 30)",0,v4_plus9_compiler
254,ex254,original,True,False,ok,"(29, 29)","(29, 29)","(29, 29)",0,v4_plus9_compiler
254,ex254,task133_color_bijection,True,False,ok,"(29, 29)","(29, 29)","(29, 29)",0,v4_plus9_compiler
254,ex254,task133_transpose,True,False,ok,"(29, 29)","(29, 29)","(29, 29)",0,v4_plus9_compiler
254,ex254,task133_mirror_lr,True,False,ok,"(29, 29)","(29, 29)","(29, 29)",0,v4_plus9_compiler
254,ex254,task133_mirror_ud,True,False,ok,"(29, 29)","(29, 29)","(29, 29)",0,v4_plus9_compiler
254,ex254,task133_zero_pad_top_left,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,v4_plus9_compiler
254,ex254,task133_zero_pad_bottom_right,True,False,ok,"(30, 30)","(30, 30)","(30, 30)",0,v4_plus9_compiler
255,ex255,original,True,False,ok,"(30, 27)","(30, 27)","(30, 27)",0,v4_plus9_compiler
255,ex255,task133_color_bijection,True,False,ok,"(30, 27)","(30, 27)","(30, 27)",0,v4_plus9_compiler
255,ex255,task133_transpose,True,False,ok,"(27, 30)","(27, 30)","(27, 30)",0,v4_plus9_compiler
255,ex255,task133_mirror_lr,True,False,ok,"(30, 27)","(30, 27)","(30, 27)",0,v4_plus9_compiler
255,ex255,task133_mirror_ud,True,False,ok,"(30, 27)","(30, 27)","(30, 27)",0,v4_plus9_compiler
255,ex255,task133_zero_pad_top_left,False,True,"input_shape_exceeds_limit:(31, 28)>(30, 30)","(31, 28)","(31, 28)",,,
255,ex255,task133_zero_pad_bottom_right,False,True,"input_shape_exceeds_limit:(31, 28)>(30, 30)","(31, 28)","(31, 28)",,,
256,ex256,original,True,False,ok,"(19, 28)","(19, 28)","(19, 28)",0,v4_plus9_compiler
256,ex256,task133_color_bijection,True,False,ok,"(19, 28)","(19, 28)","(19, 28)",0,v4_plus9_compiler
256,ex256,task133_transpose,True,False,ok,"(28, 19)","(28, 19)","(28, 19)",0,v4_plus9_compiler
256,ex256,task133_mirror_lr,True,False,ok,"(19, 28)","(19, 28)","(19, 28)",0,v4_plus9_compiler
256,ex256,task133_mirror_ud,True,False,ok,"(19, 28)","(19, 28)","(19, 28)",0,v4_plus9_compiler
256,ex256,task133_zero_pad_top_left,True,False,ok,"(20, 29)","(20, 29)","(20, 29)",0,v4_plus9_compiler
256,ex256,task133_zero_pad_bottom_right,True,False,ok,"(20, 29)","(20, 29)","(20, 29)",0,v4_plus9_compiler
257,ex257,original,True,False,ok,"(20, 26)","(20, 26)","(20, 26)",0,v4_plus9_compiler
257,ex257,task133_color_bijection,True,False,ok,"(20, 26)","(20, 26)","(20, 26)",0,v4_plus9_compiler
257,ex257,task133_transpose,True,False,ok,"(26, 20)","(26, 20)","(26, 20)",0,v4_plus9_compiler
257,ex257,task133_mirror_lr,True,False,ok,"(20, 26)","(20, 26)","(20, 26)",0,v4_plus9_compiler
257,ex257,task133_mirror_ud,True,False,ok,"(20, 26)","(20, 26)","(20, 26)",0,v4_plus9_compiler
257,ex257,task133_zero_pad_top_left,True,False,ok,"(21, 27)","(21, 27)","(21, 27)",0,v4_plus9_compiler
257,ex257,task133_zero_pad_bottom_right,True,False,ok,"(21, 27)","(21, 27)","(21, 27)",0,v4_plus9_compiler
258,ex258,original,True,False,ok,"(27, 23)","(27, 23)","(27, 23)",0,v4_plus9_compiler
258,ex258,task133_color_bijection,True,False,ok,"(27, 23)","(27, 23)","(27, 23)",0,v4_plus9_compiler
258,ex258,task133_transpose,True,False,ok,"(23, 27)","(23, 27)","(23, 27)",0,v4_plus9_compiler
258,ex258,task133_mirror_lr,True,False,ok,"(27, 23)","(27, 23)","(27, 23)",0,v4_plus9_compiler
258,ex258,task133_mirror_ud,True,False,ok,"(27, 23)","(27, 23)","(27, 23)",0,v4_plus9_compiler
258,ex258,task133_zero_pad_top_left,True,False,ok,"(28, 24)","(28, 24)","(28, 24)",0,v4_plus9_compiler
258,ex258,task133_zero_pad_bottom_right,True,False,ok,"(28, 24)","(28, 24)","(28, 24)",0,v4_plus9_compiler
259,ex259,original,True,False,ok,"(17, 18)","(17, 18)","(17, 18)",0,v4_plus9_compiler
259,ex259,task133_color_bijection,True,False,ok,"(17, 18)","(17, 18)","(17, 18)",0,v4_plus9_compiler
259,ex259,task133_transpose,True,False,ok,"(18, 17)","(18, 17)","(18, 17)",0,v4_plus9_compiler
259,ex259,task133_mirror_lr,True,False,ok,"(17, 18)","(17, 18)","(17, 18)",0,v4_plus9_compiler
259,ex259,task133_mirror_ud,True,False,ok,"(17, 18)","(17, 18)","(17, 18)",0,v4_plus9_compiler
259,ex259,task133_zero_pad_top_left,True,False,ok,"(18, 19)","(18, 19)","(18, 19)",0,v4_plus9_compiler
259,ex259,task133_zero_pad_bottom_right,True,False,ok,"(18, 19)","(18, 19)","(18, 19)",0,v4_plus9_compiler
260,ex260,original,True,False,ok,"(20, 18)","(20, 18)","(20, 18)",0,v4_plus9_compiler
260,ex260,task133_color_bijection,True,False,ok,"(20, 18)","(20, 18)","(20, 18)",0,v4_plus9_compiler
260,ex260,task133_transpose,True,False,ok,"(18, 20)","(18, 20)","(18, 20)",0,v4_plus9_compiler
260,ex260,task133_mirror_lr,True,False,ok,"(20, 18)","(20, 18)","(20, 18)",0,v4_plus9_compiler
260,ex260,task133_mirror_ud,True,False,ok,"(20, 18)","(20, 18)","(20, 18)",0,v4_plus9_compiler
260,ex260,task133_zero_pad_top_left,True,False,ok,"(21, 19)","(21, 19)","(21, 19)",0,v4_plus9_compiler
260,ex260,task133_zero_pad_bottom_right,True,False,ok,"(21, 19)","(21, 19)","(21, 19)",0,v4_plus9_compiler
261,ex261,original,True,False,ok,"(13, 27)","(13, 27)","(13, 27)",0,v4_plus9_compiler
261,ex261,task133_color_bijection,True,False,ok,"(13, 27)","(13, 27)","(13, 27)",0,v4_plus9_compiler
261,ex261,task133_transpose,True,False,ok,"(27, 13)","(27, 13)","(27, 13)",0,v4_plus9_compiler
261,ex261,task133_mirror_lr,True,False,ok,"(13, 27)","(13, 27)","(13, 27)",0,v4_plus9_compiler
261,ex261,task133_mirror_ud,True,False,ok,"(13, 27)","(13, 27)","(13, 27)",0,v4_plus9_compiler
261,ex261,task133_zero_pad_top_left,True,False,ok,"(14, 28)","(14, 28)","(14, 28)",0,v4_plus9_compiler
261,ex261,task133_zero_pad_bottom_right,True,False,ok,"(14, 28)","(14, 28)","(14, 28)",0,v4_plus9_compiler
262,ex262,original,True,False,ok,"(29, 11)","(29, 11)","(29, 11)",0,v4_plus9_compiler
262,ex262,task133_color_bijection,True,False,ok,"(29, 11)","(29, 11)","(29, 11)",0,v4_plus9_compiler
262,ex262,task133_transpose,True,False,ok,"(11, 29)","(11, 29)","(11, 29)",0,v4_plus9_compiler
262,ex262,task133_mirror_lr,True,False,ok,"(29, 11)","(29, 11)","(29, 11)",0,v4_plus9_compiler
262,ex262,task133_mirror_ud,True,False,ok,"(29, 11)","(29, 11)","(29, 11)",0,v4_plus9_compiler
262,ex262,task133_zero_pad_top_left,True,False,ok,"(30, 12)","(30, 12)","(30, 12)",0,v4_plus9_compiler
262,ex262,task133_zero_pad_bottom_right,True,False,ok,"(30, 12)","(30, 12)","(30, 12)",0,v4_plus9_compiler
263,ex263,original,True,False,ok,"(21, 24)","(21, 24)","(21, 24)",0,v4_plus9_compiler
263,ex263,task133_color_bijection,True,False,ok,"(21, 24)","(21, 24)","(21, 24)",0,v4_plus9_compiler
263,ex263,task133_transpose,True,False,ok,"(24, 21)","(24, 21)","(24, 21)",0,v4_plus9_compiler
263,ex263,task133_mirror_lr,True,False,ok,"(21, 24)","(21, 24)","(21, 24)",0,v4_plus9_compiler
263,ex263,task133_mirror_ud,True,False,ok,"(21, 24)","(21, 24)","(21, 24)",0,v4_plus9_compiler
263,ex263,task133_zero_pad_top_left,True,False,ok,"(22, 25)","(22, 25)","(22, 25)",0,v4_plus9_compiler
263,ex263,task133_zero_pad_bottom_right,True,False,ok,"(22, 25)","(22, 25)","(22, 25)",0,v4_plus9_compiler
264,ex264,original,True,False,ok,"(25, 20)","(25, 20)","(25, 20)",0,v4_plus9_compiler
264,ex264,task133_color_bijection,True,False,ok,"(25, 20)","(25, 20)","(25, 20)",0,v4_plus9_compiler
264,ex264,task133_transpose,True,False,ok,"(20, 25)","(20, 25)","(20, 25)",0,v4_plus9_compiler
264,ex264,task133_mirror_lr,True,False,ok,"(25, 20)","(25, 20)","(25, 20)",0,v4_plus9_compiler
264,ex264,task133_mirror_ud,True,False,ok,"(25, 20)","(25, 20)","(25, 20)",0,v4_plus9_compiler
264,ex264,task133_zero_pad_top_left,True,False,ok,"(26, 21)","(26, 21)","(26, 21)",0,v4_plus9_compiler
264,ex264,task133_zero_pad_bottom_right,True,False,ok,"(26, 21)","(26, 21)","(26, 21)",0,v4_plus9_compiler
265,ex265,original,True,False,ok,"(29, 24)","(29, 24)","(29, 24)",0,v4_plus9_compiler
265,ex265,task133_color_bijection,True,False,ok,"(29, 24)","(29, 24)","(29, 24)",0,v4_plus9_compiler
265,ex265,task133_transpose,True,False,ok,"(24, 29)","(24, 29)","(24, 29)",0,v4_plus9_compiler
265,ex265,task133_mirror_lr,True,False,ok,"(29, 24)","(29, 24)","(29, 24)",0,v4_plus9_compiler
265,ex265,task133_mirror_ud,True,False,ok,"(29, 24)","(29, 24)","(29, 24)",0,v4_plus9_compiler
265,ex265,task133_zero_pad_top_left,True,False,ok,"(30, 25)","(30, 25)","(30, 25)",0,v4_plus9_compiler
265,ex265,task133_zero_pad_bottom_right,True,False,ok,"(30, 25)","(30, 25)","(30, 25)",0,v4_plus9_compiler
266,ex266,original,True,False,ok,"(17, 20)","(17, 20)","(17, 20)",0,v4_plus9_compiler
266,ex266,task133_color_bijection,True,False,ok,"(17, 20)","(17, 20)","(17, 20)",0,v4_plus9_compiler
266,ex266,task133_transpose,True,False,ok,"(20, 17)","(20, 17)","(20, 17)",0,v4_plus9_compiler
266,ex266,task133_mirror_lr,True,False,ok,"(17, 20)","(17, 20)","(17, 20)",0,v4_plus9_compiler
266,ex266,task133_mirror_ud,True,False,ok,"(17, 20)","(17, 20)","(17, 20)",0,v4_plus9_compiler
266,ex266,task133_zero_pad_top_left,True,False,ok,"(18, 21)","(18, 21)","(18, 21)",0,v4_plus9_compiler
266,ex266,task133_zero_pad_bottom_right,True,False,ok,"(18, 21)","(18, 21)","(18, 21)",0,v4_plus9_compiler
0,ex0,original,True,False,ok,"(16, 12)","(16, 12)","(16, 12)",0,konbu17_v36
0,ex0,task133_color_bijection,False,False,mismatch,"(16, 12)","(16, 12)","(16, 12)",13,konbu17_v36
0,ex0,task133_transpose,False,False,mismatch,"(12, 16)","(12, 16)","(12, 16)",13,konbu17_v36
0,ex0,task133_mirror_lr,False,False,mismatch,"(16, 12)","(16, 12)","(16, 12)",13,konbu17_v36
0,ex0,task133_mirror_ud,False,False,mismatch,"(16, 12)","(16, 12)","(16, 12)",13,konbu17_v36
0,ex0,task133_zero_pad_top_left,False,False,mismatch,"(17, 13)","(17, 13)","(17, 13)",13,konbu17_v36
0,ex0,task133_zero_pad_bottom_right,True,False,ok,"(17, 13)","(17, 13)","(17, 13)",0,konbu17_v36
1,ex1,original,True,False,ok,"(16, 18)","(16, 18)","(16, 18)",0,konbu17_v36
1,ex1,task133_color_bijection,False,False,mismatch,"(16, 18)","(16, 18)","(16, 18)",9,konbu17_v36
1,ex1,task133_transpose,False,False,mismatch,"(18, 16)","(18, 16)","(18, 16)",9,konbu17_v36
1,ex1,task133_mirror_lr,False,False,mismatch,"(16, 18)","(16, 18)","(16, 18)",9,konbu17_v36
1,ex1,task133_mirror_ud,False,False,mismatch,"(16, 18)","(16, 18)","(16, 18)",9,konbu17_v36
1,ex1,task133_zero_pad_top_left,False,False,mismatch,"(17, 19)","(17, 19)","(17, 19)",9,konbu17_v36
1,ex1,task133_zero_pad_bottom_right,True,False,ok,"(17, 19)","(17, 19)","(17, 19)",0,konbu17_v36
2,ex2,original,True,False,ok,"(17, 18)","(17, 18)","(17, 18)",0,konbu17_v36
2,ex2,task133_color_bijection,False,False,mismatch,"(17, 18)","(17, 18)","(17, 18)",55,konbu17_v36
2,ex2,task133_transpose,False,False,mismatch,"(18, 17)","(18, 17)","(18, 17)",55,konbu17_v36
2,ex2,task133_mirror_lr,False,False,mismatch,"(17, 18)","(17, 18)","(17, 18)",55,konbu17_v36
2,ex2,task133_mirror_ud,False,False,mismatch,"(17, 18)","(17, 18)","(17, 18)",55,konbu17_v36
2,ex2,task133_zero_pad_top_left,False,False,mismatch,"(18, 19)","(18, 19)","(18, 19)",55,konbu17_v36
2,ex2,task133_zero_pad_bottom_right,True,False,ok,"(18, 19)","(18, 19)","(18, 19)",0,konbu17_v36
3,ex3,original,True,False,ok,"(15, 18)","(15, 18)","(15, 18)",0,konbu17_v36
3,ex3,task133_color_bijection,False,False,mismatch,"(15, 18)","(15, 18)","(15, 18)",16,konbu17_v36
3,ex3,task133_transpose,False,False,mismatch,"(18, 15)","(18, 15)","(18, 15)",16,konbu17_v36
3,ex3,task133_mirror_lr,False,False,mismatch,"(15, 18)","(15, 18)","(15, 18)",16,konbu17_v36
3,ex3,task133_mirror_ud,False,False,mismatch,"(15, 18)","(15, 18)","(15, 18)",16,konbu17_v36
3,ex3,task133_zero_pad_top_left,False,False,mismatch,"(16, 19)","(16, 19)","(16, 19)",16,konbu17_v36
3,ex3,task133_zero_pad_bottom_right,True,False,ok,"(16, 19)","(16, 19)","(16, 19)",0,konbu17_v36
4,ex4,original,True,False,ok,"(19, 30)","(19, 30)","(19, 30)",0,konbu17_v36
4,ex4,task133_color_bijection,False,False,mismatch,"(19, 30)","(19, 30)","(19, 30)",146,konbu17_v36
4,ex4,task133_transpose,False,False,mismatch,"(30, 19)","(30, 19)","(30, 19)",146,konbu17_v36
4,ex4,task133_mirror_lr,False,False,mismatch,"(19, 30)","(19, 30)","(19, 30)",146,konbu17_v36
4,ex4,task133_mirror_ud,False,False,mismatch,"(19, 30)","(19, 30)","(19, 30)",146,konbu17_v36
4,ex4,task133_zero_pad_top_left,False,True,"input_shape_exceeds_limit:(20, 31)>(30, 30)","(20, 31)","(20, 31)",,,
4,ex4,task133_zero_pad_bottom_right,False,True,"input_shape_exceeds_limit:(20, 31)>(30, 30)","(20, 31)","(20, 31)",,,
5,ex5,original,True,False,ok,"(27, 25)","(27, 25)","(27, 25)",0,konbu17_v36
5,ex5,task133_color_bijection,False,False,mismatch,"(27, 25)","(27, 25)","(27, 25)",34,konbu17_v36
5,ex5,task133_transpose,False,False,mismatch,"(25, 27)","(25, 27)","(25, 27)",34,konbu17_v36
5,ex5,task133_mirror_lr,False,False,mismatch,"(27, 25)","(27, 25)","(27, 25)",34,konbu17_v36
5,ex5,task133_mirror_ud,False,False,mismatch,"(27, 25)","(27, 25)","(27, 25)",38,konbu17_v36
5,ex5,task133_zero_pad_top_left,False,False,mismatch,"(28, 26)","(28, 26)","(28, 26)",34,konbu17_v36
5,ex5,task133_zero_pad_bottom_right,True,False,ok,"(28, 26)","(28, 26)","(28, 26)",0,konbu17_v36
6,ex6,original,True,False,ok,"(26, 20)","(26, 20)","(26, 20)",0,konbu17_v36
6,ex6,task133_color_bijection,False,False,mismatch,"(26, 20)","(26, 20)","(26, 20)",13,konbu17_v36
6,ex6,task133_transpose,False,False,mismatch,"(20, 26)","(20, 26)","(20, 26)",13,konbu17_v36
6,ex6,task133_mirror_lr,False,False,mismatch,"(26, 20)","(26, 20)","(26, 20)",13,konbu17_v36
6,ex6,task133_mirror_ud,False,False,mismatch,"(26, 20)","(26, 20)","(26, 20)",13,konbu17_v36
6,ex6,task133_zero_pad_top_left,False,False,mismatch,"(27, 21)","(27, 21)","(27, 21)",13,konbu17_v36
6,ex6,task133_zero_pad_bottom_right,True,False,ok,"(27, 21)","(27, 21)","(27, 21)",0,konbu17_v36
7,ex7,original,True,False,ok,"(29, 21)","(29, 21)","(29, 21)",0,konbu17_v36
7,ex7,task133_color_bijection,False,False,mismatch,"(29, 21)","(29, 21)","(29, 21)",28,konbu17_v36
7,ex7,task133_transpose,False,False,mismatch,"(21, 29)","(21, 29)","(21, 29)",28,konbu17_v36
7,ex7,task133_mirror_lr,False,False,mismatch,"(29, 21)","(29, 21)","(29, 21)",28,konbu17_v36
7,ex7,task133_mirror_ud,False,False,mismatch,"(29, 21)","(29, 21)","(29, 21)",28,konbu17_v36
7,ex7,task133_zero_pad_top_left,False,False,mismatch,"(30, 22)","(30, 22)","(30, 22)",28,konbu17_v36
7,ex7,task133_zero_pad_bottom_right,True,False,ok,"(30, 22)","(30, 22)","(30, 22)",0,konbu17_v36
8,ex8,original,True,False,ok,"(25, 26)","(25, 26)","(25, 26)",0,konbu17_v36
8,ex8,task133_color_bijection,False,False,mismatch,"(25, 26)","(25, 26)","(25, 26)",18,konbu17_v36
8,ex8,task133_transpose,False,False,mismatch,"(26, 25)","(26, 25)","(26, 25)",18,konbu17_v36
8,ex8,task133_mirror_lr,False,False,mismatch,"(25, 26)","(25, 26)","(25, 26)",18,konbu17_v36
8,ex8,task133_mirror_ud,False,False,mismatch,"(25, 26)","(25, 26)","(25, 26)",18,konbu17_v36
8,ex8,task133_zero_pad_top_left,False,False,mismatch,"(26, 27)","(26, 27)","(26, 27)",18,konbu17_v36
8,ex8,task133_zero_pad_bottom_right,True,False,ok,"(26, 27)","(26, 27)","(26, 27)",0,konbu17_v36
9,ex9,original,True,False,ok,"(30, 26)","(30, 26)","(30, 26)",0,konbu17_v36
9,ex9,task133_color_bijection,False,False,mismatch,"(30, 26)","(30, 26)","(30, 26)",29,konbu17_v36
9,ex9,task133_transpose,False,False,mismatch,"(26, 30)","(26, 30)","(26, 30)",29,konbu17_v36
9,ex9,task133_mirror_lr,False,False,mismatch,"(30, 26)","(30, 26)","(30, 26)",29,konbu17_v36
9,ex9,task133_mirror_ud,False,False,mismatch,"(30, 26)","(30, 26)","(30, 26)",29,konbu17_v36
9,ex9,task133_zero_pad_top_left,False,True,"input_shape_exceeds_limit:(31, 27)>(30, 30)","(31, 27)","(31, 27)",,,
9,ex9,task133_zero_pad_bottom_right,False,True,"input_shape_exceeds_limit:(31, 27)>(30, 30)","(31, 27)","(31, 27)",,,
10,ex10,original,True,False,ok,"(30, 21)","(30, 21)","(30, 21)",0,konbu17_v36
10,ex10,task133_color_bijection,False,False,mismatch,"(30, 21)","(30, 21)","(30, 21)",37,konbu17_v36
10,ex10,task133_transpose,False,False,mismatch,"(21, 30)","(21, 30)","(21, 30)",37,konbu17_v36
10,ex10,task133_mirror_lr,False,False,mismatch,"(30, 21)","(30, 21)","(30, 21)",37,konbu17_v36
10,ex10,task133_mirror_ud,False,False,mismatch,"(30, 21)","(30, 21)","(30, 21)",37,konbu17_v36
10,ex10,task133_zero_pad_top_left,False,True,"input_shape_exceeds_limit:(31, 22)>(30, 30)","(31, 22)","(31, 22)",,,
10,ex10,task133_zero_pad_bottom_right,False,True,"input_shape_exceeds_limit:(31, 22)>(30, 30)","(31, 22)","(31, 22)",,,
11,ex11,original,True,False,ok,"(30, 27)","(30, 27)","(30, 27)",0,konbu17_v36
11,ex11,task133_color_bijection,False,False,mismatch,"(30, 27)","(30, 27)","(30, 27)",19,konbu17_v36
11,ex11,task133_transpose,False,False,mismatch,"(27, 30)","(27, 30)","(27, 30)",19,konbu17_v36
11,ex11,task133_mirror_lr,False,False,mismatch,"(30, 27)","(30, 27)","(30, 27)",19,konbu17_v36
11,ex11,task133_mirror_ud,False,False,mismatch,"(30, 27)","(30, 27)","(30, 27)",19,konbu17_v36
11,ex11,task133_zero_pad_top_left,False,True,"input_shape_exceeds_limit:(31, 28)>(30, 30)","(31, 28)","(31, 28)",,,
11,ex11,task133_zero_pad_bottom_right,False,True,"input_shape_exceeds_limit:(31, 28)>(30, 30)","(31, 28)","(31, 28)",,,
12,ex12,original,True,False,ok,"(24, 28)","(24, 28)","(24, 28)",0,konbu17_v36
12,ex12,task133_color_bijection,False,False,mismatch,"(24, 28)","(24, 28)","(24, 28)",49,konbu17_v36
12,ex12,task133_transpose,False,False,mismatch,"(28, 24)","(28, 24)","(28, 24)",49,konbu17_v36
12,ex12,task133_mirror_lr,False,False,mismatch,"(24, 28)","(24, 28)","(24, 28)",49,konbu17_v36
12,ex12,task133_mirror_ud,False,False,mismatch,"(24, 28)","(24, 28)","(24, 28)",49,konbu17_v36
12,ex12,task133_zero_pad_top_left,False,False,mismatch,"(25, 29)","(25, 29)","(25, 29)",49,konbu17_v36
12,ex12,task133_zero_pad_bottom_right,True,False,ok,"(25, 29)","(25, 29)","(25, 29)",0,konbu17_v36
13,ex13,original,True,False,ok,"(15, 25)","(15, 25)","(15, 25)",0,konbu17_v36
