source_index,source_label,contract_name,passed,skipped,reason,input_shape,expected_shape,actual_shape,mismatch_count,rule_label
77,ex77,task133_mirror_lr,True,False,ok,"(13, 22)","(13, 22)","(13, 22)",0,v4_plus9_compiler
77,ex77,task133_mirror_ud,True,False,ok,"(13, 22)","(13, 22)","(13, 22)",0,v4_plus9_compiler
77,ex77,task133_zero_pad_top_left,True,False,ok,"(14, 23)","(14, 23)","(14, 23)",0,v4_plus9_compiler
77,ex77,task133_zero_pad_bottom_right,True,False,ok,"(14, 23)","(14, 23)","(14, 23)",0,v4_plus9_compiler
78,ex78,original,True,False,ok,"(28, 29)","(28, 29)","(28, 29)",0,v4_plus9_compiler
78,ex78,task133_color_bijection,True,False,ok,"(28, 29)","(28, 29)","(28, 29)",0,v4_plus9_compiler
78,ex78,task133_transpose,True,False,ok,"(29, 28)","(29, 28)","(29, 28)",0,v4_plus9_compiler
78,ex78,task133_mirror_lr,True,False,ok,"(28, 29)","(28, 29)","(28, 29)",0,v4_plus9_compiler
78,ex78,task133_mirror_ud,True,False,ok,"(28, 29)","(28, 29)","(28, 29)",0,v4_plus9_compiler
78,ex78,task133_zero_pad_top_left,True,False,ok,"(29, 30)","(29, 30)","(29, 30)",0,v4_plus9_compiler
78,ex78,task133_zero_pad_bottom_right,True,False,ok,"(29, 30)","(29, 30)","(29, 30)",0,v4_plus9_compiler
79,ex79,original,True,False,ok,"(22, 16)","(22, 16)","(22, 16)",0,v4_plus9_compiler
79,ex79,task133_color_bijection,True,False,ok,"(22, 16)","(22, 16)","(22, 16)",0,v4_plus9_compiler
79,ex79,task133_transpose,True,False,ok,"(16, 22)","(16, 22)","(16, 22)",0,v4_plus9_compiler
79,ex79,task133_mirror_lr,True,False,ok,"(22, 16)","(22, 16)","(22, 16)",0,v4_plus9_compiler
79,ex79,task133_mirror_ud,True,False,ok,"(22, 16)","(22, 16)","(22, 16)",0,v4_plus9_compiler
79,ex79,task133_zero_pad_top_left,True,False,ok,"(23, 17)","(23, 17)","(23, 17)",0,v4_plus9_compiler
79,ex79,task133_zero_pad_bottom_right,True,False,ok,"(23, 17)","(23, 17)","(23, 17)",0,v4_plus9_compiler
80,ex80,original,True,False,ok,"(16, 22)","(16, 22)","(16, 22)",0,v4_plus9_compiler
80,ex80,task133_color_bijection,True,False,ok,"(16, 22)","(16, 22)","(16, 22)",0,v4_plus9_compiler
80,ex80,task133_transpose,True,False,ok,"(22, 16)","(22, 16)","(22, 16)",0,v4_plus9_compiler
80,ex80,task133_mirror_lr,True,False,ok,"(16, 22)","(16, 22)","(16, 22)",0,v4_plus9_compiler
80,ex80,task133_mirror_ud,True,False,ok,"(16, 22)","(16, 22)","(16, 22)",0,v4_plus9_compiler
80,ex80,task133_zero_pad_top_left,True,False,ok,"(17, 23)","(17, 23)","(17, 23)",0,v4_plus9_compiler
80,ex80,task133_zero_pad_bottom_right,True,False,ok,"(17, 23)","(17, 23)","(17, 23)",0,v4_plus9_compiler
81,ex81,original,True,False,ok,"(21, 25)","(21, 25)","(21, 25)",0,v4_plus9_compiler
81,ex81,task133_color_bijection,True,False,ok,"(21, 25)","(21, 25)","(21, 25)",0,v4_plus9_compiler
81,ex81,task133_transpose,True,False,ok,"(25, 21)","(25, 21)","(25, 21)",0,v4_plus9_compiler
81,ex81,task133_mirror_lr,True,False,ok,"(21, 25)","(21, 25)","(21, 25)",0,v4_plus9_compiler
81,ex81,task133_mirror_ud,True,False,ok,"(21, 25)","(21, 25)","(21, 25)",0,v4_plus9_compiler
81,ex81,task133_zero_pad_top_left,True,False,ok,"(22, 26)","(22, 26)","(22, 26)",0,v4_plus9_compiler
81,ex81,task133_zero_pad_bottom_right,True,False,ok,"(22, 26)","(22, 26)","(22, 26)",0,v4_plus9_compiler
82,ex82,original,True,False,ok,"(22, 24)","(22, 24)","(22, 24)",0,v4_plus9_compiler
82,ex82,task133_color_bijection,True,False,ok,"(22, 24)","(22, 24)","(22, 24)",0,v4_plus9_compiler
82,ex82,task133_transpose,True,False,ok,"(24, 22)","(24, 22)","(24, 22)",0,v4_plus9_compiler
82,ex82,task133_mirror_lr,True,False,ok,"(22, 24)","(22, 24)","(22, 24)",0,v4_plus9_compiler
82,ex82,task133_mirror_ud,True,False,ok,"(22, 24)","(22, 24)","(22, 24)",0,v4_plus9_compiler
82,ex82,task133_zero_pad_top_left,True,False,ok,"(23, 25)","(23, 25)","(23, 25)",0,v4_plus9_compiler
82,ex82,task133_zero_pad_bottom_right,True,False,ok,"(23, 25)","(23, 25)","(23, 25)",0,v4_plus9_compiler
83,ex83,original,True,False,ok,"(25, 24)","(25, 24)","(25, 24)",0,v4_plus9_compiler
83,ex83,task133_color_bijection,True,False,ok,"(25, 24)","(25, 24)","(25, 24)",0,v4_plus9_compiler
83,ex83,task133_transpose,True,False,ok,"(24, 25)","(24, 25)","(24, 25)",0,v4_plus9_compiler
83,ex83,task133_mirror_lr,True,False,ok,"(25, 24)","(25, 24)","(25, 24)",0,v4_plus9_compiler
83,ex83,task133_mirror_ud,True,False,ok,"(25, 24)","(25, 24)","(25, 24)",0,v4_plus9_compiler
83,ex83,task133_zero_pad_top_left,True,False,ok,"(26, 25)","(26, 25)","(26, 25)",0,v4_plus9_compiler
83,ex83,task133_zero_pad_bottom_right,True,False,ok,"(26, 25)","(26, 25)","(26, 25)",0,v4_plus9_compiler
84,ex84,original,True,False,ok,"(19, 28)","(19, 28)","(19, 28)",0,v4_plus9_compiler
84,ex84,task133_color_bijection,True,False,ok,"(19, 28)","(19, 28)","(19, 28)",0,v4_plus9_compiler
84,ex84,task133_transpose,True,False,ok,"(28, 19)","(28, 19)","(28, 19)",0,v4_plus9_compiler
84,ex84,task133_mirror_lr,True,False,ok,"(19, 28)","(19, 28)","(19, 28)",0,v4_plus9_compiler
84,ex84,task133_mirror_ud,True,False,ok,"(19, 28)","(19, 28)","(19, 28)",0,v4_plus9_compiler
84,ex84,task133_zero_pad_top_left,True,False,ok,"(20, 29)","(20, 29)","(20, 29)",0,v4_plus9_compiler
84,ex84,task133_zero_pad_bottom_right,True,False,ok,"(20, 29)","(20, 29)","(20, 29)",0,v4_plus9_compiler
85,ex85,original,True,False,ok,"(23, 29)","(23, 29)","(23, 29)",0,v4_plus9_compiler
85,ex85,task133_color_bijection,True,False,ok,"(23, 29)","(23, 29)","(23, 29)",0,v4_plus9_compiler
85,ex85,task133_transpose,True,False,ok,"(29, 23)","(29, 23)","(29, 23)",0,v4_plus9_compiler
85,ex85,task133_mirror_lr,True,False,ok,"(23, 29)","(23, 29)","(23, 29)",0,v4_plus9_compiler
85,ex85,task133_mirror_ud,True,False,ok,"(23, 29)","(23, 29)","(23, 29)",0,v4_plus9_compiler
85,ex85,task133_zero_pad_top_left,True,False,ok,"(24, 30)","(24, 30)","(24, 30)",0,v4_plus9_compiler
85,ex85,task133_zero_pad_bottom_right,True,False,ok,"(24, 30)","(24, 30)","(24, 30)",0,v4_plus9_compiler
86,ex86,original,True,False,ok,"(14, 23)","(14, 23)","(14, 23)",0,v4_plus9_compiler
86,ex86,task133_color_bijection,True,False,ok,"(14, 23)","(14, 23)","(14, 23)",0,v4_plus9_compiler
86,ex86,task133_transpose,True,False,ok,"(23, 14)","(23, 14)","(23, 14)",0,v4_plus9_compiler
86,ex86,task133_mirror_lr,True,False,ok,"(14, 23)","(14, 23)","(14, 23)",0,v4_plus9_compiler
86,ex86,task133_mirror_ud,True,False,ok,"(14, 23)","(14, 23)","(14, 23)",0,v4_plus9_compiler
86,ex86,task133_zero_pad_top_left,True,False,ok,"(15, 24)","(15, 24)","(15, 24)",0,v4_plus9_compiler
86,ex86,task133_zero_pad_bottom_right,True,False,ok,"(15, 24)","(15, 24)","(15, 24)",0,v4_plus9_compiler
87,ex87,original,True,False,ok,"(14, 22)","(14, 22)","(14, 22)",0,v4_plus9_compiler
87,ex87,task133_color_bijection,True,False,ok,"(14, 22)","(14, 22)","(14, 22)",0,v4_plus9_compiler
87,ex87,task133_transpose,True,False,ok,"(22, 14)","(22, 14)","(22, 14)",0,v4_plus9_compiler
87,ex87,task133_mirror_lr,True,False,ok,"(14, 22)","(14, 22)","(14, 22)",0,v4_plus9_compiler
87,ex87,task133_mirror_ud,True,False,ok,"(14, 22)","(14, 22)","(14, 22)",0,v4_plus9_compiler
87,ex87,task133_zero_pad_top_left,True,False,ok,"(15, 23)","(15, 23)","(15, 23)",0,v4_plus9_compiler
87,ex87,task133_zero_pad_bottom_right,True,False,ok,"(15, 23)","(15, 23)","(15, 23)",0,v4_plus9_compiler
88,ex88,original,True,False,ok,"(22, 21)","(22, 21)","(22, 21)",0,v4_plus9_compiler
88,ex88,task133_color_bijection,True,False,ok,"(22, 21)","(22, 21)","(22, 21)",0,v4_plus9_compiler
88,ex88,task133_transpose,True,False,ok,"(21, 22)","(21, 22)","(21, 22)",0,v4_plus9_compiler
88,ex88,task133_mirror_lr,True,False,ok,"(22, 21)","(22, 21)","(22, 21)",0,v4_plus9_compiler
88,ex88,task133_mirror_ud,True,False,ok,"(22, 21)","(22, 21)","(22, 21)",0,v4_plus9_compiler
88,ex88,task133_zero_pad_top_left,True,False,ok,"(23, 22)","(23, 22)","(23, 22)",0,v4_plus9_compiler
88,ex88,task133_zero_pad_bottom_right,True,False,ok,"(23, 22)","(23, 22)","(23, 22)",0,v4_plus9_compiler
89,ex89,original,True,False,ok,"(23, 27)","(23, 27)","(23, 27)",0,v4_plus9_compiler
89,ex89,task133_color_bijection,True,False,ok,"(23, 27)","(23, 27)","(23, 27)",0,v4_plus9_compiler
89,ex89,task133_transpose,True,False,ok,"(27, 23)","(27, 23)","(27, 23)",0,v4_plus9_compiler
89,ex89,task133_mirror_lr,True,False,ok,"(23, 27)","(23, 27)","(23, 27)",0,v4_plus9_compiler
89,ex89,task133_mirror_ud,True,False,ok,"(23, 27)","(23, 27)","(23, 27)",0,v4_plus9_compiler
89,ex89,task133_zero_pad_top_left,True,False,ok,"(24, 28)","(24, 28)","(24, 28)",0,v4_plus9_compiler
89,ex89,task133_zero_pad_bottom_right,True,False,ok,"(24, 28)","(24, 28)","(24, 28)",0,v4_plus9_compiler
90,ex90,original,True,False,ok,"(25, 17)","(25, 17)","(25, 17)",0,v4_plus9_compiler
90,ex90,task133_color_bijection,True,False,ok,"(25, 17)","(25, 17)","(25, 17)",0,v4_plus9_compiler
90,ex90,task133_transpose,True,False,ok,"(17, 25)","(17, 25)","(17, 25)",0,v4_plus9_compiler
90,ex90,task133_mirror_lr,True,False,ok,"(25, 17)","(25, 17)","(25, 17)",0,v4_plus9_compiler
90,ex90,task133_mirror_ud,True,False,ok,"(25, 17)","(25, 17)","(25, 17)",0,v4_plus9_compiler
90,ex90,task133_zero_pad_top_left,True,False,ok,"(26, 18)","(26, 18)","(26, 18)",0,v4_plus9_compiler
90,ex90,task133_zero_pad_bottom_right,True,False,ok,"(26, 18)","(26, 18)","(26, 18)",0,v4_plus9_compiler
91,ex91,original,True,False,ok,"(29, 20)","(29, 20)","(29, 20)",0,v4_plus9_compiler
91,ex91,task133_color_bijection,True,False,ok,"(29, 20)","(29, 20)","(29, 20)",0,v4_plus9_compiler
91,ex91,task133_transpose,True,False,ok,"(20, 29)","(20, 29)","(20, 29)",0,v4_plus9_compiler
91,ex91,task133_mirror_lr,True,False,ok,"(29, 20)","(29, 20)","(29, 20)",0,v4_plus9_compiler
91,ex91,task133_mirror_ud,True,False,ok,"(29, 20)","(29, 20)","(29, 20)",0,v4_plus9_compiler
91,ex91,task133_zero_pad_top_left,True,False,ok,"(30, 21)","(30, 21)","(30, 21)",0,v4_plus9_compiler
91,ex91,task133_zero_pad_bottom_right,True,False,ok,"(30, 21)","(30, 21)","(30, 21)",0,v4_plus9_compiler
92,ex92,original,True,False,ok,"(19, 25)","(19, 25)","(19, 25)",0,v4_plus9_compiler
92,ex92,task133_color_bijection,True,False,ok,"(19, 25)","(19, 25)","(19, 25)",0,v4_plus9_compiler
92,ex92,task133_transpose,True,False,ok,"(25, 19)","(25, 19)","(25, 19)",0,v4_plus9_compiler
92,ex92,task133_mirror_lr,True,False,ok,"(19, 25)","(19, 25)","(19, 25)",0,v4_plus9_compiler
92,ex92,task133_mirror_ud,True,False,ok,"(19, 25)","(19, 25)","(19, 25)",0,v4_plus9_compiler
92,ex92,task133_zero_pad_top_left,True,False,ok,"(20, 26)","(20, 26)","(20, 26)",0,v4_plus9_compiler
92,ex92,task133_zero_pad_bottom_right,True,False,ok,"(20, 26)","(20, 26)","(20, 26)",0,v4_plus9_compiler
93,ex93,original,True,False,ok,"(21, 30)","(21, 30)","(21, 30)",0,v4_plus9_compiler
93,ex93,task133_color_bijection,True,False,ok,"(21, 30)","(21, 30)","(21, 30)",0,v4_plus9_compiler
93,ex93,task133_transpose,True,False,ok,"(30, 21)","(30, 21)","(30, 21)",0,v4_plus9_compiler
93,ex93,task133_mirror_lr,True,False,ok,"(21, 30)","(21, 30)","(21, 30)",0,v4_plus9_compiler
93,ex93,task133_mirror_ud,True,False,ok,"(21, 30)","(21, 30)","(21, 30)",0,v4_plus9_compiler
93,ex93,task133_zero_pad_top_left,False,True,"input_shape_exceeds_limit:(22, 31)>(30, 30)","(22, 31)","(22, 31)",,,
93,ex93,task133_zero_pad_bottom_right,False,True,"input_shape_exceeds_limit:(22, 31)>(30, 30)","(22, 31)","(22, 31)",,,
94,ex94,original,True,False,ok,"(28, 26)","(28, 26)","(28, 26)",0,v4_plus9_compiler
94,ex94,task133_color_bijection,True,False,ok,"(28, 26)","(28, 26)","(28, 26)",0,v4_plus9_compiler
94,ex94,task133_transpose,True,False,ok,"(26, 28)","(26, 28)","(26, 28)",0,v4_plus9_compiler
94,ex94,task133_mirror_lr,True,False,ok,"(28, 26)","(28, 26)","(28, 26)",0,v4_plus9_compiler
94,ex94,task133_mirror_ud,True,False,ok,"(28, 26)","(28, 26)","(28, 26)",0,v4_plus9_compiler
94,ex94,task133_zero_pad_top_left,True,False,ok,"(29, 27)","(29, 27)","(29, 27)",0,v4_plus9_compiler
94,ex94,task133_zero_pad_bottom_right,True,False,ok,"(29, 27)","(29, 27)","(29, 27)",0,v4_plus9_compiler
95,ex95,original,True,False,ok,"(14, 30)","(14, 30)","(14, 30)",0,v4_plus9_compiler
95,ex95,task133_color_bijection,True,False,ok,"(14, 30)","(14, 30)","(14, 30)",0,v4_plus9_compiler
95,ex95,task133_transpose,True,False,ok,"(30, 14)","(30, 14)","(30, 14)",0,v4_plus9_compiler
95,ex95,task133_mirror_lr,True,False,ok,"(14, 30)","(14, 30)","(14, 30)",0,v4_plus9_compiler
95,ex95,task133_mirror_ud,True,False,ok,"(14, 30)","(14, 30)","(14, 30)",0,v4_plus9_compiler
95,ex95,task133_zero_pad_top_left,False,True,"input_shape_exceeds_limit:(15, 31)>(30, 30)","(15, 31)","(15, 31)",,,
95,ex95,task133_zero_pad_bottom_right,False,True,"input_shape_exceeds_limit:(15, 31)>(30, 30)","(15, 31)","(15, 31)",,,
96,ex96,original,True,False,ok,"(10, 30)","(10, 30)","(10, 30)",0,v4_plus9_compiler
96,ex96,task133_color_bijection,True,False,ok,"(10, 30)","(10, 30)","(10, 30)",0,v4_plus9_compiler
96,ex96,task133_transpose,True,False,ok,"(30, 10)","(30, 10)","(30, 10)",0,v4_plus9_compiler
96,ex96,task133_mirror_lr,True,False,ok,"(10, 30)","(10, 30)","(10, 30)",0,v4_plus9_compiler
96,ex96,task133_mirror_ud,True,False,ok,"(10, 30)","(10, 30)","(10, 30)",0,v4_plus9_compiler
96,ex96,task133_zero_pad_top_left,False,True,"input_shape_exceeds_limit:(11, 31)>(30, 30)","(11, 31)","(11, 31)",,,
96,ex96,task133_zero_pad_bottom_right,False,True,"input_shape_exceeds_limit:(11, 31)>(30, 30)","(11, 31)","(11, 31)",,,
97,ex97,original,True,False,ok,"(24, 25)","(24, 25)","(24, 25)",0,v4_plus9_compiler
97,ex97,task133_color_bijection,True,False,ok,"(24, 25)","(24, 25)","(24, 25)",0,v4_plus9_compiler
97,ex97,task133_transpose,True,False,ok,"(25, 24)","(25, 24)","(25, 24)",0,v4_plus9_compiler
97,ex97,task133_mirror_lr,True,False,ok,"(24, 25)","(24, 25)","(24, 25)",0,v4_plus9_compiler
97,ex97,task133_mirror_ud,True,False,ok,"(24, 25)","(24, 25)","(24, 25)",0,v4_plus9_compiler
97,ex97,task133_zero_pad_top_left,True,False,ok,"(25, 26)","(25, 26)","(25, 26)",0,v4_plus9_compiler
97,ex97,task133_zero_pad_bottom_right,True,False,ok,"(25, 26)","(25, 26)","(25, 26)",0,v4_plus9_compiler
98,ex98,original,True,False,ok,"(30, 23)","(30, 23)","(30, 23)",0,v4_plus9_compiler
98,ex98,task133_color_bijection,True,False,ok,"(30, 23)","(30, 23)","(30, 23)",0,v4_plus9_compiler
98,ex98,task133_transpose,True,False,ok,"(23, 30)","(23, 30)","(23, 30)",0,v4_plus9_compiler
98,ex98,task133_mirror_lr,True,False,ok,"(30, 23)","(30, 23)","(30, 23)",0,v4_plus9_compiler
98,ex98,task133_mirror_ud,True,False,ok,"(30, 23)","(30, 23)","(30, 23)",0,v4_plus9_compiler
98,ex98,task133_zero_pad_top_left,False,True,"input_shape_exceeds_limit:(31, 24)>(30, 30)","(31, 24)","(31, 24)",,,
98,ex98,task133_zero_pad_bottom_right,False,True,"input_shape_exceeds_limit:(31, 24)>(30, 30)","(31, 24)","(31, 24)",,,
99,ex99,original,True,False,ok,"(28, 18)","(28, 18)","(28, 18)",0,v4_plus9_compiler
99,ex99,task133_color_bijection,True,False,ok,"(28, 18)","(28, 18)","(28, 18)",0,v4_plus9_compiler
99,ex99,task133_transpose,True,False,ok,"(18, 28)","(18, 28)","(18, 28)",0,v4_plus9_compiler
99,ex99,task133_mirror_lr,True,False,ok,"(28, 18)","(28, 18)","(28, 18)",0,v4_plus9_compiler
99,ex99,task133_mirror_ud,True,False,ok,"(28, 18)","(28, 18)","(28, 18)",0,v4_plus9_compiler
99,ex99,task133_zero_pad_top_left,True,False,ok,"(29, 19)","(29, 19)","(29, 19)",0,v4_plus9_compiler
99,ex99,task133_zero_pad_bottom_right,True,False,ok,"(29, 19)","(29, 19)","(29, 19)",0,v4_plus9_compiler
100,ex100,original,True,False,ok,"(28, 23)","(28, 23)","(28, 23)",0,v4_plus9_compiler
100,ex100,task133_color_bijection,True,False,ok,"(28, 23)","(28, 23)","(28, 23)",0,v4_plus9_compiler
100,ex100,task133_transpose,True,False,ok,"(23, 28)","(23, 28)","(23, 28)",0,v4_plus9_compiler
100,ex100,task133_mirror_lr,True,False,ok,"(28, 23)","(28, 23)","(28, 23)",0,v4_plus9_compiler
100,ex100,task133_mirror_ud,True,False,ok,"(28, 23)","(28, 23)","(28, 23)",0,v4_plus9_compiler
100,ex100,task133_zero_pad_top_left,True,False,ok,"(29, 24)","(29, 24)","(29, 24)",0,v4_plus9_compiler
100,ex100,task133_zero_pad_bottom_right,True,False,ok,"(29, 24)","(29, 24)","(29, 24)",0,v4_plus9_compiler
101,ex101,original,True,False,ok,"(19, 11)","(19, 11)","(19, 11)",0,v4_plus9_compiler
101,ex101,task133_color_bijection,True,False,ok,"(19, 11)","(19, 11)","(19, 11)",0,v4_plus9_compiler
101,ex101,task133_transpose,True,False,ok,"(11, 19)","(11, 19)","(11, 19)",0,v4_plus9_compiler
101,ex101,task133_mirror_lr,True,False,ok,"(19, 11)","(19, 11)","(19, 11)",0,v4_plus9_compiler
101,ex101,task133_mirror_ud,True,False,ok,"(19, 11)","(19, 11)","(19, 11)",0,v4_plus9_compiler
101,ex101,task133_zero_pad_top_left,True,False,ok,"(20, 12)","(20, 12)","(20, 12)",0,v4_plus9_compiler
101,ex101,task133_zero_pad_bottom_right,True,False,ok,"(20, 12)","(20, 12)","(20, 12)",0,v4_plus9_compiler
102,ex102,original,True,False,ok,"(27, 20)","(27, 20)","(27, 20)",0,v4_plus9_compiler
102,ex102,task133_color_bijection,True,False,ok,"(27, 20)","(27, 20)","(27, 20)",0,v4_plus9_compiler
102,ex102,task133_transpose,True,False,ok,"(20, 27)","(20, 27)","(20, 27)",0,v4_plus9_compiler
102,ex102,task133_mirror_lr,True,False,ok,"(27, 20)","(27, 20)","(27, 20)",0,v4_plus9_compiler
102,ex102,task133_mirror_ud,True,False,ok,"(27, 20)","(27, 20)","(27, 20)",0,v4_plus9_compiler
102,ex102,task133_zero_pad_top_left,True,False,ok,"(28, 21)","(28, 21)","(28, 21)",0,v4_plus9_compiler
102,ex102,task133_zero_pad_bottom_right,True,False,ok,"(28, 21)","(28, 21)","(28, 21)",0,v4_plus9_compiler
103,ex103,original,True,False,ok,"(22, 27)","(22, 27)","(22, 27)",0,v4_plus9_compiler
103,ex103,task133_color_bijection,True,False,ok,"(22, 27)","(22, 27)","(22, 27)",0,v4_plus9_compiler
103,ex103,task133_transpose,True,False,ok,"(27, 22)","(27, 22)","(27, 22)",0,v4_plus9_compiler
103,ex103,task133_mirror_lr,True,False,ok,"(22, 27)","(22, 27)","(22, 27)",0,v4_plus9_compiler
103,ex103,task133_mirror_ud,True,False,ok,"(22, 27)","(22, 27)","(22, 27)",0,v4_plus9_compiler
103,ex103,task133_zero_pad_top_left,True,False,ok,"(23, 28)","(23, 28)","(23, 28)",0,v4_plus9_compiler
103,ex103,task133_zero_pad_bottom_right,True,False,ok,"(23, 28)","(23, 28)","(23, 28)",0,v4_plus9_compiler
104,ex104,original,True,False,ok,"(20, 26)","(20, 26)","(20, 26)",0,v4_plus9_compiler
104,ex104,task133_color_bijection,True,False,ok,"(20, 26)","(20, 26)","(20, 26)",0,v4_plus9_compiler
104,ex104,task133_transpose,True,False,ok,"(26, 20)","(26, 20)","(26, 20)",0,v4_plus9_compiler
104,ex104,task133_mirror_lr,True,False,ok,"(20, 26)","(20, 26)","(20, 26)",0,v4_plus9_compiler
104,ex104,task133_mirror_ud,True,False,ok,"(20, 26)","(20, 26)","(20, 26)",0,v4_plus9_compiler
104,ex104,task133_zero_pad_top_left,True,False,ok,"(21, 27)","(21, 27)","(21, 27)",0,v4_plus9_compiler
104,ex104,task133_zero_pad_bottom_right,True,False,ok,"(21, 27)","(21, 27)","(21, 27)",0,v4_plus9_compiler
105,ex105,original,True,False,ok,"(22, 10)","(22, 10)","(22, 10)",0,v4_plus9_compiler
105,ex105,task133_color_bijection,True,False,ok,"(22, 10)","(22, 10)","(22, 10)",0,v4_plus9_compiler
105,ex105,task133_transpose,True,False,ok,"(10, 22)","(10, 22)","(10, 22)",0,v4_plus9_compiler
105,ex105,task133_mirror_lr,True,False,ok,"(22, 10)","(22, 10)","(22, 10)",0,v4_plus9_compiler
105,ex105,task133_mirror_ud,True,False,ok,"(22, 10)","(22, 10)","(22, 10)",0,v4_plus9_compiler
105,ex105,task133_zero_pad_top_left,True,False,ok,"(23, 11)","(23, 11)","(23, 11)",0,v4_plus9_compiler
105,ex105,task133_zero_pad_bottom_right,True,False,ok,"(23, 11)","(23, 11)","(23, 11)",0,v4_plus9_compiler
106,ex106,original,True,False,ok,"(20, 22)","(20, 22)","(20, 22)",0,v4_plus9_compiler
106,ex106,task133_color_bijection,True,False,ok,"(20, 22)","(20, 22)","(20, 22)",0,v4_plus9_compiler
106,ex106,task133_transpose,True,False,ok,"(22, 20)","(22, 20)","(22, 20)",0,v4_plus9_compiler
106,ex106,task133_mirror_lr,True,False,ok,"(20, 22)","(20, 22)","(20, 22)",0,v4_plus9_compiler
106,ex106,task133_mirror_ud,True,False,ok,"(20, 22)","(20, 22)","(20, 22)",0,v4_plus9_compiler
106,ex106,task133_zero_pad_top_left,True,False,ok,"(21, 23)","(21, 23)","(21, 23)",0,v4_plus9_compiler
106,ex106,task133_zero_pad_bottom_right,True,False,ok,"(21, 23)","(21, 23)","(21, 23)",0,v4_plus9_compiler
107,ex107,original,True,False,ok,"(26, 25)","(26, 25)","(26, 25)",0,v4_plus9_compiler
107,ex107,task133_color_bijection,True,False,ok,"(26, 25)","(26, 25)","(26, 25)",0,v4_plus9_compiler
107,ex107,task133_transpose,True,False,ok,"(25, 26)","(25, 26)","(25, 26)",0,v4_plus9_compiler
107,ex107,task133_mirror_lr,True,False,ok,"(26, 25)","(26, 25)","(26, 25)",0,v4_plus9_compiler
107,ex107,task133_mirror_ud,True,False,ok,"(26, 25)","(26, 25)","(26, 25)",0,v4_plus9_compiler
107,ex107,task133_zero_pad_top_left,True,False,ok,"(27, 26)","(27, 26)","(27, 26)",0,v4_plus9_compiler
107,ex107,task133_zero_pad_bottom_right,True,False,ok,"(27, 26)","(27, 26)","(27, 26)",0,v4_plus9_compiler
108,ex108,original,True,False,ok,"(14, 26)","(14, 26)","(14, 26)",0,v4_plus9_compiler
108,ex108,task133_color_bijection,True,False,ok,"(14, 26)","(14, 26)","(14, 26)",0,v4_plus9_compiler
108,ex108,task133_transpose,True,False,ok,"(26, 14)","(26, 14)","(26, 14)",0,v4_plus9_compiler
108,ex108,task133_mirror_lr,True,False,ok,"(14, 26)","(14, 26)","(14, 26)",0,v4_plus9_compiler
108,ex108,task133_mirror_ud,True,False,ok,"(14, 26)","(14, 26)","(14, 26)",0,v4_plus9_compiler
108,ex108,task133_zero_pad_top_left,True,False,ok,"(15, 27)","(15, 27)","(15, 27)",0,v4_plus9_compiler
108,ex108,task133_zero_pad_bottom_right,True,False,ok,"(15, 27)","(15, 27)","(15, 27)",0,v4_plus9_compiler
109,ex109,original,True,False,ok,"(17, 17)","(17, 17)","(17, 17)",0,v4_plus9_compiler
109,ex109,task133_color_bijection,True,False,ok,"(17, 17)","(17, 17)","(17, 17)",0,v4_plus9_compiler
109,ex109,task133_transpose,True,False,ok,"(17, 17)","(17, 17)","(17, 17)",0,v4_plus9_compiler
109,ex109,task133_mirror_lr,True,False,ok,"(17, 17)","(17, 17)","(17, 17)",0,v4_plus9_compiler
109,ex109,task133_mirror_ud,True,False,ok,"(17, 17)","(17, 17)","(17, 17)",0,v4_plus9_compiler
109,ex109,task133_zero_pad_top_left,True,False,ok,"(18, 18)","(18, 18)","(18, 18)",0,v4_plus9_compiler
109,ex109,task133_zero_pad_bottom_right,True,False,ok,"(18, 18)","(18, 18)","(18, 18)",0,v4_plus9_compiler
110,ex110,original,True,False,ok,"(21, 30)","(21, 30)","(21, 30)",0,v4_plus9_compiler
110,ex110,task133_color_bijection,True,False,ok,"(21, 30)","(21, 30)","(21, 30)",0,v4_plus9_compiler
110,ex110,task133_transpose,True,False,ok,"(30, 21)","(30, 21)","(30, 21)",0,v4_plus9_compiler
110,ex110,task133_mirror_lr,True,False,ok,"(21, 30)","(21, 30)","(21, 30)",0,v4_plus9_compiler
110,ex110,task133_mirror_ud,True,False,ok,"(21, 30)","(21, 30)","(21, 30)",0,v4_plus9_compiler
110,ex110,task133_zero_pad_top_left,False,True,"input_shape_exceeds_limit:(22, 31)>(30, 30)","(22, 31)","(22, 31)",,,
110,ex110,task133_zero_pad_bottom_right,False,True,"input_shape_exceeds_limit:(22, 31)>(30, 30)","(22, 31)","(22, 31)",,,
111,ex111,original,True,False,ok,"(19, 30)","(19, 30)","(19, 30)",0,v4_plus9_compiler
111,ex111,task133_color_bijection,True,False,ok,"(19, 30)","(19, 30)","(19, 30)",0,v4_plus9_compiler
111,ex111,task133_transpose,True,False,ok,"(30, 19)","(30, 19)","(30, 19)",0,v4_plus9_compiler
111,ex111,task133_mirror_lr,True,False,ok,"(19, 30)","(19, 30)","(19, 30)",0,v4_plus9_compiler
111,ex111,task133_mirror_ud,True,False,ok,"(19, 30)","(19, 30)","(19, 30)",0,v4_plus9_compiler
111,ex111,task133_zero_pad_top_left,False,True,"input_shape_exceeds_limit:(20, 31)>(30, 30)","(20, 31)","(20, 31)",,,
