check,split,index,variant,eligible,exact,pixel_errors,false_positive_3,false_negative_3,details
leave_one_out_fixed_geometry,train,0,"support=[1, 2]",1,1,0,0,0,"{""rectangles"": [{""axis"": ""h"", ""c0"": 9, ""c1"": 29, ""r0"": 10, ""r1"": 11}, {""axis"": ""h"", ""c0"": 0, ""c1"": 15, ""r0"": 20, ""r1"": 21}, {""axis"": ""v"", ""c0"": 9, ""c1"": 15, ""r0"": 5, ""r1"": 29}], ""selected_min_run"": 14, ""support_exact_min_runs"": [14, 15, 16]}"
leave_one_out_fixed_geometry,train,1,"support=[0, 2]",1,1,0,0,0,"{""rectangles"": [{""axis"": ""h"", ""c0"": 6, ""c1"": 29, ""r0"": 7, ""r1"": 7}, {""axis"": ""h"", ""c0"": 6, ""c1"": 29, ""r0"": 17, ""r1"": 18}, {""axis"": ""v"", ""c0"": 6, ""c1"": 12, ""r0"": 0, ""r1"": 29}], ""selected_min_run"": 14, ""support_exact_min_runs"": [14, 15, 16]}"
leave_one_out_fixed_geometry,train,2,"support=[0, 1]",1,1,0,0,0,"{""rectangles"": [{""axis"": ""h"", ""c0"": 0, ""c1"": 15, ""r0"": 9, ""r1"": 18}, {""axis"": ""v"", ""c0"": 8, ""c1"": 15, ""r0"": 0, ""r1"": 29}], ""selected_min_run"": 14, ""support_exact_min_runs"": [12, 13, 14, 15, 16]}"
foreground_color_permutation,train,0,fg_8_to_1,1,1,0,0,0,
foreground_color_permutation,train,0,fg_8_to_2,1,1,0,0,0,
foreground_color_permutation,train,0,fg_8_to_4,1,1,0,0,0,
foreground_color_permutation,train,0,fg_8_to_5,1,1,0,0,0,
foreground_color_permutation,train,0,fg_8_to_6,1,1,0,0,0,
foreground_color_permutation,train,0,fg_8_to_7,1,1,0,0,0,
foreground_color_permutation,train,0,fg_8_to_9,1,1,0,0,0,
foreground_color_permutation,train,1,fg_1_to_2,1,1,0,0,0,
foreground_color_permutation,train,1,fg_1_to_4,1,1,0,0,0,
foreground_color_permutation,train,1,fg_1_to_5,1,1,0,0,0,
foreground_color_permutation,train,1,fg_1_to_6,1,1,0,0,0,
foreground_color_permutation,train,1,fg_1_to_7,1,1,0,0,0,
foreground_color_permutation,train,1,fg_1_to_8,1,1,0,0,0,
foreground_color_permutation,train,1,fg_1_to_9,1,1,0,0,0,
foreground_color_permutation,train,2,fg_2_to_1,1,1,0,0,0,
foreground_color_permutation,train,2,fg_2_to_4,1,1,0,0,0,
foreground_color_permutation,train,2,fg_2_to_5,1,1,0,0,0,
foreground_color_permutation,train,2,fg_2_to_6,1,1,0,0,0,
foreground_color_permutation,train,2,fg_2_to_7,1,1,0,0,0,
foreground_color_permutation,train,2,fg_2_to_8,1,1,0,0,0,
foreground_color_permutation,train,2,fg_2_to_9,1,1,0,0,0,
foreground_color_permutation,test,0,fg_4_to_1,1,1,0,0,0,
foreground_color_permutation,test,0,fg_4_to_2,1,1,0,0,0,
foreground_color_permutation,test,0,fg_4_to_5,1,1,0,0,0,
foreground_color_permutation,test,0,fg_4_to_6,1,1,0,0,0,
foreground_color_permutation,test,0,fg_4_to_7,1,1,0,0,0,
foreground_color_permutation,test,0,fg_4_to_8,1,1,0,0,0,
foreground_color_permutation,test,0,fg_4_to_9,1,1,0,0,0,
foreground_color_permutation,arc-gen,0,fg_2_to_1,1,1,0,0,0,
foreground_color_permutation,arc-gen,0,fg_2_to_4,1,1,0,0,0,
foreground_color_permutation,arc-gen,0,fg_2_to_5,1,1,0,0,0,
foreground_color_permutation,arc-gen,0,fg_2_to_6,1,1,0,0,0,
foreground_color_permutation,arc-gen,0,fg_2_to_7,1,1,0,0,0,
foreground_color_permutation,arc-gen,0,fg_2_to_8,1,1,0,0,0,
foreground_color_permutation,arc-gen,0,fg_2_to_9,1,1,0,0,0,
foreground_color_permutation,arc-gen,1,fg_4_to_1,1,1,0,0,0,
foreground_color_permutation,arc-gen,1,fg_4_to_2,1,1,0,0,0,
foreground_color_permutation,arc-gen,1,fg_4_to_5,1,1,0,0,0,
foreground_color_permutation,arc-gen,1,fg_4_to_6,1,1,0,0,0,
foreground_color_permutation,arc-gen,1,fg_4_to_7,1,1,0,0,0,
foreground_color_permutation,arc-gen,1,fg_4_to_8,1,1,0,0,0,
foreground_color_permutation,arc-gen,1,fg_4_to_9,1,1,0,0,0,
foreground_color_permutation,arc-gen,2,fg_1_to_2,1,1,0,0,0,
foreground_color_permutation,arc-gen,2,fg_1_to_4,1,1,0,0,0,
foreground_color_permutation,arc-gen,2,fg_1_to_5,1,1,0,0,0,
foreground_color_permutation,arc-gen,2,fg_1_to_6,1,1,0,0,0,
foreground_color_permutation,arc-gen,2,fg_1_to_7,1,1,0,0,0,
foreground_color_permutation,arc-gen,2,fg_1_to_8,1,1,0,0,0,
foreground_color_permutation,arc-gen,2,fg_1_to_9,1,1,0,0,0,
foreground_color_permutation,arc-gen,3,fg_2_to_1,1,1,0,0,0,
foreground_color_permutation,arc-gen,3,fg_2_to_4,1,1,0,0,0,
foreground_color_permutation,arc-gen,3,fg_2_to_5,1,1,0,0,0,
foreground_color_permutation,arc-gen,3,fg_2_to_6,1,1,0,0,0,
foreground_color_permutation,arc-gen,3,fg_2_to_7,1,1,0,0,0,
foreground_color_permutation,arc-gen,3,fg_2_to_8,1,1,0,0,0,
foreground_color_permutation,arc-gen,3,fg_2_to_9,1,1,0,0,0,
foreground_color_permutation,arc-gen,4,fg_1_to_2,1,1,0,0,0,
foreground_color_permutation,arc-gen,4,fg_1_to_4,1,1,0,0,0,
foreground_color_permutation,arc-gen,4,fg_1_to_5,1,1,0,0,0,
foreground_color_permutation,arc-gen,4,fg_1_to_6,1,1,0,0,0,
foreground_color_permutation,arc-gen,4,fg_1_to_7,1,1,0,0,0,
foreground_color_permutation,arc-gen,4,fg_1_to_8,1,1,0,0,0,
foreground_color_permutation,arc-gen,4,fg_1_to_9,1,1,0,0,0,
foreground_color_permutation,arc-gen,5,fg_8_to_1,1,1,0,0,0,
foreground_color_permutation,arc-gen,5,fg_8_to_2,1,1,0,0,0,
foreground_color_permutation,arc-gen,5,fg_8_to_4,1,1,0,0,0,
foreground_color_permutation,arc-gen,5,fg_8_to_5,1,1,0,0,0,
foreground_color_permutation,arc-gen,5,fg_8_to_6,1,1,0,0,0,
foreground_color_permutation,arc-gen,5,fg_8_to_7,1,1,0,0,0,
foreground_color_permutation,arc-gen,5,fg_8_to_9,1,1,0,0,0,
foreground_color_permutation,arc-gen,6,fg_7_to_1,1,1,0,0,0,
foreground_color_permutation,arc-gen,6,fg_7_to_2,1,1,0,0,0,
foreground_color_permutation,arc-gen,6,fg_7_to_4,1,1,0,0,0,
foreground_color_permutation,arc-gen,6,fg_7_to_5,1,1,0,0,0,
foreground_color_permutation,arc-gen,6,fg_7_to_6,1,1,0,0,0,
foreground_color_permutation,arc-gen,6,fg_7_to_8,1,1,0,0,0,
foreground_color_permutation,arc-gen,6,fg_7_to_9,1,1,0,0,0,
foreground_color_permutation,arc-gen,7,fg_8_to_1,1,1,0,0,0,
foreground_color_permutation,arc-gen,7,fg_8_to_2,1,1,0,0,0,
foreground_color_permutation,arc-gen,7,fg_8_to_4,1,1,0,0,0,
foreground_color_permutation,arc-gen,7,fg_8_to_5,1,1,0,0,0,
foreground_color_permutation,arc-gen,7,fg_8_to_6,1,1,0,0,0,
foreground_color_permutation,arc-gen,7,fg_8_to_7,1,1,0,0,0,
foreground_color_permutation,arc-gen,7,fg_8_to_9,1,1,0,0,0,
foreground_color_permutation,arc-gen,8,fg_7_to_1,1,1,0,0,0,
foreground_color_permutation,arc-gen,8,fg_7_to_2,1,1,0,0,0,
foreground_color_permutation,arc-gen,8,fg_7_to_4,1,1,0,0,0,
foreground_color_permutation,arc-gen,8,fg_7_to_5,1,1,0,0,0,
foreground_color_permutation,arc-gen,8,fg_7_to_6,1,1,0,0,0,
foreground_color_permutation,arc-gen,8,fg_7_to_8,1,1,0,0,0,
foreground_color_permutation,arc-gen,8,fg_7_to_9,1,1,0,0,0,
foreground_color_permutation,arc-gen,9,fg_6_to_1,1,0,24,0,24,
foreground_color_permutation,arc-gen,9,fg_6_to_2,1,0,24,0,24,
foreground_color_permutation,arc-gen,9,fg_6_to_4,1,0,24,0,24,
foreground_color_permutation,arc-gen,9,fg_6_to_5,1,0,24,0,24,
foreground_color_permutation,arc-gen,9,fg_6_to_7,1,0,24,0,24,
foreground_color_permutation,arc-gen,9,fg_6_to_8,1,0,24,0,24,
foreground_color_permutation,arc-gen,9,fg_6_to_9,1,0,24,0,24,
foreground_color_permutation,arc-gen,10,fg_5_to_1,1,1,0,0,0,
foreground_color_permutation,arc-gen,10,fg_5_to_2,1,1,0,0,0,
foreground_color_permutation,arc-gen,10,fg_5_to_4,1,1,0,0,0,
foreground_color_permutation,arc-gen,10,fg_5_to_6,1,1,0,0,0,
foreground_color_permutation,arc-gen,10,fg_5_to_7,1,1,0,0,0,
foreground_color_permutation,arc-gen,10,fg_5_to_8,1,1,0,0,0,
foreground_color_permutation,arc-gen,10,fg_5_to_9,1,1,0,0,0,
foreground_color_permutation,arc-gen,11,fg_4_to_1,1,1,0,0,0,
foreground_color_permutation,arc-gen,11,fg_4_to_2,1,1,0,0,0,
foreground_color_permutation,arc-gen,11,fg_4_to_5,1,1,0,0,0,
foreground_color_permutation,arc-gen,11,fg_4_to_6,1,1,0,0,0,
foreground_color_permutation,arc-gen,11,fg_4_to_7,1,1,0,0,0,
foreground_color_permutation,arc-gen,11,fg_4_to_8,1,1,0,0,0,
foreground_color_permutation,arc-gen,11,fg_4_to_9,1,1,0,0,0,
foreground_color_permutation,arc-gen,12,fg_4_to_1,1,1,0,0,0,
foreground_color_permutation,arc-gen,12,fg_4_to_2,1,1,0,0,0,
foreground_color_permutation,arc-gen,12,fg_4_to_5,1,1,0,0,0,
foreground_color_permutation,arc-gen,12,fg_4_to_6,1,1,0,0,0,
foreground_color_permutation,arc-gen,12,fg_4_to_7,1,1,0,0,0,
foreground_color_permutation,arc-gen,12,fg_4_to_8,1,1,0,0,0,
foreground_color_permutation,arc-gen,12,fg_4_to_9,1,1,0,0,0,
foreground_color_permutation,arc-gen,13,fg_6_to_1,1,1,0,0,0,
foreground_color_permutation,arc-gen,13,fg_6_to_2,1,1,0,0,0,
foreground_color_permutation,arc-gen,13,fg_6_to_4,1,1,0,0,0,
foreground_color_permutation,arc-gen,13,fg_6_to_5,1,1,0,0,0,
foreground_color_permutation,arc-gen,13,fg_6_to_7,1,1,0,0,0,
foreground_color_permutation,arc-gen,13,fg_6_to_8,1,1,0,0,0,
foreground_color_permutation,arc-gen,13,fg_6_to_9,1,1,0,0,0,
foreground_color_permutation,arc-gen,14,fg_2_to_1,1,0,18,0,18,
foreground_color_permutation,arc-gen,14,fg_2_to_4,1,0,18,0,18,
foreground_color_permutation,arc-gen,14,fg_2_to_5,1,0,18,0,18,
foreground_color_permutation,arc-gen,14,fg_2_to_6,1,0,18,0,18,
foreground_color_permutation,arc-gen,14,fg_2_to_7,1,0,18,0,18,
foreground_color_permutation,arc-gen,14,fg_2_to_8,1,0,18,0,18,
foreground_color_permutation,arc-gen,14,fg_2_to_9,1,0,18,0,18,
foreground_color_permutation,arc-gen,15,fg_8_to_1,1,1,0,0,0,
foreground_color_permutation,arc-gen,15,fg_8_to_2,1,1,0,0,0,
foreground_color_permutation,arc-gen,15,fg_8_to_4,1,1,0,0,0,
foreground_color_permutation,arc-gen,15,fg_8_to_5,1,1,0,0,0,
foreground_color_permutation,arc-gen,15,fg_8_to_6,1,1,0,0,0,
foreground_color_permutation,arc-gen,15,fg_8_to_7,1,1,0,0,0,
foreground_color_permutation,arc-gen,15,fg_8_to_9,1,1,0,0,0,
foreground_color_permutation,arc-gen,16,fg_5_to_1,1,1,0,0,0,
foreground_color_permutation,arc-gen,16,fg_5_to_2,1,1,0,0,0,
foreground_color_permutation,arc-gen,16,fg_5_to_4,1,1,0,0,0,
foreground_color_permutation,arc-gen,16,fg_5_to_6,1,1,0,0,0,
foreground_color_permutation,arc-gen,16,fg_5_to_7,1,1,0,0,0,
foreground_color_permutation,arc-gen,16,fg_5_to_8,1,1,0,0,0,
foreground_color_permutation,arc-gen,16,fg_5_to_9,1,1,0,0,0,
foreground_color_permutation,arc-gen,17,fg_5_to_1,1,1,0,0,0,
foreground_color_permutation,arc-gen,17,fg_5_to_2,1,1,0,0,0,
foreground_color_permutation,arc-gen,17,fg_5_to_4,1,1,0,0,0,
foreground_color_permutation,arc-gen,17,fg_5_to_6,1,1,0,0,0,
foreground_color_permutation,arc-gen,17,fg_5_to_7,1,1,0,0,0,
foreground_color_permutation,arc-gen,17,fg_5_to_8,1,1,0,0,0,
foreground_color_permutation,arc-gen,17,fg_5_to_9,1,1,0,0,0,
foreground_color_permutation,arc-gen,18,fg_1_to_2,1,1,0,0,0,
foreground_color_permutation,arc-gen,18,fg_1_to_4,1,1,0,0,0,
foreground_color_permutation,arc-gen,18,fg_1_to_5,1,1,0,0,0,
foreground_color_permutation,arc-gen,18,fg_1_to_6,1,1,0,0,0,
foreground_color_permutation,arc-gen,18,fg_1_to_7,1,1,0,0,0,
foreground_color_permutation,arc-gen,18,fg_1_to_8,1,1,0,0,0,
foreground_color_permutation,arc-gen,18,fg_1_to_9,1,1,0,0,0,
foreground_color_permutation,arc-gen,19,fg_9_to_1,1,1,0,0,0,
foreground_color_permutation,arc-gen,19,fg_9_to_2,1,1,0,0,0,
foreground_color_permutation,arc-gen,19,fg_9_to_4,1,1,0,0,0,
foreground_color_permutation,arc-gen,19,fg_9_to_5,1,1,0,0,0,
foreground_color_permutation,arc-gen,19,fg_9_to_6,1,1,0,0,0,
foreground_color_permutation,arc-gen,19,fg_9_to_7,1,1,0,0,0,
foreground_color_permutation,arc-gen,19,fg_9_to_8,1,1,0,0,0,
foreground_color_permutation,arc-gen,20,fg_8_to_1,1,1,0,0,0,
foreground_color_permutation,arc-gen,20,fg_8_to_2,1,1,0,0,0,
foreground_color_permutation,arc-gen,20,fg_8_to_4,1,1,0,0,0,
foreground_color_permutation,arc-gen,20,fg_8_to_5,1,1,0,0,0,
foreground_color_permutation,arc-gen,20,fg_8_to_6,1,1,0,0,0,
foreground_color_permutation,arc-gen,20,fg_8_to_7,1,1,0,0,0,
foreground_color_permutation,arc-gen,20,fg_8_to_9,1,1,0,0,0,
foreground_color_permutation,arc-gen,21,fg_2_to_1,1,1,0,0,0,
foreground_color_permutation,arc-gen,21,fg_2_to_4,1,1,0,0,0,
foreground_color_permutation,arc-gen,21,fg_2_to_5,1,1,0,0,0,
foreground_color_permutation,arc-gen,21,fg_2_to_6,1,1,0,0,0,
foreground_color_permutation,arc-gen,21,fg_2_to_7,1,1,0,0,0,
foreground_color_permutation,arc-gen,21,fg_2_to_8,1,1,0,0,0,
foreground_color_permutation,arc-gen,21,fg_2_to_9,1,1,0,0,0,
foreground_color_permutation,arc-gen,22,fg_9_to_1,1,0,22,0,22,
foreground_color_permutation,arc-gen,22,fg_9_to_2,1,0,22,0,22,
foreground_color_permutation,arc-gen,22,fg_9_to_4,1,0,22,0,22,
foreground_color_permutation,arc-gen,22,fg_9_to_5,1,0,22,0,22,
foreground_color_permutation,arc-gen,22,fg_9_to_6,1,0,22,0,22,
foreground_color_permutation,arc-gen,22,fg_9_to_7,1,0,22,0,22,
foreground_color_permutation,arc-gen,22,fg_9_to_8,1,0,22,0,22,
foreground_color_permutation,arc-gen,23,fg_5_to_1,1,1,0,0,0,
foreground_color_permutation,arc-gen,23,fg_5_to_2,1,1,0,0,0,
foreground_color_permutation,arc-gen,23,fg_5_to_4,1,1,0,0,0,
foreground_color_permutation,arc-gen,23,fg_5_to_6,1,1,0,0,0,
foreground_color_permutation,arc-gen,23,fg_5_to_7,1,1,0,0,0,
foreground_color_permutation,arc-gen,23,fg_5_to_8,1,1,0,0,0,
foreground_color_permutation,arc-gen,23,fg_5_to_9,1,1,0,0,0,
foreground_color_permutation,arc-gen,24,fg_6_to_1,1,1,0,0,0,
foreground_color_permutation,arc-gen,24,fg_6_to_2,1,1,0,0,0,
foreground_color_permutation,arc-gen,24,fg_6_to_4,1,1,0,0,0,
foreground_color_permutation,arc-gen,24,fg_6_to_5,1,1,0,0,0,
foreground_color_permutation,arc-gen,24,fg_6_to_7,1,1,0,0,0,
foreground_color_permutation,arc-gen,24,fg_6_to_8,1,1,0,0,0,
foreground_color_permutation,arc-gen,24,fg_6_to_9,1,1,0,0,0,
foreground_color_permutation,arc-gen,25,fg_8_to_1,1,1,0,0,0,
foreground_color_permutation,arc-gen,25,fg_8_to_2,1,1,0,0,0,
foreground_color_permutation,arc-gen,25,fg_8_to_4,1,1,0,0,0,
foreground_color_permutation,arc-gen,25,fg_8_to_5,1,1,0,0,0,
foreground_color_permutation,arc-gen,25,fg_8_to_6,1,1,0,0,0,
foreground_color_permutation,arc-gen,25,fg_8_to_7,1,1,0,0,0,
foreground_color_permutation,arc-gen,25,fg_8_to_9,1,1,0,0,0,
foreground_color_permutation,arc-gen,26,fg_1_to_2,1,1,0,0,0,
foreground_color_permutation,arc-gen,26,fg_1_to_4,1,1,0,0,0,
foreground_color_permutation,arc-gen,26,fg_1_to_5,1,1,0,0,0,
foreground_color_permutation,arc-gen,26,fg_1_to_6,1,1,0,0,0,
foreground_color_permutation,arc-gen,26,fg_1_to_7,1,1,0,0,0,
foreground_color_permutation,arc-gen,26,fg_1_to_8,1,1,0,0,0,
foreground_color_permutation,arc-gen,26,fg_1_to_9,1,1,0,0,0,
foreground_color_permutation,arc-gen,27,fg_6_to_1,1,1,0,0,0,
foreground_color_permutation,arc-gen,27,fg_6_to_2,1,1,0,0,0,
foreground_color_permutation,arc-gen,27,fg_6_to_4,1,1,0,0,0,
foreground_color_permutation,arc-gen,27,fg_6_to_5,1,1,0,0,0,
foreground_color_permutation,arc-gen,27,fg_6_to_7,1,1,0,0,0,
foreground_color_permutation,arc-gen,27,fg_6_to_8,1,1,0,0,0,
foreground_color_permutation,arc-gen,27,fg_6_to_9,1,1,0,0,0,
foreground_color_permutation,arc-gen,28,fg_2_to_1,1,1,0,0,0,
foreground_color_permutation,arc-gen,28,fg_2_to_4,1,1,0,0,0,
foreground_color_permutation,arc-gen,28,fg_2_to_5,1,1,0,0,0,
foreground_color_permutation,arc-gen,28,fg_2_to_6,1,1,0,0,0,
foreground_color_permutation,arc-gen,28,fg_2_to_7,1,1,0,0,0,
foreground_color_permutation,arc-gen,28,fg_2_to_8,1,1,0,0,0,
foreground_color_permutation,arc-gen,28,fg_2_to_9,1,1,0,0,0,
foreground_color_permutation,arc-gen,29,fg_7_to_1,1,0,24,0,24,
foreground_color_permutation,arc-gen,29,fg_7_to_2,1,0,24,0,24,
foreground_color_permutation,arc-gen,29,fg_7_to_4,1,0,24,0,24,
foreground_color_permutation,arc-gen,29,fg_7_to_5,1,0,24,0,24,
foreground_color_permutation,arc-gen,29,fg_7_to_6,1,0,24,0,24,
foreground_color_permutation,arc-gen,29,fg_7_to_8,1,0,24,0,24,
foreground_color_permutation,arc-gen,29,fg_7_to_9,1,0,24,0,24,
foreground_color_permutation,arc-gen,30,fg_4_to_1,1,1,0,0,0,
foreground_color_permutation,arc-gen,30,fg_4_to_2,1,1,0,0,0,
foreground_color_permutation,arc-gen,30,fg_4_to_5,1,1,0,0,0,
foreground_color_permutation,arc-gen,30,fg_4_to_6,1,1,0,0,0,
foreground_color_permutation,arc-gen,30,fg_4_to_7,1,1,0,0,0,
foreground_color_permutation,arc-gen,30,fg_4_to_8,1,1,0,0,0,
foreground_color_permutation,arc-gen,30,fg_4_to_9,1,1,0,0,0,
foreground_color_permutation,arc-gen,31,fg_8_to_1,1,1,0,0,0,
foreground_color_permutation,arc-gen,31,fg_8_to_2,1,1,0,0,0,
foreground_color_permutation,arc-gen,31,fg_8_to_4,1,1,0,0,0,
foreground_color_permutation,arc-gen,31,fg_8_to_5,1,1,0,0,0,
foreground_color_permutation,arc-gen,31,fg_8_to_6,1,1,0,0,0,
foreground_color_permutation,arc-gen,31,fg_8_to_7,1,1,0,0,0,
foreground_color_permutation,arc-gen,31,fg_8_to_9,1,1,0,0,0,
foreground_color_permutation,arc-gen,32,fg_1_to_2,1,1,0,0,0,
foreground_color_permutation,arc-gen,32,fg_1_to_4,1,1,0,0,0,
foreground_color_permutation,arc-gen,32,fg_1_to_5,1,1,0,0,0,
foreground_color_permutation,arc-gen,32,fg_1_to_6,1,1,0,0,0,
foreground_color_permutation,arc-gen,32,fg_1_to_7,1,1,0,0,0,
foreground_color_permutation,arc-gen,32,fg_1_to_8,1,1,0,0,0,
foreground_color_permutation,arc-gen,32,fg_1_to_9,1,1,0,0,0,
foreground_color_permutation,arc-gen,33,fg_6_to_1,1,1,0,0,0,
foreground_color_permutation,arc-gen,33,fg_6_to_2,1,1,0,0,0,
foreground_color_permutation,arc-gen,33,fg_6_to_4,1,1,0,0,0,
foreground_color_permutation,arc-gen,33,fg_6_to_5,1,1,0,0,0,
foreground_color_permutation,arc-gen,33,fg_6_to_7,1,1,0,0,0,
foreground_color_permutation,arc-gen,33,fg_6_to_8,1,1,0,0,0,
foreground_color_permutation,arc-gen,33,fg_6_to_9,1,1,0,0,0,
foreground_color_permutation,arc-gen,34,fg_7_to_1,1,1,0,0,0,
foreground_color_permutation,arc-gen,34,fg_7_to_2,1,1,0,0,0,
foreground_color_permutation,arc-gen,34,fg_7_to_4,1,1,0,0,0,
foreground_color_permutation,arc-gen,34,fg_7_to_5,1,1,0,0,0,
foreground_color_permutation,arc-gen,34,fg_7_to_6,1,1,0,0,0,
foreground_color_permutation,arc-gen,34,fg_7_to_8,1,1,0,0,0,
foreground_color_permutation,arc-gen,34,fg_7_to_9,1,1,0,0,0,
foreground_color_permutation,arc-gen,35,fg_7_to_1,1,1,0,0,0,
foreground_color_permutation,arc-gen,35,fg_7_to_2,1,1,0,0,0,
foreground_color_permutation,arc-gen,35,fg_7_to_4,1,1,0,0,0,
foreground_color_permutation,arc-gen,35,fg_7_to_5,1,1,0,0,0,
foreground_color_permutation,arc-gen,35,fg_7_to_6,1,1,0,0,0,
foreground_color_permutation,arc-gen,35,fg_7_to_8,1,1,0,0,0,
foreground_color_permutation,arc-gen,35,fg_7_to_9,1,1,0,0,0,
foreground_color_permutation,arc-gen,36,fg_4_to_1,1,1,0,0,0,
foreground_color_permutation,arc-gen,36,fg_4_to_2,1,1,0,0,0,
foreground_color_permutation,arc-gen,36,fg_4_to_5,1,1,0,0,0,
foreground_color_permutation,arc-gen,36,fg_4_to_6,1,1,0,0,0,
foreground_color_permutation,arc-gen,36,fg_4_to_7,1,1,0,0,0,
foreground_color_permutation,arc-gen,36,fg_4_to_8,1,1,0,0,0,
foreground_color_permutation,arc-gen,36,fg_4_to_9,1,1,0,0,0,
foreground_color_permutation,arc-gen,37,fg_9_to_1,1,0,72,0,72,
foreground_color_permutation,arc-gen,37,fg_9_to_2,1,0,72,0,72,
foreground_color_permutation,arc-gen,37,fg_9_to_4,1,0,72,0,72,
foreground_color_permutation,arc-gen,37,fg_9_to_5,1,0,72,0,72,
foreground_color_permutation,arc-gen,37,fg_9_to_6,1,0,72,0,72,
foreground_color_permutation,arc-gen,37,fg_9_to_7,1,0,72,0,72,
foreground_color_permutation,arc-gen,37,fg_9_to_8,1,0,72,0,72,
foreground_color_permutation,arc-gen,38,fg_1_to_2,1,1,0,0,0,
foreground_color_permutation,arc-gen,38,fg_1_to_4,1,1,0,0,0,
foreground_color_permutation,arc-gen,38,fg_1_to_5,1,1,0,0,0,
foreground_color_permutation,arc-gen,38,fg_1_to_6,1,1,0,0,0,
foreground_color_permutation,arc-gen,38,fg_1_to_7,1,1,0,0,0,
foreground_color_permutation,arc-gen,38,fg_1_to_8,1,1,0,0,0,
foreground_color_permutation,arc-gen,38,fg_1_to_9,1,1,0,0,0,
foreground_color_permutation,arc-gen,39,fg_2_to_1,1,1,0,0,0,
foreground_color_permutation,arc-gen,39,fg_2_to_4,1,1,0,0,0,
foreground_color_permutation,arc-gen,39,fg_2_to_5,1,1,0,0,0,
foreground_color_permutation,arc-gen,39,fg_2_to_6,1,1,0,0,0,
foreground_color_permutation,arc-gen,39,fg_2_to_7,1,1,0,0,0,
foreground_color_permutation,arc-gen,39,fg_2_to_8,1,1,0,0,0,
foreground_color_permutation,arc-gen,39,fg_2_to_9,1,1,0,0,0,
foreground_color_permutation,arc-gen,40,fg_4_to_1,1,1,0,0,0,
foreground_color_permutation,arc-gen,40,fg_4_to_2,1,1,0,0,0,
foreground_color_permutation,arc-gen,40,fg_4_to_5,1,1,0,0,0,
foreground_color_permutation,arc-gen,40,fg_4_to_6,1,1,0,0,0,
foreground_color_permutation,arc-gen,40,fg_4_to_7,1,1,0,0,0,
foreground_color_permutation,arc-gen,40,fg_4_to_8,1,1,0,0,0,
foreground_color_permutation,arc-gen,40,fg_4_to_9,1,1,0,0,0,
foreground_color_permutation,arc-gen,41,fg_5_to_1,1,1,0,0,0,
foreground_color_permutation,arc-gen,41,fg_5_to_2,1,1,0,0,0,
foreground_color_permutation,arc-gen,41,fg_5_to_4,1,1,0,0,0,
foreground_color_permutation,arc-gen,41,fg_5_to_6,1,1,0,0,0,
foreground_color_permutation,arc-gen,41,fg_5_to_7,1,1,0,0,0,
foreground_color_permutation,arc-gen,41,fg_5_to_8,1,1,0,0,0,
foreground_color_permutation,arc-gen,41,fg_5_to_9,1,1,0,0,0,
foreground_color_permutation,arc-gen,42,fg_8_to_1,1,1,0,0,0,
foreground_color_permutation,arc-gen,42,fg_8_to_2,1,1,0,0,0,
foreground_color_permutation,arc-gen,42,fg_8_to_4,1,1,0,0,0,
foreground_color_permutation,arc-gen,42,fg_8_to_5,1,1,0,0,0,
foreground_color_permutation,arc-gen,42,fg_8_to_6,1,1,0,0,0,
foreground_color_permutation,arc-gen,42,fg_8_to_7,1,1,0,0,0,
foreground_color_permutation,arc-gen,42,fg_8_to_9,1,1,0,0,0,
foreground_color_permutation,arc-gen,43,fg_1_to_2,1,0,70,0,70,
foreground_color_permutation,arc-gen,43,fg_1_to_4,1,0,70,0,70,
foreground_color_permutation,arc-gen,43,fg_1_to_5,1,0,70,0,70,
foreground_color_permutation,arc-gen,43,fg_1_to_6,1,0,70,0,70,
foreground_color_permutation,arc-gen,43,fg_1_to_7,1,0,70,0,70,
foreground_color_permutation,arc-gen,43,fg_1_to_8,1,0,70,0,70,
foreground_color_permutation,arc-gen,43,fg_1_to_9,1,0,70,0,70,
foreground_color_permutation,arc-gen,44,fg_6_to_1,1,1,0,0,0,
foreground_color_permutation,arc-gen,44,fg_6_to_2,1,1,0,0,0,
foreground_color_permutation,arc-gen,44,fg_6_to_4,1,1,0,0,0,
foreground_color_permutation,arc-gen,44,fg_6_to_5,1,1,0,0,0,
foreground_color_permutation,arc-gen,44,fg_6_to_7,1,1,0,0,0,
foreground_color_permutation,arc-gen,44,fg_6_to_8,1,1,0,0,0,
foreground_color_permutation,arc-gen,44,fg_6_to_9,1,1,0,0,0,
foreground_color_permutation,arc-gen,45,fg_5_to_1,1,1,0,0,0,
foreground_color_permutation,arc-gen,45,fg_5_to_2,1,1,0,0,0,
foreground_color_permutation,arc-gen,45,fg_5_to_4,1,1,0,0,0,
foreground_color_permutation,arc-gen,45,fg_5_to_6,1,1,0,0,0,
foreground_color_permutation,arc-gen,45,fg_5_to_7,1,1,0,0,0,
foreground_color_permutation,arc-gen,45,fg_5_to_8,1,1,0,0,0,
foreground_color_permutation,arc-gen,45,fg_5_to_9,1,1,0,0,0,
foreground_color_permutation,arc-gen,46,fg_8_to_1,1,1,0,0,0,
foreground_color_permutation,arc-gen,46,fg_8_to_2,1,1,0,0,0,
foreground_color_permutation,arc-gen,46,fg_8_to_4,1,1,0,0,0,
