solver,split,index,exact,pixel_errors,false_positive_3,false_negative_3,target_3,predicted_3,rectangles
core8_upper_bound,arc-gen,140,0,16,16,0,237,253,0
v2_train_only_rect_corridor,arc-gen,140,1,0,0,0,237,237,4
legacy_stub,arc-gen,141,0,127,0,127,127,0,0
core8_upper_bound,arc-gen,141,0,11,11,0,127,138,0
v2_train_only_rect_corridor,arc-gen,141,0,27,0,27,127,100,1
legacy_stub,arc-gen,142,0,158,0,158,158,0,0
core8_upper_bound,arc-gen,142,0,16,16,0,158,174,0
v2_train_only_rect_corridor,arc-gen,142,1,0,0,0,158,158,3
legacy_stub,arc-gen,143,0,326,0,326,326,0,0
core8_upper_bound,arc-gen,143,0,16,16,0,326,342,0
v2_train_only_rect_corridor,arc-gen,143,1,0,0,0,326,326,3
legacy_stub,arc-gen,144,0,154,0,154,154,0,0
core8_upper_bound,arc-gen,144,0,21,21,0,154,175,0
v2_train_only_rect_corridor,arc-gen,144,1,0,0,0,154,154,2
legacy_stub,arc-gen,145,0,280,0,280,280,0,0
core8_upper_bound,arc-gen,145,0,13,13,0,280,293,0
v2_train_only_rect_corridor,arc-gen,145,1,0,0,0,280,280,2
legacy_stub,arc-gen,146,0,168,0,168,168,0,0
core8_upper_bound,arc-gen,146,0,22,22,0,168,190,0
v2_train_only_rect_corridor,arc-gen,146,1,0,0,0,168,168,2
legacy_stub,arc-gen,147,0,192,0,192,192,0,0
core8_upper_bound,arc-gen,147,0,25,25,0,192,217,0
v2_train_only_rect_corridor,arc-gen,147,1,0,0,0,192,192,3
legacy_stub,arc-gen,148,0,231,0,231,231,0,0
core8_upper_bound,arc-gen,148,0,9,9,0,231,240,0
v2_train_only_rect_corridor,arc-gen,148,1,0,0,0,231,231,2
legacy_stub,arc-gen,149,0,150,0,150,150,0,0
core8_upper_bound,arc-gen,149,0,19,19,0,150,169,0
v2_train_only_rect_corridor,arc-gen,149,1,0,0,0,150,150,1
legacy_stub,arc-gen,150,0,300,0,300,300,0,0
core8_upper_bound,arc-gen,150,0,17,17,0,300,317,0
v2_train_only_rect_corridor,arc-gen,150,1,0,0,0,300,300,1
legacy_stub,arc-gen,151,0,390,0,390,390,0,0
core8_upper_bound,arc-gen,151,0,9,9,0,390,399,0
v2_train_only_rect_corridor,arc-gen,151,1,0,0,0,390,390,3
legacy_stub,arc-gen,152,0,236,0,236,236,0,0
core8_upper_bound,arc-gen,152,0,10,10,0,236,246,0
v2_train_only_rect_corridor,arc-gen,152,1,0,0,0,236,236,2
legacy_stub,arc-gen,153,0,120,0,120,120,0,0
core8_upper_bound,arc-gen,153,0,13,13,0,120,133,0
v2_train_only_rect_corridor,arc-gen,153,1,0,0,0,120,120,1
legacy_stub,arc-gen,154,0,270,0,270,270,0,0
core8_upper_bound,arc-gen,154,0,22,22,0,270,292,0
v2_train_only_rect_corridor,arc-gen,154,1,0,0,0,270,270,1
legacy_stub,arc-gen,155,0,137,0,137,137,0,0
core8_upper_bound,arc-gen,155,0,32,32,0,137,169,0
v2_train_only_rect_corridor,arc-gen,155,1,0,0,0,137,137,4
legacy_stub,arc-gen,156,0,198,0,198,198,0,0
core8_upper_bound,arc-gen,156,0,8,8,0,198,206,0
v2_train_only_rect_corridor,arc-gen,156,1,0,0,0,198,198,2
legacy_stub,arc-gen,157,0,264,0,264,264,0,0
core8_upper_bound,arc-gen,157,0,15,15,0,264,279,0
v2_train_only_rect_corridor,arc-gen,157,0,54,0,54,264,210,1
legacy_stub,arc-gen,158,0,242,0,242,242,0,0
core8_upper_bound,arc-gen,158,0,23,23,0,242,265,0
v2_train_only_rect_corridor,arc-gen,158,0,24,0,24,242,218,3
legacy_stub,arc-gen,159,0,344,0,344,344,0,0
core8_upper_bound,arc-gen,159,0,14,14,0,344,358,0
v2_train_only_rect_corridor,arc-gen,159,1,0,0,0,344,344,3
legacy_stub,arc-gen,160,0,284,0,284,284,0,0
core8_upper_bound,arc-gen,160,0,17,17,0,284,301,0
v2_train_only_rect_corridor,arc-gen,160,1,0,0,0,284,284,4
legacy_stub,arc-gen,161,0,369,0,369,369,0,0
core8_upper_bound,arc-gen,161,0,13,13,0,369,382,0
v2_train_only_rect_corridor,arc-gen,161,1,0,0,0,369,369,2
legacy_stub,arc-gen,162,0,210,0,210,210,0,0
core8_upper_bound,arc-gen,162,0,15,15,0,210,225,0
v2_train_only_rect_corridor,arc-gen,162,1,0,0,0,210,210,2
legacy_stub,arc-gen,163,0,183,0,183,183,0,0
core8_upper_bound,arc-gen,163,0,20,20,0,183,203,0
v2_train_only_rect_corridor,arc-gen,163,0,16,0,16,183,167,2
legacy_stub,arc-gen,164,0,339,0,339,339,0,0
core8_upper_bound,arc-gen,164,0,12,12,0,339,351,0
v2_train_only_rect_corridor,arc-gen,164,1,0,0,0,339,339,3
legacy_stub,arc-gen,165,0,264,0,264,264,0,0
core8_upper_bound,arc-gen,165,0,15,15,0,264,279,0
v2_train_only_rect_corridor,arc-gen,165,0,49,0,49,264,215,3
legacy_stub,arc-gen,166,0,304,0,304,304,0,0
core8_upper_bound,arc-gen,166,0,9,9,0,304,313,0
v2_train_only_rect_corridor,arc-gen,166,1,0,0,0,304,304,2
legacy_stub,arc-gen,167,0,312,0,312,312,0,0
core8_upper_bound,arc-gen,167,0,12,12,0,312,324,0
v2_train_only_rect_corridor,arc-gen,167,1,0,0,0,312,312,4
legacy_stub,arc-gen,168,0,302,0,302,302,0,0
core8_upper_bound,arc-gen,168,0,3,3,0,302,305,0
v2_train_only_rect_corridor,arc-gen,168,1,0,0,0,302,302,2
legacy_stub,arc-gen,169,0,190,0,190,190,0,0
core8_upper_bound,arc-gen,169,0,11,11,0,190,201,0
v2_train_only_rect_corridor,arc-gen,169,1,0,0,0,190,190,2
legacy_stub,arc-gen,170,0,150,0,150,150,0,0
core8_upper_bound,arc-gen,170,0,12,12,0,150,162,0
v2_train_only_rect_corridor,arc-gen,170,1,0,0,0,150,150,1
legacy_stub,arc-gen,171,0,205,0,205,205,0,0
core8_upper_bound,arc-gen,171,0,10,10,0,205,215,0
v2_train_only_rect_corridor,arc-gen,171,1,0,0,0,205,205,2
legacy_stub,arc-gen,172,0,172,0,172,172,0,0
core8_upper_bound,arc-gen,172,0,22,22,0,172,194,0
v2_train_only_rect_corridor,arc-gen,172,1,0,0,0,172,172,3
legacy_stub,arc-gen,173,0,269,0,269,269,0,0
core8_upper_bound,arc-gen,173,0,22,22,0,269,291,0
v2_train_only_rect_corridor,arc-gen,173,0,50,2,48,269,223,3
legacy_stub,arc-gen,174,0,178,0,178,178,0,0
core8_upper_bound,arc-gen,174,0,20,20,0,178,198,0
v2_train_only_rect_corridor,arc-gen,174,0,2,2,0,178,180,2
legacy_stub,arc-gen,175,0,180,0,180,180,0,0
core8_upper_bound,arc-gen,175,0,9,9,0,180,189,0
v2_train_only_rect_corridor,arc-gen,175,1,0,0,0,180,180,1
legacy_stub,arc-gen,176,0,303,0,303,303,0,0
core8_upper_bound,arc-gen,176,0,17,17,0,303,320,0
v2_train_only_rect_corridor,arc-gen,176,1,0,0,0,303,303,3
legacy_stub,arc-gen,177,0,244,0,244,244,0,0
core8_upper_bound,arc-gen,177,0,11,11,0,244,255,0
v2_train_only_rect_corridor,arc-gen,177,0,90,0,90,244,154,3
legacy_stub,arc-gen,178,0,258,0,258,258,0,0
core8_upper_bound,arc-gen,178,0,12,12,0,258,270,0
v2_train_only_rect_corridor,arc-gen,178,1,0,0,0,258,258,3
legacy_stub,arc-gen,179,0,264,0,264,264,0,0
core8_upper_bound,arc-gen,179,0,15,15,0,264,279,0
v2_train_only_rect_corridor,arc-gen,179,1,0,0,0,264,264,2
legacy_stub,arc-gen,180,0,388,0,388,388,0,0
core8_upper_bound,arc-gen,180,0,7,7,0,388,395,0
v2_train_only_rect_corridor,arc-gen,180,0,24,0,24,388,364,2
legacy_stub,arc-gen,181,0,230,0,230,230,0,0
core8_upper_bound,arc-gen,181,0,27,27,0,230,257,0
v2_train_only_rect_corridor,arc-gen,181,1,0,0,0,230,230,4
legacy_stub,arc-gen,182,0,228,0,228,228,0,0
core8_upper_bound,arc-gen,182,0,22,22,0,228,250,0
v2_train_only_rect_corridor,arc-gen,182,1,0,0,0,228,228,3
legacy_stub,arc-gen,183,0,124,0,124,124,0,0
core8_upper_bound,arc-gen,183,0,30,30,0,124,154,0
v2_train_only_rect_corridor,arc-gen,183,0,24,0,24,124,100,1
legacy_stub,arc-gen,184,0,239,0,239,239,0,0
core8_upper_bound,arc-gen,184,0,14,14,0,239,253,0
v2_train_only_rect_corridor,arc-gen,184,1,0,0,0,239,239,4
legacy_stub,arc-gen,185,0,298,0,298,298,0,0
core8_upper_bound,arc-gen,185,0,27,27,0,298,325,0
v2_train_only_rect_corridor,arc-gen,185,1,0,0,0,298,298,3
legacy_stub,arc-gen,186,0,410,0,410,410,0,0
core8_upper_bound,arc-gen,186,0,16,16,0,410,426,0
v2_train_only_rect_corridor,arc-gen,186,1,0,0,0,410,410,4
legacy_stub,arc-gen,187,0,231,0,231,231,0,0
core8_upper_bound,arc-gen,187,0,24,24,0,231,255,0
v2_train_only_rect_corridor,arc-gen,187,0,56,0,56,231,175,3
legacy_stub,arc-gen,188,0,216,0,216,216,0,0
core8_upper_bound,arc-gen,188,0,17,17,0,216,233,0
v2_train_only_rect_corridor,arc-gen,188,1,0,0,0,216,216,2
legacy_stub,arc-gen,189,0,263,0,263,263,0,0
core8_upper_bound,arc-gen,189,0,25,25,0,263,288,0
v2_train_only_rect_corridor,arc-gen,189,0,35,0,35,263,228,3
legacy_stub,arc-gen,190,0,120,0,120,120,0,0
core8_upper_bound,arc-gen,190,0,12,12,0,120,132,0
v2_train_only_rect_corridor,arc-gen,190,1,0,0,0,120,120,1
legacy_stub,arc-gen,191,0,120,0,120,120,0,0
core8_upper_bound,arc-gen,191,0,10,10,0,120,130,0
v2_train_only_rect_corridor,arc-gen,191,1,0,0,0,120,120,1
legacy_stub,arc-gen,192,0,180,0,180,180,0,0
core8_upper_bound,arc-gen,192,0,5,5,0,180,185,0
v2_train_only_rect_corridor,arc-gen,192,1,0,0,0,180,180,1
legacy_stub,arc-gen,193,0,242,0,242,242,0,0
core8_upper_bound,arc-gen,193,0,12,12,0,242,254,0
v2_train_only_rect_corridor,arc-gen,193,1,0,0,0,242,242,2
legacy_stub,arc-gen,194,0,180,0,180,180,0,0
core8_upper_bound,arc-gen,194,0,5,5,0,180,185,0
v2_train_only_rect_corridor,arc-gen,194,1,0,0,0,180,180,1
legacy_stub,arc-gen,195,0,240,0,240,240,0,0
core8_upper_bound,arc-gen,195,0,9,9,0,240,249,0
v2_train_only_rect_corridor,arc-gen,195,1,0,0,0,240,240,1
legacy_stub,arc-gen,196,0,210,0,210,210,0,0
core8_upper_bound,arc-gen,196,0,7,7,0,210,217,0
v2_train_only_rect_corridor,arc-gen,196,1,0,0,0,210,210,1
legacy_stub,arc-gen,197,0,255,0,255,255,0,0
core8_upper_bound,arc-gen,197,0,19,19,0,255,274,0
v2_train_only_rect_corridor,arc-gen,197,0,15,0,15,255,240,2
legacy_stub,arc-gen,198,0,210,0,210,210,0,0
core8_upper_bound,arc-gen,198,0,7,7,0,210,217,0
v2_train_only_rect_corridor,arc-gen,198,1,0,0,0,210,210,1
legacy_stub,arc-gen,199,0,193,0,193,193,0,0
core8_upper_bound,arc-gen,199,0,6,6,0,193,199,0
v2_train_only_rect_corridor,arc-gen,199,0,12,0,12,193,181,2
legacy_stub,arc-gen,200,0,228,0,228,228,0,0
core8_upper_bound,arc-gen,200,0,11,11,0,228,239,0
v2_train_only_rect_corridor,arc-gen,200,0,48,0,48,228,180,1
legacy_stub,arc-gen,201,0,154,0,154,154,0,0
core8_upper_bound,arc-gen,201,0,16,16,0,154,170,0
v2_train_only_rect_corridor,arc-gen,201,1,0,0,0,154,154,2
legacy_stub,arc-gen,202,0,333,0,333,333,0,0
core8_upper_bound,arc-gen,202,0,8,8,0,333,341,0
v2_train_only_rect_corridor,arc-gen,202,1,0,0,0,333,333,3
legacy_stub,arc-gen,203,0,125,0,125,125,0,0
core8_upper_bound,arc-gen,203,0,14,14,0,125,139,0
v2_train_only_rect_corridor,arc-gen,203,1,0,0,0,125,125,1
legacy_stub,arc-gen,204,0,296,0,296,296,0,0
core8_upper_bound,arc-gen,204,0,4,4,0,296,300,0
v2_train_only_rect_corridor,arc-gen,204,1,0,0,0,296,296,2
legacy_stub,arc-gen,205,0,310,0,310,310,0,0
core8_upper_bound,arc-gen,205,0,9,9,0,310,319,0
v2_train_only_rect_corridor,arc-gen,205,1,0,0,0,310,310,3
legacy_stub,arc-gen,206,0,372,0,372,372,0,0
core8_upper_bound,arc-gen,206,0,16,16,0,372,388,0
v2_train_only_rect_corridor,arc-gen,206,1,0,0,0,372,372,4
legacy_stub,arc-gen,207,0,182,0,182,182,0,0
core8_upper_bound,arc-gen,207,0,13,13,0,182,195,0
v2_train_only_rect_corridor,arc-gen,207,0,2,2,0,182,184,2
legacy_stub,arc-gen,208,0,211,0,211,211,0,0
core8_upper_bound,arc-gen,208,0,21,21,0,211,232,0
v2_train_only_rect_corridor,arc-gen,208,1,0,0,0,211,211,3
legacy_stub,arc-gen,209,0,227,0,227,227,0,0
core8_upper_bound,arc-gen,209,0,16,16,0,227,243,0
v2_train_only_rect_corridor,arc-gen,209,1,0,0,0,227,227,2
legacy_stub,arc-gen,210,0,120,0,120,120,0,0
core8_upper_bound,arc-gen,210,0,12,12,0,120,132,0
v2_train_only_rect_corridor,arc-gen,210,1,0,0,0,120,120,1
legacy_stub,arc-gen,211,0,136,0,136,136,0,0
core8_upper_bound,arc-gen,211,0,26,26,0,136,162,0
v2_train_only_rect_corridor,arc-gen,211,1,0,0,0,136,136,2
legacy_stub,arc-gen,212,0,268,0,268,268,0,0
core8_upper_bound,arc-gen,212,0,13,13,0,268,281,0
v2_train_only_rect_corridor,arc-gen,212,1,0,0,0,268,268,3
legacy_stub,arc-gen,213,0,333,0,333,333,0,0
core8_upper_bound,arc-gen,213,0,20,20,0,333,353,0
v2_train_only_rect_corridor,arc-gen,213,1,0,0,0,333,333,3
legacy_stub,arc-gen,214,0,226,0,226,226,0,0
core8_upper_bound,arc-gen,214,0,21,21,0,226,247,0
v2_train_only_rect_corridor,arc-gen,214,1,0,0,0,226,226,2
legacy_stub,arc-gen,215,0,250,0,250,250,0,0
core8_upper_bound,arc-gen,215,0,7,7,0,250,257,0
v2_train_only_rect_corridor,arc-gen,215,1,0,0,0,250,250,1
legacy_stub,arc-gen,216,0,328,0,328,328,0,0
core8_upper_bound,arc-gen,216,0,11,11,0,328,339,0
v2_train_only_rect_corridor,arc-gen,216,1,0,0,0,328,328,3
legacy_stub,arc-gen,217,0,125,0,125,125,0,0
core8_upper_bound,arc-gen,217,0,13,13,0,125,138,0
v2_train_only_rect_corridor,arc-gen,217,1,0,0,0,125,125,1
legacy_stub,arc-gen,218,0,240,0,240,240,0,0
core8_upper_bound,arc-gen,218,0,6,6,0,240,246,0
v2_train_only_rect_corridor,arc-gen,218,1,0,0,0,240,240,3
legacy_stub,arc-gen,219,0,292,0,292,292,0,0
core8_upper_bound,arc-gen,219,0,24,24,0,292,316,0
v2_train_only_rect_corridor,arc-gen,219,1,0,0,0,292,292,3
legacy_stub,arc-gen,220,0,160,0,160,160,0,0
core8_upper_bound,arc-gen,220,0,27,27,0,160,187,0
v2_train_only_rect_corridor,arc-gen,220,1,0,0,0,160,160,2
legacy_stub,arc-gen,221,0,184,0,184,184,0,0
core8_upper_bound,arc-gen,221,0,18,18,0,184,202,0
v2_train_only_rect_corridor,arc-gen,221,1,0,0,0,184,184,3
legacy_stub,arc-gen,222,0,273,0,273,273,0,0
core8_upper_bound,arc-gen,222,0,10,10,0,273,283,0
v2_train_only_rect_corridor,arc-gen,222,1,0,0,0,273,273,3
legacy_stub,arc-gen,223,0,318,0,318,318,0,0
core8_upper_bound,arc-gen,223,0,17,17,0,318,335,0
v2_train_only_rect_corridor,arc-gen,223,0,14,0,14,318,304,2
legacy_stub,arc-gen,224,0,316,0,316,316,0,0
core8_upper_bound,arc-gen,224,0,20,20,0,316,336,0
v2_train_only_rect_corridor,arc-gen,224,0,108,0,108,316,208,3
legacy_stub,arc-gen,225,0,195,0,195,195,0,0
core8_upper_bound,arc-gen,225,0,24,24,0,195,219,0
v2_train_only_rect_corridor,arc-gen,225,1,0,0,0,195,195,4
legacy_stub,arc-gen,226,0,247,0,247,247,0,0
core8_upper_bound,arc-gen,226,0,17,17,0,247,264,0
v2_train_only_rect_corridor,arc-gen,226,1,0,0,0,247,247,4
legacy_stub,arc-gen,227,0,240,0,240,240,0,0
core8_upper_bound,arc-gen,227,0,16,16,0,240,256,0
v2_train_only_rect_corridor,arc-gen,227,1,0,0,0,240,240,1
legacy_stub,arc-gen,228,0,231,0,231,231,0,0
core8_upper_bound,arc-gen,228,0,18,18,0,231,249,0
v2_train_only_rect_corridor,arc-gen,228,1,0,0,0,231,231,4
legacy_stub,arc-gen,229,0,228,0,228,228,0,0
core8_upper_bound,arc-gen,229,0,25,25,0,228,253,0
v2_train_only_rect_corridor,arc-gen,229,0,12,0,12,228,216,2
legacy_stub,arc-gen,230,0,300,0,300,300,0,0
core8_upper_bound,arc-gen,230,0,34,34,0,300,334,0
v2_train_only_rect_corridor,arc-gen,230,1,0,0,0,300,300,3
legacy_stub,arc-gen,231,0,225,0,225,225,0,0
core8_upper_bound,arc-gen,231,0,27,27,0,225,252,0
v2_train_only_rect_corridor,arc-gen,231,0,21,0,21,225,204,3
legacy_stub,arc-gen,232,0,297,0,297,297,0,0
core8_upper_bound,arc-gen,232,0,14,14,0,297,311,0
v2_train_only_rect_corridor,arc-gen,232,1,0,0,0,297,297,2
legacy_stub,arc-gen,233,0,320,0,320,320,0,0
core8_upper_bound,arc-gen,233,0,5,5,0,320,325,0
v2_train_only_rect_corridor,arc-gen,233,1,0,0,0,320,320,2
legacy_stub,arc-gen,234,0,231,0,231,231,0,0
core8_upper_bound,arc-gen,234,0,18,18,0,231,249,0
v2_train_only_rect_corridor,arc-gen,234,1,0,0,0,231,231,3
legacy_stub,arc-gen,235,0,292,0,292,292,0,0
core8_upper_bound,arc-gen,235,0,17,17,0,292,309,0
v2_train_only_rect_corridor,arc-gen,235,1,0,0,0,292,292,3
legacy_stub,arc-gen,236,0,270,0,270,270,0,0
core8_upper_bound,arc-gen,236,0,11,11,0,270,281,0
v2_train_only_rect_corridor,arc-gen,236,1,0,0,0,270,270,3
legacy_stub,arc-gen,237,0,231,0,231,231,0,0
core8_upper_bound,arc-gen,237,0,27,27,0,231,258,0
v2_train_only_rect_corridor,arc-gen,237,0,72,0,72,231,159,2
legacy_stub,arc-gen,238,0,258,0,258,258,0,0
core8_upper_bound,arc-gen,238,0,12,12,0,258,270,0
v2_train_only_rect_corridor,arc-gen,238,0,38,2,36,258,224,2
legacy_stub,arc-gen,239,0,305,0,305,305,0,0
core8_upper_bound,arc-gen,239,0,14,14,0,305,319,0
v2_train_only_rect_corridor,arc-gen,239,1,0,0,0,305,305,3
legacy_stub,arc-gen,240,0,273,0,273,273,0,0
core8_upper_bound,arc-gen,240,0,7,7,0,273,280,0
v2_train_only_rect_corridor,arc-gen,240,1,0,0,0,273,273,3
legacy_stub,arc-gen,241,0,226,0,226,226,0,0
core8_upper_bound,arc-gen,241,0,13,13,0,226,239,0
v2_train_only_rect_corridor,arc-gen,241,1,0,0,0,226,226,2
legacy_stub,arc-gen,242,0,247,0,247,247,0,0
core8_upper_bound,arc-gen,242,0,11,11,0,247,258,0
v2_train_only_rect_corridor,arc-gen,242,0,74,2,72,247,177,3
legacy_stub,arc-gen,243,0,159,0,159,159,0,0
core8_upper_bound,arc-gen,243,0,21,21,0,159,180,0
v2_train_only_rect_corridor,arc-gen,243,1,0,0,0,159,159,4
legacy_stub,arc-gen,244,0,296,0,296,296,0,0
core8_upper_bound,arc-gen,244,0,29,29,0,296,325,0
v2_train_only_rect_corridor,arc-gen,244,0,12,0,12,296,284,4
legacy_stub,arc-gen,245,0,295,0,295,295,0,0
core8_upper_bound,arc-gen,245,0,32,32,0,295,327,0
v2_train_only_rect_corridor,arc-gen,245,0,2,2,0,295,297,5
legacy_stub,arc-gen,246,0,290,0,290,290,0,0
core8_upper_bound,arc-gen,246,0,29,29,0,290,319,0
v2_train_only_rect_corridor,arc-gen,246,0,110,0,110,290,180,3
legacy_stub,arc-gen,247,0,210,0,210,210,0,0
core8_upper_bound,arc-gen,247,0,5,5,0,210,215,0
v2_train_only_rect_corridor,arc-gen,247,1,0,0,0,210,210,1
legacy_stub,arc-gen,248,0,332,0,332,332,0,0
core8_upper_bound,arc-gen,248,0,9,9,0,332,341,0
v2_train_only_rect_corridor,arc-gen,248,1,0,0,0,332,332,3
legacy_stub,arc-gen,249,0,212,0,212,212,0,0
core8_upper_bound,arc-gen,249,0,29,29,0,212,241,0
v2_train_only_rect_corridor,arc-gen,249,1,0,0,0,212,212,4
legacy_stub,arc-gen,250,0,178,0,178,178,0,0
core8_upper_bound,arc-gen,250,0,14,14,0,178,192,0
v2_train_only_rect_corridor,arc-gen,250,1,0,0,0,178,178,3
legacy_stub,arc-gen,251,0,288,0,288,288,0,0
core8_upper_bound,arc-gen,251,0,17,17,0,288,305,0
v2_train_only_rect_corridor,arc-gen,251,1,0,0,0,288,288,3
legacy_stub,arc-gen,252,0,253,0,253,253,0,0
core8_upper_bound,arc-gen,252,0,20,20,0,253,273,0
v2_train_only_rect_corridor,arc-gen,252,1,0,0,0,253,253,2
legacy_stub,arc-gen,253,0,180,0,180,180,0,0
core8_upper_bound,arc-gen,253,0,13,13,0,180,193,0
v2_train_only_rect_corridor,arc-gen,253,1,0,0,0,180,180,1
legacy_stub,arc-gen,254,0,270,0,270,270,0,0
core8_upper_bound,arc-gen,254,0,12,12,0,270,282,0
v2_train_only_rect_corridor,arc-gen,254,1,0,0,0,270,270,1
legacy_stub,arc-gen,255,0,200,0,200,200,0,0
core8_upper_bound,arc-gen,255,0,11,11,0,200,211,0
v2_train_only_rect_corridor,arc-gen,255,1,0,0,0,200,200,1
legacy_stub,arc-gen,256,0,264,0,264,264,0,0
core8_upper_bound,arc-gen,256,0,18,18,0,264,282,0
v2_train_only_rect_corridor,arc-gen,256,0,48,0,48,264,216,2
legacy_stub,arc-gen,257,0,188,0,188,188,0,0
core8_upper_bound,arc-gen,257,0,35,35,0,188,223,0
v2_train_only_rect_corridor,arc-gen,257,1,0,0,0,188,188,3
legacy_stub,arc-gen,258,0,119,0,119,119,0,0
core8_upper_bound,arc-gen,258,0,13,13,0,119,132,0
v2_train_only_rect_corridor,arc-gen,258,1,0,0,0,119,119,2
legacy_stub,arc-gen,259,0,206,0,206,206,0,0
core8_upper_bound,arc-gen,259,0,9,9,0,206,215,0
v2_train_only_rect_corridor,arc-gen,259,1,0,0,0,206,206,2
legacy_stub,arc-gen,260,0,298,0,298,298,0,0
core8_upper_bound,arc-gen,260,0,21,21,0,298,319,0
v2_train_only_rect_corridor,arc-gen,260,1,0,0,0,298,298,3
