task_id,pass,total,score,cost,anchor_score,anchor_cost,delta,error,path
213,265,265,14.175731810316865,50225,14.17788444912623,50117,-0.002152638809365115,,/tmp/ng_seddik_precision/submission/task213.onnx
214,266,266,17.504458056115745,1800,17.504458056115745,1800,0.0,,/tmp/ng_seddik_precision/submission/task214.onnx
215,265,265,14.452187931601495,38094,14.721712753666592,29094,-0.2695248220650974,,/tmp/ng_seddik_precision/submission/task215.onnx
216,266,266,13.449663150031625,103812,13.451977697992342,103572,-0.0023145479607169506,,/tmp/ng_seddik_precision/submission/task216.onnx
217,266,266,15.206104124093967,17924,15.206104124093967,17924,0.0,,/tmp/ng_seddik_precision/submission/task217.onnx
218,266,266,14.948006239164648,23202,14.948006239164648,23202,0.0,,/tmp/ng_seddik_precision/submission/task218.onnx
219,265,265,13.651395086474174,84847,13.681837161994336,82303,-0.030442075520161538,,/tmp/ng_seddik_precision/submission/task219.onnx
220,267,267,18.197605236675688,900,18.197605236675688,900,0.0,,/tmp/ng_seddik_precision/submission/task220.onnx
221,267,267,14.069235056400384,55869,14.069306655018561,55865,-7.15986181774042e-05,,/tmp/ng_seddik_precision/submission/task221.onnx
222,266,266,14.031198444197276,58035,14.031198444197276,58035,0.0,,/tmp/ng_seddik_precision/submission/task222.onnx
223,265,265,17.504458056115745,1800,17.504458056115745,1800,0.0,,/tmp/ng_seddik_precision/submission/task223.onnx
224,266,266,14.274048995433871,45522,14.275455898281896,45458,-0.0014069028480250267,,/tmp/ng_seddik_precision/submission/task224.onnx
225,265,265,15.68728356140695,11078,15.68728356140695,11078,0.0,,/tmp/ng_seddik_precision/submission/task225.onnx
226,133,133,16.37682648504653,5559,16.37682648504653,5559,0.0,,/tmp/ng_seddik_precision/submission/task226.onnx
227,267,267,17.018266713308115,2927,17.018266713308115,2927,0.0,,/tmp/ng_seddik_precision/submission/task227.onnx
228,266,266,14.86993479941538,25086,14.86993479941538,25086,0.0,,/tmp/ng_seddik_precision/submission/task228.onnx
229,267,267,17.74936448810132,1409,17.74936448810132,1409,0.0,,/tmp/ng_seddik_precision/submission/task229.onnx
230,0,266,18.197605236675688,900,18.197605236675688,900,0.0,,/tmp/ng_seddik_precision/submission/task230.onnx
231,266,266,14.445542345803112,38348,14.448885782205735,38220,-0.0033434364026234675,,/tmp/ng_seddik_precision/submission/task231.onnx
232,266,266,14.707956157758622,29497,14.707956157758622,29497,0.0,,/tmp/ng_seddik_precision/submission/task232.onnx
233,266,266,10.682450710180536,1652086,10.81240050639769,1450762,-0.1299497962171543,,/tmp/ng_seddik_precision/submission/task233.onnx
234,266,266,13.689154000119816,81703,13.689154000119816,81703,0.0,,/tmp/ng_seddik_precision/submission/task234.onnx
235,69,69,17.801068759311825,1338,17.81007782925419,1326,-0.0090090699423655,,/tmp/ng_seddik_precision/submission/task235.onnx
236,267,267,18.53385527576238,643,18.53697054307933,641,-0.00311526731695011,,/tmp/ng_seddik_precision/submission/task236.onnx
237,266,266,15.430308268881676,14324,15.430308268881676,14324,0.0,,/tmp/ng_seddik_precision/submission/task237.onnx
238,266,266,13.927565965061614,64372,13.927565965061614,64372,0.0,,/tmp/ng_seddik_precision/submission/task238.onnx
239,267,267,13.525015267707683,96277,13.54388830238479,94477,-0.01887303467710666,,/tmp/ng_seddik_precision/submission/task239.onnx
240,266,266,14.765519480374964,27847,14.99318900523197,22177,-0.22766952485700642,,/tmp/ng_seddik_precision/submission/task240.onnx
241,266,266,25.0,0,25.0,0,0.0,,/tmp/ng_seddik_precision/submission/task241.onnx
242,266,266,15.090580078810763,20119,15.090580078810763,20119,0.0,,/tmp/ng_seddik_precision/submission/task242.onnx
243,265,265,13.401199636921024,108967,13.401199636921024,108967,0.0,,/tmp/ng_seddik_precision/submission/task243.onnx
244,266,266,14.633344629227418,31782,14.633722272736438,31770,-0.0003776435090205865,,/tmp/ng_seddik_precision/submission/task244.onnx
245,267,267,14.724535183516696,29012,14.724535183516696,29012,0.0,,/tmp/ng_seddik_precision/submission/task245.onnx
246,266,266,15.497661881504435,13391,15.497661881504435,13391,0.0,,/tmp/ng_seddik_precision/submission/task246.onnx
247,269,269,14.99327919282222,22175,14.999794168587435,22031,-0.006514975765215425,,/tmp/ng_seddik_precision/submission/task247.onnx
248,13,13,16.122199606117427,7171,16.208058011543883,6581,-0.08585840542645684,,/tmp/ng_seddik_precision/submission/task248.onnx
249,265,265,15.740964706485059,10499,15.895131260966052,8999,-0.1541665544809927,,/tmp/ng_seddik_precision/submission/task249.onnx
250,265,265,15.595656566456025,12141,15.595656566456025,12141,0.0,,/tmp/ng_seddik_precision/submission/task250.onnx
251,266,266,13.481291290274044,100580,13.481291290274044,100580,0.0,,/tmp/ng_seddik_precision/submission/task251.onnx
252,266,266,14.453028311923028,38062,14.453028311923028,38062,0.0,,/tmp/ng_seddik_precision/submission/task252.onnx
253,265,265,14.215455188361384,48269,14.215455188361384,48269,0.0,,/tmp/ng_seddik_precision/submission/task253.onnx
254,265,265,15.865029935048593,9274,16.018318360026136,7956,-0.1532884249775428,,/tmp/ng_seddik_precision/submission/task254.onnx
255,265,265,10.663167299970427,1684253,10.718955788261443,1592864,-0.055788488291016236,,/tmp/ng_seddik_precision/submission/task255.onnx
256,266,266,15.041882226812756,21123,15.041882226812756,21123,0.0,,/tmp/ng_seddik_precision/submission/task256.onnx
257,269,269,18.01806532284361,1077,18.01806532284361,1077,0.0,,/tmp/ng_seddik_precision/submission/task257.onnx
258,266,266,19.924826184766175,160,19.924826184766175,160,0.0,,/tmp/ng_seddik_precision/submission/task258.onnx
259,266,266,16.169018489047502,6843,16.169018489047502,6843,0.0,,/tmp/ng_seddik_precision/submission/task259.onnx
260,266,266,15.568598242913932,12474,15.568598242913932,12474,0.0,,/tmp/ng_seddik_precision/submission/task260.onnx
261,265,265,19.701682633451963,200,19.701682633451963,200,0.0,,/tmp/ng_seddik_precision/submission/task261.onnx
262,11,11,16.765169719557946,3770,16.765169719557946,3770,0.0,,/tmp/ng_seddik_precision/submission/task262.onnx
263,267,267,15.981062293553965,8258,16.006075858588602,8054,-0.025013565034637253,,/tmp/ng_seddik_precision/submission/task263.onnx
264,0,265,13.716034971665547,79536,13.155212910966242,139356,0.5608220606993051,,/tmp/ng_seddik_precision/submission/task264.onnx
265,266,266,14.408076346634045,39812,14.424537832136728,39162,-0.016461485502683004,,/tmp/ng_seddik_precision/submission/task265.onnx
266,20,20,18.186555400489105,910,18.186555400489105,910,0.0,,/tmp/ng_seddik_precision/submission/task266.onnx
267,264,264,17.752207418232153,1405,17.904106778902467,1207,-0.1518993606703134,,/tmp/ng_seddik_precision/submission/task267.onnx
268,266,266,14.983764287772118,22387,14.983764287772118,22387,0.0,,/tmp/ng_seddik_precision/submission/task268.onnx
269,266,266,15.940249986656319,8602,15.940249986656319,8602,0.0,,/tmp/ng_seddik_precision/submission/task269.onnx
270,266,266,14.785321389461183,27301,14.785321389461183,27301,0.0,,/tmp/ng_seddik_precision/submission/task270.onnx
271,267,267,14.725259284025897,28991,14.725259284025897,28991,0.0,,/tmp/ng_seddik_precision/submission/task271.onnx
272,267,267,18.186555400489105,910,18.186555400489105,910,0.0,,/tmp/ng_seddik_precision/submission/task272.onnx
273,266,266,16.294337521203573,6037,16.311040765729324,5937,-0.01670324452575045,,/tmp/ng_seddik_precision/submission/task273.onnx
274,269,269,15.942694264192879,8581,15.942694264192879,8581,0.0,,/tmp/ng_seddik_precision/submission/task274.onnx
275,266,266,13.66280982894899,83884,13.662869436848247,83879,-5.960789925651966e-05,,/tmp/ng_seddik_precision/submission/task275.onnx
276,266,266,22.697414907005953,10,22.697414907005953,10,0.0,,/tmp/ng_seddik_precision/submission/task276.onnx
277,266,266,15.410059486110708,14617,15.410059486110708,14617,0.0,,/tmp/ng_seddik_precision/submission/task277.onnx
278,265,265,14.55468246483519,34383,14.55468246483519,34383,0.0,,/tmp/ng_seddik_precision/submission/task278.onnx
279,266,266,14.821535747509644,26330,14.821535747509644,26330,0.0,,/tmp/ng_seddik_precision/submission/task279.onnx
280,267,267,13.586828574167079,90506,13.586828574167079,90506,0.0,,/tmp/ng_seddik_precision/submission/task280.onnx
281,266,266,13.597168457826845,89575,13.60794357751076,88615,-0.01077511968391498,,/tmp/ng_seddik_precision/submission/task281.onnx
282,0,265,18.197605236675688,900,18.197605236675688,900,0.0,,/tmp/ng_seddik_precision/submission/task282.onnx
283,265,265,18.186555400489105,910,18.186555400489105,910,0.0,,/tmp/ng_seddik_precision/submission/task283.onnx
284,266,266,13.475808238755878,101133,13.475808238755878,101133,0.0,,/tmp/ng_seddik_precision/submission/task284.onnx
285,265,265,12.112174847323766,395468,12.305212379433542,326044,-0.19303753210977526,,/tmp/ng_seddik_precision/submission/task285.onnx
286,265,265,13.00342074458367,162199,13.011269019324953,160931,-0.007848274741283134,,/tmp/ng_seddik_precision/submission/task286.onnx
287,267,267,14.975800372301608,22566,14.975800372301608,22566,0.0,,/tmp/ng_seddik_precision/submission/task287.onnx
288,267,267,14.632558329669694,31807,14.632558329669694,31807,0.0,,/tmp/ng_seddik_precision/submission/task288.onnx
289,268,268,14.86017630236368,25332,14.874489523818365,24972,-0.014313221454685277,,/tmp/ng_seddik_precision/submission/task289.onnx
290,266,266,15.631972352188223,11708,15.631972352188223,11708,0.0,,/tmp/ng_seddik_precision/submission/task290.onnx
291,265,265,16.627370259775116,4327,16.627370259775116,4327,0.0,,/tmp/ng_seddik_precision/submission/task291.onnx
292,28,28,16.250901751600978,6305,16.250901751600978,6305,0.0,,/tmp/ng_seddik_precision/submission/task292.onnx
293,267,267,14.882571106914462,24771,14.882894117374734,24763,-0.00032301046027249924,,/tmp/ng_seddik_precision/submission/task293.onnx
294,265,265,18.186555400489105,910,18.186555400489105,910,0.0,,/tmp/ng_seddik_precision/submission/task294.onnx
295,268,268,15.591628777524683,12190,15.591628777524683,12190,0.0,,/tmp/ng_seddik_precision/submission/task295.onnx
296,268,268,16.67955188604344,4107,16.67955188604344,4107,0.0,,/tmp/ng_seddik_precision/submission/task296.onnx
297,265,265,15.876089356022204,9172,15.876089356022204,9172,0.0,,/tmp/ng_seddik_precision/submission/task297.onnx
298,267,267,15.387667209394625,14948,15.390078463074628,14912,-0.002411253680003611,,/tmp/ng_seddik_precision/submission/task298.onnx
299,21,21,17.5100291011652,1790,17.5100291011652,1790,0.0,,/tmp/ng_seddik_precision/submission/task299.onnx
300,267,267,13.741373412351637,77546,13.741373412351637,77546,0.0,,/tmp/ng_seddik_precision/submission/task300.onnx
301,266,266,13.91804208355036,64988,14.004689823155179,59594,-0.08664773960481931,,/tmp/ng_seddik_precision/submission/task301.onnx
302,266,266,16.03863393937255,7796,16.03863393937255,7796,0.0,,/tmp/ng_seddik_precision/submission/task302.onnx
303,265,265,13.701382237681582,80710,13.701382237681582,80710,0.0,,/tmp/ng_seddik_precision/submission/task303.onnx
304,266,266,15.418509950330773,14494,15.418509950330773,14494,0.0,,/tmp/ng_seddik_precision/submission/task304.onnx
305,266,266,16.71802294113224,3952,16.71802294113224,3952,0.0,,/tmp/ng_seddik_precision/submission/task305.onnx
306,265,265,13.926448091389123,64444,13.926448091389123,64444,0.0,,/tmp/ng_seddik_precision/submission/task306.onnx
307,266,266,17.504458056115745,1800,17.504458056115745,1800,0.0,,/tmp/ng_seddik_precision/submission/task307.onnx
308,266,266,15.010380623834585,21799,15.104595023657227,19839,-0.09421439982264168,,/tmp/ng_seddik_precision/submission/task308.onnx
309,265,265,22.697414907005953,10,22.697414907005953,10,0.0,,/tmp/ng_seddik_precision/submission/task309.onnx
310,266,266,14.844237369643414,25739,14.844237369643414,25739,0.0,,/tmp/ng_seddik_precision/submission/task310.onnx
311,266,266,21.598802618337846,30,21.598802618337846,30,0.0,,/tmp/ng_seddik_precision/submission/task311.onnx
312,265,265,15.791761836115688,9979,15.791761836115688,9979,0.0,,/tmp/ng_seddik_precision/submission/task312.onnx
313,266,266,13.666536185257858,83572,13.760196456150222,76100,-0.0936602708923644,,/tmp/ng_seddik_precision/submission/task313.onnx
314,266,266,15.941180435665059,8594,15.941180435665059,8594,0.0,,/tmp/ng_seddik_precision/submission/task314.onnx
315,266,266,15.83497085073382,9557,15.83497085073382,9557,0.0,,/tmp/ng_seddik_precision/submission/task315.onnx
316,266,266,16.730499232819383,3903,16.82727089513453,3543,-0.09677166231514533,,/tmp/ng_seddik_precision/submission/task316.onnx
317,0,265,18.197605236675688,900,18.197605236675688,900,0.0,,/tmp/ng_seddik_precision/submission/task317.onnx
318,267,267,18.394702079051797,739,18.397412107810663,737,-0.0027100287588659455,,/tmp/ng_seddik_precision/submission/task318.onnx
319,267,267,14.5804605047263,33508,14.5804605047263,33508,0.0,,/tmp/ng_seddik_precision/submission/task319.onnx
320,266,266,16.445511023840066,5190,16.445511023840066,5190,0.0,,/tmp/ng_seddik_precision/submission/task320.onnx
321,267,267,16.385498626116764,5511,16.385498626116764,5511,0.0,,/tmp/ng_seddik_precision/submission/task321.onnx
322,266,266,18.23496102321946,867,18.23727049306812,865,-0.0023094698486616494,,/tmp/ng_seddik_precision/submission/task322.onnx
323,172,172,16.58086074905915,4533,16.58086074905915,4533,0.0,,/tmp/ng_seddik_precision/submission/task323.onnx
324,266,266,14.203081009735799,48870,14.203081009735799,48870,0.0,,/tmp/ng_seddik_precision/submission/task324.onnx
325,266,266,14.330533108254256,43022,14.330533108254256,43022,0.0,,/tmp/ng_seddik_precision/submission/task325.onnx
326,266,266,19.924826184766175,160,19.924826184766175,160,0.0,,/tmp/ng_seddik_precision/submission/task326.onnx
327,265,265,16.07096209351156,7548,16.07096209351156,7548,0.0,,/tmp/ng_seddik_precision/submission/task327.onnx
328,267,267,13.871957907660665,68053,13.884006157119696,67238,-0.012048249459031268,,/tmp/ng_seddik_precision/submission/task328.onnx
329,266,266,15.76399188127524,10260,15.76399188127524,10260,0.0,,/tmp/ng_seddik_precision/submission/task329.onnx
330,266,266,13.964707191439999,62025,14.014300580163543,59024,-0.049593388723543796,,/tmp/ng_seddik_precision/submission/task330.onnx
331,265,265,18.186555400489105,910,18.186555400489105,910,0.0,,/tmp/ng_seddik_precision/submission/task331.onnx
332,267,267,15.896131872534333,8990,15.952178557521592,8500,-0.05604668498725829,,/tmp/ng_seddik_precision/submission/task332.onnx
333,265,265,14.877658081568091,24893,14.947532254452554,23213,-0.06987417288446274,,/tmp/ng_seddik_precision/submission/task333.onnx
334,271,271,18.588181732290103,609,18.588181732290103,609,0.0,,/tmp/ng_seddik_precision/submission/task334.onnx
335,266,266,14.258204878914801,46249,14.258204878914801,46249,0.0,,/tmp/ng_seddik_precision/submission/task335.onnx
336,31,31,16.294503180112258,6036,16.294503180112258,6036,0.0,,/tmp/ng_seddik_precision/submission/task336.onnx
337,266,266,22.697414907005953,10,22.697414907005953,10,0.0,,/tmp/ng_seddik_precision/submission/task337.onnx
338,267,267,14.285226738886886,45016,14.285226738886886,45016,0.0,,/tmp/ng_seddik_precision/submission/task338.onnx
339,266,266,18.112447428335383,980,18.215542937362358,884,-0.10309550902697495,,/tmp/ng_seddik_precision/submission/task339.onnx
340,266,266,13.836305823269957,70523,13.885434941408004,67142,-0.049129118138047545,,/tmp/ng_seddik_precision/submission/task340.onnx
341,266,266,15.15493636760159,18865,15.15493636760159,18865,0.0,,/tmp/ng_seddik_precision/submission/task341.onnx
342,266,266,15.499306127016878,13369,15.5946686681292,12153,-0.09536254111232267,,/tmp/ng_seddik_precision/submission/task342.onnx
343,266,266,14.704098807100438,29611,14.741253505583026,28531,-0.037154698482588344,,/tmp/ng_seddik_precision/submission/task343.onnx
344,266,266,17.17196196787417,2510,17.17196196787417,2510,0.0,,/tmp/ng_seddik_precision/submission/task344.onnx
345,264,264,15.631289292052376,11716,15.631289292052376,11716,0.0,,/tmp/ng_seddik_precision/submission/task345.onnx
346,267,267,15.875435405045222,9178,15.875435405045222,9178,0.0,,/tmp/ng_seddik_precision/submission/task346.onnx
347,269,269,17.61787563426249,1607,17.619120964435883,1605,-0.0012453301733934552,,/tmp/ng_seddik_precision/submission/task347.onnx
348,265,265,16.103411928208782,7307,16.11719194507556,7207,-0.013780016866778766,,/tmp/ng_seddik_precision/submission/task348.onnx
349,267,267,14.190676173493577,49480,14.190676173493577,49480,0.0,,/tmp/ng_seddik_precision/submission/task349.onnx
350,267,267,15.10499835111417,19831,15.10499835111417,19831,0.0,,/tmp/ng_seddik_precision/submission/task350.onnx
351,265,265,14.532506311227156,35154,14.532506311227156,35154,0.0,,/tmp/ng_seddik_precision/submission/task351.onnx
352,266,266,16.20124341714016,6626,16.20124341714016,6626,0.0,,/tmp/ng_seddik_precision/submission/task352.onnx
353,271,271,16.403810802357263,5411,16.403810802357263,5411,0.0,,/tmp/ng_seddik_precision/submission/task353.onnx
354,266,266,15.258619697007587,17007,15.258619697007587,17007,0.0,,/tmp/ng_seddik_precision/submission/task354.onnx
355,267,267,15.624569008158225,11795,15.624569008158225,11795,0.0,,/tmp/ng_seddik_precision/submission/task355.onnx
356,266,266,16.482406888562437,5002,16.482406888562437,5002,0.0,,/tmp/ng_seddik_precision/submission/task356.onnx
357,13,13,16.122199606117427,7171,16.208058011543883,6581,-0.08585840542645684,,/tmp/ng_seddik_precision/submission/task357.onnx
358,265,265,13.35654639766505,113943,13.371400388183703,112263,-0.014853990518654214,,/tmp/ng_seddik_precision/submission/task358.onnx
359,266,266,14.347150353576192,42313,14.347150353576192,42313,0.0,,/tmp/ng_seddik_precision/submission/task359.onnx
360,266,266,15.659860190488972,11386,15.681164031870518,11146,-0.021303841381545396,,/tmp/ng_seddik_precision/submission/task360.onnx
361,266,266,15.324857000570146,15917,15.351856412003707,15493,-0.026999411433560994,,/tmp/ng_seddik_precision/submission/task361.onnx
362,267,267,15.612434368654611,11939,15.612434368654611,11939,0.0,,/tmp/ng_seddik_precision/submission/task362.onnx
363,265,265,13.60482257129864,88892,13.625050073974103,87112,-0.02022750267546236,,/tmp/ng_seddik_precision/submission/task363.onnx
364,266,266,13.737345222483407,77859,13.754457371489742,76538,-0.017112149006335287,,/tmp/ng_seddik_precision/submission/task364.onnx
365,266,266,14.01786479921536,58814,14.01786479921536,58814,0.0,,/tmp/ng_seddik_precision/submission/task365.onnx
366,0,266,0.0,,11.493032942114981,734516,-11.493032942114981,"Traceback (most recent call last): |   File ""$HOME/Desktop/kaggleonnx/tools/neurogolf_local.py"", line 286, in score_onnx |     output = session.run([""output""], {""input"": encode_grid(example[""input""])})[0] |                                                ~~~~~~~~~~~^^^^^^^^^^^^^^^^^^ |   File ""$HOME/Desktop/kaggleonnx/tools/neurogolf_local.py"", line 57, in encode_grid |     out[0, color, row, col] = 1.0 |     ~~~^^^^^^^^^^^^^^^^^^^^ | IndexError: index 30 is out of bounds for axis 3 with size 30",/tmp/ng_seddik_precision/submission/task366.onnx
367,266,266,13.125192173257059,143603,13.125192173257059,143603,0.0,,/tmp/ng_seddik_precision/submission/task367.onnx
368,265,265,14.615970788806473,32339,14.615970788806473,32339,0.0,,/tmp/ng_seddik_precision/submission/task368.onnx
369,265,265,16.04726523289313,7729,16.04726523289313,7729,0.0,,/tmp/ng_seddik_precision/submission/task369.onnx
370,266,266,13.407431907377575,108290,13.417492503798178,107206,-0.010060596420602863,,/tmp/ng_seddik_precision/submission/task370.onnx
371,266,266,15.039140167606002,21181,15.039140167606002,21181,0.0,,/tmp/ng_seddik_precision/submission/task371.onnx
372,266,266,16.027916817148075,7880,16.02817065646915,7878,-0.0002538393210755885,,/tmp/ng_seddik_precision/submission/task372.onnx
373,75,75,18.738508315678956,524,18.738508315678956,524,0.0,,/tmp/ng_seddik_precision/submission/task373.onnx
374,267,267,15.335912421297605,15742,15.69053853715601,11042,-0.3546261158584052,,/tmp/ng_seddik_precision/submission/task374.onnx
375,58,58,15.372793097191211,15172,15.372793097191211,15172,0.0,,/tmp/ng_seddik_precision/submission/task375.onnx
376,39,39,14.938953297362508,23413,15.424114143916897,14413,-0.48516084655438974,,/tmp/ng_seddik_precision/submission/task376.onnx
377,266,266,13.966336894339644,61924,14.175751720918266,50224,-0.20941482657862132,,/tmp/ng_seddik_precision/submission/task377.onnx
378,267,267,14.428477967719003,39008,14.428477967719003,39008,0.0,,/tmp/ng_seddik_precision/submission/task378.onnx
379,266,266,13.808671952355807,72499,13.808671952355807,72499,0.0,,/tmp/ng_seddik_precision/submission/task379.onnx
380,267,267,18.409698951803314,728,18.409698951803314,728,0.0,,/tmp/ng_seddik_precision/submission/task380.onnx
381,265,265,16.78906026662098,3681,16.78906026662098,3681,0.0,,/tmp/ng_seddik_precision/submission/task381.onnx
382,266,266,13.416112936092428,107354,13.416112936092428,107354,0.0,,/tmp/ng_seddik_precision/submission/task382.onnx
383,266,266,13.23196730851017,129060,13.239121304806988,128140,-0.0071539962968181214,,/tmp/ng_seddik_precision/submission/task383.onnx
384,266,266,13.778470160860206,74722,13.778470160860206,74722,0.0,,/tmp/ng_seddik_precision/submission/task384.onnx
385,265,265,21.598802618337846,30,21.598802618337846,30,0.0,,/tmp/ng_seddik_precision/submission/task385.onnx
386,268,268,17.311544643450056,2183,17.31246123379837,2181,-0.0009165903483143722,,/tmp/ng_seddik_precision/submission/task386.onnx
387,266,266,13.940291846175448,63558,13.940291846175448,63558,0.0,,/tmp/ng_seddik_precision/submission/task387.onnx
388,266,266,16.225377779303003,6468,16.225377779303003,6468,0.0,,/tmp/ng_seddik_precision/submission/task388.onnx
389,266,266,17.451444020830127,1898,17.451444020830127,1898,0.0,,/tmp/ng_seddik_precision/submission/task389.onnx
390,266,266,14.885765416486214,24692,14.885765416486214,24692,0.0,,/tmp/ng_seddik_precision/submission/task390.onnx
391,267,267,15.787561829941671,10021,15.787561829941671,10021,0.0,,/tmp/ng_seddik_precision/submission/task391.onnx
392,266,266,14.662459882503795,30870,14.662459882503795,30870,0.0,,/tmp/ng_seddik_precision/submission/task392.onnx
393,265,265,18.870949789939456,459,18.870949789939456,459,0.0,,/tmp/ng_seddik_precision/submission/task393.onnx
394,266,266,16.52885074708517,4775,16.53346872338599,4753,-0.004617976300821169,,/tmp/ng_seddik_precision/submission/task394.onnx
395,268,268,17.403607695935804,1991,17.581219117249205,1667,-0.1776114213134008,,/tmp/ng_seddik_precision/submission/task395.onnx
396,266,266,13.126683504302262,143389,13.21180923259308,131688,-0.08512572829081755,,/tmp/ng_seddik_precision/submission/task396.onnx
397,266,266,15.040983137671391,21142,15.045771805760689,21041,-0.004788668089297232,,/tmp/ng_seddik_precision/submission/task397.onnx
398,268,268,13.657922169750098,84295,13.658254391724892,84267,-0.00033222197479432225,,/tmp/ng_seddik_precision/submission/task398.onnx
399,273,273,17.48302277539568,1839,17.48302277539568,1839,0.0,,/tmp/ng_seddik_precision/submission/task399.onnx
400,266,266,14.532534757896764,35153,14.532534757896764,35153,0.0,,/tmp/ng_seddik_precision/submission/task400.onnx
